product_id,name,price,subcategory,category,ALL
387,product4,247.8,subcategory2,category3,ALL
388,product6,71.17,subcategory3,category5,ALL
389,product91,88.68,subcategory2,category8,ALL
390,product67,167.19,subcategory2,category6,ALL
391,product76,261.78,subcategory5,category8,ALL
392,product24,80.66,subcategory5,category2,ALL
393,product31,158.67,subcategory1,category7,ALL
394,product51,291.54,subcategory2,category8,ALL
395,product9,55.46,subcategory3,category1,ALL
396,product13,136.42,subcategory4,category5,ALL
397,product3,256.17,subcategory1,category9,ALL
398,product2,123.12,subcategory4,category7,ALL
399,product86,10.25,subcategory2,category9,ALL
400,product27,132.89,subcategory5,category6,ALL
401,product96,126.19,subcategory1,category6,ALL
402,product88,113.15,subcategory2,category9,ALL
403,product71,202.08,subcategory2,category5,ALL
404,product85,379.86,subcategory5,category8,ALL
405,product48,117.56,subcategory4,category6,ALL
406,product48,83.7,subcategory1,category4,ALL
407,product43,349.34,subcategory1,category3,ALL
408,product32,271.44,subcategory2,category3,ALL
409,product35,296.53,subcategory4,category8,ALL
410,product62,17.66,subcategory4,category4,ALL
411,product66,151.63,subcategory4,category6,ALL
412,product55,218.89,subcategory4,category2,ALL
413,product57,60.91,subcategory2,category5,ALL
414,product1,278.73,subcategory2,category6,ALL
415,product51,5.87,subcategory5,category8,ALL
416,product41,140.3,subcategory3,category3,ALL
417,product69,283.53,subcategory3,category4,ALL
418,product73,25.56,subcategory1,category5,ALL
419,product17,352.87,subcategory2,category7,ALL
420,product66,92.33,subcategory2,category8,ALL
421,product34,40.2,subcategory1,category1,ALL
422,product68,175.36,subcategory5,category2,ALL
423,product100,59.11,subcategory5,category10,ALL
424,product39,42.2,subcategory3,category10,ALL
425,product20,249.03,subcategory3,category4,ALL
426,product67,279.71,subcategory3,category5,ALL
427,product27,19.88,subcategory3,category6,ALL
428,product14,37.55,subcategory3,category7,ALL
429,product37,49.4,subcategory5,category5,ALL
430,product52,173.6,subcategory1,category6,ALL
431,product59,260.51,subcategory1,category8,ALL
432,product53,236.64,subcategory1,category2,ALL
433,product14,236.74,subcategory5,category1,ALL
434,product47,18.73,subcategory1,category6,ALL
435,product88,267.39,subcategory4,category6,ALL
436,product8,67.12,subcategory5,category9,ALL
437,product39,208.37,subcategory3,category4,ALL
438,product93,395.97,subcategory4,category2,ALL
439,product22,122.95,subcategory3,category9,ALL
440,product73,110.38,subcategory1,category2,ALL
441,product76,26.81,subcategory2,category4,ALL
442,product40,272.94,subcategory3,category4,ALL
443,product62,145.43,subcategory4,category4,ALL
444,product41,50.48,subcategory4,category7,ALL
445,product50,280.35,subcategory1,category5,ALL
446,product83,314.75,subcategory3,category5,ALL
447,product44,229.18,subcategory1,category2,ALL
448,product23,157.14,subcategory4,category10,ALL
449,product47,120.8,subcategory2,category8,ALL
450,product100,208.72,subcategory1,category8,ALL
451,product39,50.67,subcategory3,category1,ALL
452,product87,455.17,subcategory4,category5,ALL
453,product31,247.12,subcategory2,category7,ALL
454,product75,378.17,subcategory3,category10,ALL
455,product91,73.1,subcategory5,category6,ALL
456,product17,172.72,subcategory5,category9,ALL
457,product86,492.98,subcategory3,category8,ALL
458,product19,105.13,subcategory5,category5,ALL
459,product40,266.15,subcategory2,category2,ALL
460,product78,192.82,subcategory3,category5,ALL
461,product76,248.27,subcategory1,category5,ALL
462,product67,29.27,subcategory2,category10,ALL
463,product22,180.29,subcategory5,category4,ALL
464,product59,230.94,subcategory4,category1,ALL
465,product72,50.06,subcategory4,category6,ALL
466,product66,11.15,subcategory4,category5,ALL
467,product18,223.14,subcategory5,category7,ALL
468,product26,72.5,subcategory4,category7,ALL
469,product14,138.72,subcategory3,category10,ALL
470,product32,377.94,subcategory5,category8,ALL
471,product66,201.86,subcategory2,category4,ALL
472,product56,460.33,subcategory4,category10,ALL
473,product13,149.15,subcategory2,category9,ALL
474,product67,21.85,subcategory4,category7,ALL
475,product97,219.49,subcategory1,category4,ALL
476,product14,298.67,subcategory5,category9,ALL
477,product41,163.8,subcategory2,category7,ALL
478,product30,45.61,subcategory4,category5,ALL
479,product6,44.96,subcategory3,category2,ALL
480,product95,153.28,subcategory1,category2,ALL
481,product82,60.65,subcategory5,category4,ALL
482,product79,210.97,subcategory5,category5,ALL
483,product8,161.3,subcategory2,category7,ALL
484,product64,152.76,subcategory3,category10,ALL
485,product8,184.45,subcategory4,category2,ALL
486,product5,395.73,subcategory4,category8,ALL
487,product26,104.37,subcategory2,category1,ALL
488,product68,196.65,subcategory2,category9,ALL
489,product96,122.2,subcategory1,category7,ALL
490,product57,181.04,subcategory2,category2,ALL
491,product78,55.26,subcategory2,category9,ALL
492,product96,90.85,subcategory3,category8,ALL
493,product98,282.71,subcategory2,category2,ALL
494,product43,41.4,subcategory5,category9,ALL
495,product38,8.31,subcategory2,category2,ALL
496,product100,219.47,subcategory3,category1,ALL
497,product96,58.9,subcategory3,category3,ALL
498,product17,139.73,subcategory2,category7,ALL
499,product46,153.46,subcategory1,category9,ALL
500,product76,153.51,subcategory5,category6,ALL
501,product77,103.32,subcategory5,category9,ALL
502,product63,121.78,subcategory1,category1,ALL
503,product79,216.36,subcategory3,category3,ALL
504,product67,285.25,subcategory3,category3,ALL
505,product76,235.13,subcategory3,category9,ALL
506,product52,199.55,subcategory3,category6,ALL
507,product16,252.8,subcategory4,category1,ALL
508,product9,218.01,subcategory2,category3,ALL
509,product29,269.76,subcategory3,category5,ALL
510,product39,13.92,subcategory5,category1,ALL
511,product38,258.99,subcategory4,category5,ALL
512,product82,77.63,subcategory4,category3,ALL
513,product22,193.5,subcategory4,category7,ALL
514,product49,168.77,subcategory2,category6,ALL
515,product54,1.8,subcategory5,category4,ALL
516,product14,330.75,subcategory2,category4,ALL
517,product57,1.67,subcategory3,category7,ALL
518,product60,271.51,subcategory4,category7,ALL
519,product24,112.08,subcategory4,category1,ALL
520,product73,157.77,subcategory2,category7,ALL
521,product79,52.54,subcategory5,category2,ALL
522,product46,20.52,subcategory5,category3,ALL
523,product77,45.77,subcategory1,category7,ALL
524,product26,12.85,subcategory1,category8,ALL
525,product53,307.35,subcategory1,category8,ALL
526,product8,195.84,subcategory1,category10,ALL
527,product89,233.98,subcategory2,category1,ALL
528,product70,289.71,subcategory1,category6,ALL
529,product58,284.16,subcategory1,category3,ALL
530,product100,472.12,subcategory3,category4,ALL
531,product42,49.7,subcategory2,category7,ALL
532,product34,10.33,subcategory4,category8,ALL
533,product95,9.31,subcategory5,category6,ALL
534,product80,156.67,subcategory5,category10,ALL
535,product67,242.04,subcategory1,category10,ALL
536,product47,332.2,subcategory3,category4,ALL
537,product23,236.54,subcategory3,category3,ALL
538,product89,166.27,subcategory4,category3,ALL
539,product18,109.16,subcategory2,category3,ALL
540,product2,115.48,subcategory3,category6,ALL
541,product74,295.54,subcategory4,category9,ALL
542,product30,285.01,subcategory3,category1,ALL
543,product32,86.82,subcategory4,category3,ALL
544,product13,132.9,subcategory1,category1,ALL
545,product13,184.77,subcategory2,category6,ALL
546,product66,29.73,subcategory2,category7,ALL
547,product46,164.62,subcategory4,category2,ALL
548,product96,100.27,subcategory1,category10,ALL
549,product70,264.98,subcategory2,category9,ALL
550,product53,57.23,subcategory3,category7,ALL
551,product77,182.47,subcategory5,category7,ALL
552,product25,277.91,subcategory2,category10,ALL
553,product75,174.89,subcategory2,category5,ALL
554,product55,256.27,subcategory1,category2,ALL
555,product73,88.01,subcategory2,category4,ALL
556,product56,24.31,subcategory2,category9,ALL
557,product85,251.9,subcategory4,category7,ALL
558,product26,43.59,subcategory1,category8,ALL
559,product72,176.39,subcategory4,category6,ALL
560,product84,207.4,subcategory1,category6,ALL
561,product62,232.71,subcategory5,category8,ALL
562,product83,22.71,subcategory5,category2,ALL
563,product75,42.58,subcategory5,category1,ALL
564,product43,183.01,subcategory4,category1,ALL
565,product84,256.19,subcategory4,category6,ALL
566,product40,255.18,subcategory1,category7,ALL
567,product30,332.69,subcategory3,category8,ALL
568,product52,238.85,subcategory3,category1,ALL
569,product6,242.89,subcategory5,category7,ALL
570,product99,8.17,subcategory5,category10,ALL
571,product49,264.56,subcategory2,category6,ALL
572,product61,130.1,subcategory4,category8,ALL
573,product10,18.29,subcategory5,category6,ALL
574,product35,195.98,subcategory2,category3,ALL
575,product84,218.61,subcategory5,category4,ALL
576,product15,191.08,subcategory1,category6,ALL
577,product75,13.29,subcategory2,category4,ALL
578,product48,155.74,subcategory4,category8,ALL
579,product98,186.61,subcategory4,category5,ALL
580,product18,205.41,subcategory4,category7,ALL
581,product53,68.34,subcategory3,category9,ALL
582,product69,231.81,subcategory2,category2,ALL
583,product46,98.29,subcategory4,category2,ALL
584,product41,367.06,subcategory4,category7,ALL
585,product63,169.49,subcategory2,category8,ALL
586,product2,278.01,subcategory5,category10,ALL
587,product84,294.36,subcategory3,category7,ALL
588,product96,246.07,subcategory2,category9,ALL
589,product48,115.91,subcategory2,category1,ALL
590,product42,44.09,subcategory5,category9,ALL
591,product53,171.31,subcategory1,category6,ALL
592,product71,58.69,subcategory4,category10,ALL
593,product82,213.74,subcategory2,category4,ALL
594,product71,363.44,subcategory4,category6,ALL
595,product32,33.65,subcategory1,category6,ALL
596,product45,148.64,subcategory4,category8,ALL
597,product92,158.2,subcategory1,category5,ALL
598,product3,117.7,subcategory3,category1,ALL
599,product9,252.48,subcategory4,category1,ALL
600,product58,190.02,subcategory2,category5,ALL
601,product74,134.24,subcategory5,category9,ALL
602,product81,118.94,subcategory3,category10,ALL
603,product39,76.85,subcategory3,category2,ALL
604,product35,18.39,subcategory2,category1,ALL
605,product2,272.95,subcategory4,category7,ALL
606,product36,4.41,subcategory4,category3,ALL
607,product77,91.9,subcategory2,category8,ALL
608,product52,7.04,subcategory5,category4,ALL
609,product67,227.58,subcategory1,category2,ALL
610,product74,4.58,subcategory3,category3,ALL
611,product40,39.94,subcategory1,category6,ALL
612,product15,136.83,subcategory4,category8,ALL
613,product87,170.39,subcategory5,category10,ALL
614,product63,191.49,subcategory2,category3,ALL
615,product1,234.03,subcategory1,category4,ALL
616,product17,139,subcategory5,category2,ALL
617,product48,18.62,subcategory5,category8,ALL
618,product71,279.29,subcategory4,category8,ALL
619,product55,334.32,subcategory4,category4,ALL
620,product78,79.49,subcategory5,category6,ALL
621,product40,31.56,subcategory2,category6,ALL
622,product6,66.09,subcategory5,category4,ALL
623,product23,291.4,subcategory1,category4,ALL
624,product25,151.71,subcategory3,category2,ALL
625,product57,235.18,subcategory5,category2,ALL
626,product15,183.3,subcategory1,category1,ALL
627,product98,44.53,subcategory4,category3,ALL
628,product59,164.46,subcategory5,category2,ALL
629,product94,36.42,subcategory4,category3,ALL
630,product17,100.52,subcategory2,category7,ALL
631,product32,270.1,subcategory1,category1,ALL
632,product97,85.51,subcategory3,category9,ALL
633,product34,229.5,subcategory5,category5,ALL
634,product36,94.29,subcategory3,category3,ALL
