location_id,city,state,ALL
338,city7,state4,ALL
339,city2,state6,ALL
340,city7,state3,ALL
341,city3,state7,ALL
342,city10,state4,ALL
343,city4,state4,ALL
344,city6,state9,ALL
345,city5,state0,ALL
346,city8,state7,ALL
347,city0,state3,ALL
348,city7,state1,ALL
349,city4,state2,ALL
350,city2,state3,ALL
351,city8,state7,ALL
352,city3,state9,ALL
353,city4,state5,ALL
354,city7,state2,ALL
355,city7,state7,ALL
356,city1,state8,ALL
357,city7,state3,ALL
358,city0,state5,ALL
359,city3,state4,ALL
360,city4,state3,ALL
361,city8,state7,ALL
362,city3,state9,ALL
363,city0,state6,ALL
364,city4,state5,ALL
365,city3,state9,ALL
366,city0,state0,ALL
367,city7,state8,ALL
368,city3,state7,ALL
369,city8,state8,ALL
370,city1,state5,ALL
371,city7,state9,ALL
372,city9,state10,ALL
373,city10,state7,ALL
374,city1,state7,ALL
375,city8,state6,ALL
376,city5,state5,ALL
377,city1,state10,ALL
378,city7,state0,ALL
379,city4,state7,ALL
380,city0,state9,ALL
381,city2,state3,ALL
382,city1,state10,ALL
383,city5,state2,ALL
384,city1,state9,ALL
385,city3,state3,ALL
386,city10,state1,ALL
387,city2,state5,ALL
388,city2,state9,ALL
389,city10,state7,ALL
390,city3,state4,ALL
391,city5,state0,ALL
392,city7,state3,ALL
393,city4,state4,ALL
394,city1,state0,ALL
395,city6,state6,ALL
396,city4,state8,ALL
397,city8,state5,ALL
398,city10,state10,ALL
399,city4,state5,ALL
400,city5,state7,ALL
401,city6,state1,ALL
402,city8,state10,ALL
403,city8,state9,ALL
404,city10,state5,ALL
405,city1,state5,ALL
406,city3,state2,ALL
407,city9,state8,ALL
408,city0,state1,ALL
409,city5,state2,ALL
410,city4,state0,ALL
411,city8,state1,ALL
412,city9,state4,ALL
413,city8,state7,ALL
414,city1,state10,ALL
415,city10,state10,ALL
416,city5,state7,ALL
417,city9,state9,ALL
418,city3,state7,ALL
419,city3,state5,ALL
420,city10,state1,ALL
421,city10,state5,ALL
422,city5,state10,ALL
423,city5,state2,ALL
424,city5,state4,ALL
425,city10,state2,ALL
426,city2,state2,ALL
427,city6,state4,ALL
428,city8,state6,ALL
429,city7,state0,ALL
430,city5,state7,ALL
431,city2,state4,ALL
432,city0,state9,ALL
433,city2,state10,ALL
434,city8,state8,ALL
435,city10,state4,ALL
436,city2,state2,ALL
437,city3,state7,ALL
438,city9,state9,ALL
439,city9,state6,ALL
440,city1,state8,ALL
441,city1,state3,ALL
442,city4,state5,ALL
443,city2,state3,ALL
444,city2,state0,ALL
445,city5,state6,ALL
446,city2,state6,ALL
447,city1,state4,ALL
448,city1,state10,ALL
449,city3,state1,ALL
450,city0,state10,ALL
451,city9,state5,ALL
452,city10,state7,ALL
453,city3,state0,ALL
454,city3,state5,ALL
455,city8,state3,ALL
456,city7,state4,ALL
457,city9,state7,ALL
458,city6,state1,ALL
459,city1,state2,ALL
460,city2,state1,ALL
461,city5,state5,ALL
462,city4,state6,ALL
463,city2,state1,ALL
464,city3,state10,ALL
465,city3,state1,ALL
466,city3,state0,ALL
467,city8,state2,ALL
468,city5,state7,ALL
469,city6,state10,ALL
470,city1,state3,ALL
471,city8,state3,ALL
472,city0,state8,ALL
473,city5,state8,ALL
474,city6,state2,ALL
475,city9,state4,ALL
476,city9,state9,ALL
477,city10,state9,ALL
478,city6,state8,ALL
479,city4,state0,ALL
480,city5,state4,ALL
481,city6,state8,ALL
482,city7,state3,ALL
483,city8,state2,ALL
484,city5,state3,ALL
485,city8,state2,ALL
486,city7,state8,ALL
487,city4,state1,ALL
488,city2,state3,ALL
489,city1,state5,ALL
490,city0,state8,ALL
491,city2,state9,ALL
492,city1,state3,ALL
493,city5,state10,ALL
494,city0,state1,ALL
495,city5,state7,ALL
496,city1,state4,ALL
497,city9,state8,ALL
498,city4,state9,ALL
499,city2,state1,ALL
500,city7,state1,ALL
501,city2,state5,ALL
502,city3,state7,ALL
503,city7,state6,ALL
504,city5,state7,ALL
505,city7,state8,ALL
506,city10,state6,ALL
507,city6,state4,ALL
508,city3,state8,ALL
509,city4,state7,ALL
510,city9,state6,ALL
511,city6,state5,ALL
512,city6,state10,ALL
513,city10,state0,ALL
514,city3,state0,ALL
515,city2,state4,ALL
516,city5,state3,ALL
517,city0,state4,ALL
518,city0,state5,ALL
519,city2,state10,ALL
520,city4,state7,ALL
521,city5,state7,ALL
522,city8,state10,ALL
523,city8,state10,ALL
524,city5,state8,ALL
525,city8,state8,ALL
526,city6,state4,ALL
527,city5,state3,ALL
528,city9,state3,ALL
529,city2,state2,ALL
530,city1,state6,ALL
531,city2,state4,ALL
532,city2,state0,ALL
533,city7,state9,ALL
534,city8,state0,ALL
535,city3,state0,ALL
536,city2,state9,ALL
537,city7,state2,ALL
538,city4,state3,ALL
539,city2,state1,ALL
540,city4,state4,ALL
541,city1,state6,ALL
542,city0,state10,ALL
543,city2,state2,ALL
544,city0,state1,ALL
545,city10,state6,ALL
546,city8,state9,ALL
547,city9,state5,ALL
548,city6,state2,ALL
549,city1,state7,ALL
550,city10,state0,ALL
551,city3,state5,ALL
552,city6,state9,ALL
553,city2,state1,ALL
554,city10,state10,ALL
555,city8,state9,ALL
556,city4,state5,ALL
557,city1,state10,ALL
558,city7,state9,ALL
559,city8,state8,ALL
560,city4,state6,ALL
561,city3,state1,ALL
562,city8,state7,ALL
563,city6,state3,ALL
564,city1,state8,ALL
565,city7,state0,ALL
566,city0,state7,ALL
567,city5,state2,ALL
568,city7,state1,ALL
569,city5,state3,ALL
570,city6,state8,ALL
571,city1,state8,ALL
572,city0,state10,ALL
573,city8,state9,ALL
574,city2,state7,ALL
575,city6,state10,ALL
576,city8,state8,ALL
577,city0,state9,ALL
578,city9,state8,ALL
579,city2,state2,ALL
580,city1,state8,ALL
581,city1,state5,ALL
582,city2,state6,ALL
583,city0,state2,ALL
584,city6,state8,ALL
585,city8,state1,ALL
586,city2,state5,ALL
587,city3,state4,ALL
588,city10,state3,ALL
589,city1,state0,ALL
590,city3,state0,ALL
591,city10,state1,ALL
592,city3,state2,ALL
593,city7,state7,ALL
594,city0,state9,ALL
595,city2,state1,ALL
596,city5,state3,ALL
597,city9,state8,ALL
598,city10,state2,ALL
599,city6,state10,ALL
600,city1,state10,ALL
601,city2,state7,ALL
602,city7,state4,ALL
603,city2,state4,ALL
604,city8,state6,ALL
605,city9,state10,ALL
606,city8,state9,ALL
607,city6,state4,ALL
608,city6,state8,ALL
609,city5,state9,ALL
610,city1,state2,ALL
611,city4,state9,ALL
612,city3,state5,ALL
613,city4,state10,ALL
614,city1,state1,ALL
615,city1,state9,ALL
616,city0,state4,ALL
617,city7,state9,ALL
618,city3,state3,ALL
619,city9,state6,ALL
620,city8,state3,ALL
621,city5,state10,ALL
622,city9,state0,ALL
623,city6,state10,ALL
624,city6,state2,ALL
625,city2,state7,ALL
626,city6,state4,ALL
627,city6,state3,ALL
628,city5,state2,ALL
629,city0,state5,ALL
630,city1,state5,ALL
631,city7,state7,ALL
632,city5,state7,ALL
633,city9,state8,ALL
634,city1,state10,ALL
635,city8,state6,ALL
636,city9,state10,ALL
637,city9,state5,ALL
638,city9,state1,ALL
639,city3,state0,ALL
640,city5,state5,ALL
641,city9,state4,ALL
642,city3,state5,ALL
643,city7,state10,ALL
644,city1,state5,ALL
645,city10,state3,ALL
646,city7,state0,ALL
647,city2,state10,ALL
648,city1,state8,ALL
649,city5,state5,ALL
650,city10,state10,ALL
651,city3,state8,ALL
652,city8,state9,ALL
653,city7,state8,ALL
654,city0,state6,ALL
655,city8,state3,ALL
656,city5,state3,ALL
657,city10,state9,ALL
658,city1,state9,ALL
659,city0,state8,ALL
660,city4,state5,ALL
661,city0,state0,ALL
662,city4,state2,ALL
663,city10,state8,ALL
664,city10,state9,ALL
665,city6,state7,ALL
666,city2,state4,ALL
667,city4,state4,ALL
668,city8,state9,ALL
669,city4,state10,ALL
670,city3,state5,ALL
671,city3,state4,ALL
672,city3,state9,ALL
673,city6,state4,ALL
674,city10,state9,ALL
675,city5,state5,ALL
676,city0,state8,ALL
677,city7,state1,ALL
678,city5,state2,ALL
679,city5,state4,ALL
680,city10,state2,ALL
681,city8,state2,ALL
682,city7,state8,ALL
683,city5,state8,ALL
684,city1,state3,ALL
685,city2,state9,ALL
686,city5,state3,ALL
687,city9,state2,ALL
688,city6,state2,ALL
689,city6,state10,ALL
690,city7,state4,ALL
691,city4,state3,ALL
692,city8,state6,ALL
693,city1,state0,ALL
694,city7,state5,ALL
695,city3,state4,ALL
696,city9,state1,ALL
697,city8,state2,ALL
698,city0,state9,ALL
699,city9,state8,ALL
700,city4,state3,ALL
701,city10,state8,ALL
702,city2,state5,ALL
703,city0,state1,ALL
704,city8,state6,ALL
705,city4,state8,ALL
706,city5,state9,ALL
707,city8,state5,ALL
708,city0,state10,ALL
709,city0,state5,ALL
710,city7,state9,ALL
711,city10,state2,ALL
712,city9,state10,ALL
713,city1,state0,ALL
714,city1,state8,ALL
715,city8,state8,ALL
716,city6,state1,ALL
717,city1,state0,ALL
718,city0,state0,ALL
719,city1,state4,ALL
720,city0,state5,ALL
721,city0,state9,ALL
722,city6,state9,ALL
723,city9,state2,ALL
724,city0,state4,ALL
725,city4,state4,ALL
726,city5,state8,ALL
727,city7,state6,ALL
728,city9,state4,ALL
729,city10,state9,ALL
730,city6,state9,ALL
731,city3,state9,ALL
732,city4,state5,ALL
733,city8,state10,ALL
734,city6,state4,ALL
735,city9,state3,ALL
736,city8,state3,ALL
737,city10,state9,ALL
738,city2,state2,ALL
739,city9,state1,ALL
740,city9,state6,ALL
741,city8,state2,ALL
742,city3,state9,ALL
743,city4,state5,ALL
744,city7,state6,ALL
745,city0,state1,ALL
746,city8,state9,ALL
747,city1,state4,ALL
748,city8,state7,ALL
749,city7,state0,ALL
750,city1,state5,ALL
751,city10,state9,ALL
752,city0,state0,ALL
753,city1,state2,ALL
754,city2,state3,ALL
755,city3,state0,ALL
756,city9,state8,ALL
757,city1,state3,ALL
758,city5,state0,ALL
759,city5,state3,ALL
760,city8,state2,ALL
761,city9,state1,ALL
762,city5,state3,ALL
763,city1,state6,ALL
764,city7,state5,ALL
765,city0,state6,ALL
766,city3,state2,ALL
767,city1,state3,ALL
768,city7,state8,ALL
769,city3,state10,ALL
770,city0,state4,ALL
771,city1,state4,ALL
772,city4,state6,ALL
773,city7,state4,ALL
774,city9,state10,ALL
775,city1,state10,ALL
776,city4,state2,ALL
777,city9,state3,ALL
778,city8,state9,ALL
779,city0,state2,ALL
780,city2,state8,ALL
781,city8,state6,ALL
782,city9,state0,ALL
783,city7,state3,ALL
784,city9,state7,ALL
785,city5,state4,ALL
786,city1,state8,ALL
787,city4,state0,ALL
788,city1,state4,ALL
789,city0,state3,ALL
790,city10,state9,ALL
791,city10,state3,ALL
792,city2,state10,ALL
793,city0,state0,ALL
794,city4,state4,ALL
795,city7,state6,ALL
796,city9,state6,ALL
797,city3,state6,ALL
798,city7,state2,ALL
799,city1,state7,ALL
800,city8,state0,ALL
801,city4,state0,ALL
802,city0,state1,ALL
803,city10,state6,ALL
804,city0,state5,ALL
805,city5,state6,ALL
806,city1,state8,ALL
807,city0,state10,ALL
808,city4,state4,ALL
809,city1,state1,ALL
810,city6,state5,ALL
811,city3,state9,ALL
812,city2,state2,ALL
813,city8,state8,ALL
814,city0,state10,ALL
815,city1,state7,ALL
816,city10,state0,ALL
817,city1,state3,ALL
818,city6,state10,ALL
819,city8,state7,ALL
820,city1,state8,ALL
821,city9,state0,ALL
822,city8,state9,ALL
823,city5,state10,ALL
824,city5,state5,ALL
825,city5,state2,ALL
826,city0,state5,ALL
827,city9,state5,ALL
828,city1,state4,ALL
829,city2,state7,ALL
830,city5,state4,ALL
831,city2,state8,ALL
832,city6,state7,ALL
833,city3,state10,ALL
834,city3,state6,ALL
835,city6,state6,ALL
836,city9,state7,ALL
837,city2,state6,ALL
838,city2,state8,ALL
839,city7,state6,ALL
840,city7,state5,ALL
841,city5,state8,ALL
842,city9,state9,ALL
843,city7,state4,ALL
844,city10,state0,ALL
845,city9,state10,ALL
846,city0,state1,ALL
847,city2,state3,ALL
848,city4,state10,ALL
849,city1,state10,ALL
850,city5,state6,ALL
851,city4,state6,ALL
852,city10,state3,ALL
853,city4,state9,ALL
854,city6,state6,ALL
855,city9,state0,ALL
856,city9,state10,ALL
857,city2,state1,ALL
858,city0,state0,ALL
859,city9,state6,ALL
860,city0,state8,ALL
861,city9,state5,ALL
862,city6,state9,ALL
863,city10,state3,ALL
864,city3,state3,ALL
865,city1,state3,ALL
866,city8,state10,ALL
867,city5,state9,ALL
868,city2,state7,ALL
869,city7,state0,ALL
870,city7,state8,ALL
871,city7,state2,ALL
872,city10,state1,ALL
873,city10,state3,ALL
874,city0,state9,ALL
875,city9,state6,ALL
876,city3,state5,ALL
877,city5,state2,ALL
878,city7,state1,ALL
879,city8,state8,ALL
880,city1,state0,ALL
881,city10,state5,ALL
882,city0,state4,ALL
883,city4,state7,ALL
884,city7,state0,ALL
885,city8,state4,ALL
886,city9,state1,ALL
887,city1,state9,ALL
888,city0,state9,ALL
889,city10,state8,ALL
890,city6,state5,ALL
891,city10,state8,ALL
892,city2,state6,ALL
893,city0,state7,ALL
894,city4,state1,ALL
895,city9,state10,ALL
896,city2,state1,ALL
897,city5,state7,ALL
898,city10,state3,ALL
899,city2,state8,ALL
900,city2,state8,ALL
901,city4,state10,ALL
902,city2,state2,ALL
903,city8,state1,ALL
904,city5,state6,ALL
905,city0,state7,ALL
906,city4,state6,ALL
907,city6,state7,ALL
908,city3,state3,ALL
909,city7,state4,ALL
910,city0,state2,ALL
911,city6,state9,ALL
912,city5,state5,ALL
913,city10,state6,ALL
914,city2,state0,ALL
915,city0,state1,ALL
916,city4,state9,ALL
917,city8,state2,ALL
918,city7,state6,ALL
919,city0,state3,ALL
920,city1,state2,ALL
921,city10,state3,ALL
922,city7,state9,ALL
923,city4,state0,ALL
924,city2,state2,ALL
925,city6,state1,ALL
926,city1,state4,ALL
927,city2,state4,ALL
928,city0,state1,ALL
929,city10,state2,ALL
930,city2,state4,ALL
931,city10,state6,ALL
932,city2,state5,ALL
933,city2,state0,ALL
934,city10,state8,ALL
935,city3,state0,ALL
936,city2,state7,ALL
937,city10,state4,ALL
938,city0,state4,ALL
939,city0,state0,ALL
940,city1,state0,ALL
941,city5,state6,ALL
942,city5,state7,ALL
943,city7,state0,ALL
944,city9,state6,ALL
945,city6,state1,ALL
946,city8,state9,ALL
947,city8,state0,ALL
948,city5,state8,ALL
949,city10,state5,ALL
950,city5,state4,ALL
951,city10,state0,ALL
952,city7,state7,ALL
953,city7,state10,ALL
954,city8,state6,ALL
955,city2,state1,ALL
956,city3,state4,ALL
957,city7,state1,ALL
958,city5,state1,ALL
959,city2,state3,ALL
960,city7,state6,ALL
961,city4,state2,ALL
962,city8,state0,ALL
963,city2,state6,ALL
964,city8,state9,ALL
965,city2,state10,ALL
966,city2,state9,ALL
967,city2,state0,ALL
968,city7,state9,ALL
969,city3,state6,ALL
970,city4,state10,ALL
971,city0,state4,ALL
972,city8,state2,ALL
973,city2,state0,ALL
974,city8,state9,ALL
975,city5,state7,ALL
976,city9,state4,ALL
977,city0,state5,ALL
978,city6,state8,ALL
979,city7,state5,ALL
980,city10,state1,ALL
981,city10,state3,ALL
982,city10,state4,ALL
983,city1,state3,ALL
984,city0,state9,ALL
985,city10,state7,ALL
986,city1,state0,ALL
987,city1,state10,ALL
988,city3,state1,ALL
989,city3,state4,ALL
990,city4,state2,ALL
991,city7,state8,ALL
992,city7,state5,ALL
993,city7,state1,ALL
994,city6,state1,ALL
995,city7,state1,ALL
996,city4,state3,ALL
997,city5,state7,ALL
998,city6,state10,ALL
999,city0,state7,ALL
1000,city10,state2,ALL
1001,city8,state6,ALL
1002,city4,state2,ALL
1003,city5,state3,ALL
1004,city3,state10,ALL
1005,city7,state0,ALL
1006,city10,state10,ALL
1007,city6,state4,ALL
1008,city2,state3,ALL
1009,city9,state3,ALL
1010,city7,state7,ALL
1011,city0,state7,ALL
1012,city2,state5,ALL
1013,city8,state2,ALL
1014,city3,state5,ALL
1015,city5,state10,ALL
1016,city8,state3,ALL
1017,city2,state7,ALL
1018,city5,state1,ALL
1019,city6,state1,ALL
1020,city9,state3,ALL
1021,city0,state2,ALL
1022,city5,state6,ALL
1023,city4,state5,ALL
1024,city5,state7,ALL
1025,city6,state0,ALL
1026,city5,state7,ALL
1027,city0,state9,ALL
1028,city4,state9,ALL
1029,city2,state4,ALL
1030,city9,state10,ALL
1031,city3,state5,ALL
1032,city9,state3,ALL
1033,city9,state0,ALL
1034,city1,state0,ALL
1035,city9,state4,ALL
1036,city5,state4,ALL
1037,city10,state0,ALL
1038,city8,state2,ALL
1039,city0,state3,ALL
1040,city9,state3,ALL
1041,city9,state5,ALL
1042,city10,state9,ALL
1043,city9,state9,ALL
1044,city0,state7,ALL
1045,city4,state2,ALL
1046,city0,state1,ALL
1047,city7,state2,ALL
1048,city10,state8,ALL
1049,city3,state3,ALL
1050,city10,state7,ALL
1051,city3,state5,ALL
1052,city0,state5,ALL
1053,city7,state6,ALL
1054,city5,state6,ALL
1055,city0,state9,ALL
1056,city6,state1,ALL
1057,city8,state2,ALL
1058,city8,state4,ALL
1059,city0,state10,ALL
1060,city7,state5,ALL
1061,city3,state7,ALL
1062,city3,state10,ALL
1063,city9,state1,ALL
1064,city4,state6,ALL
1065,city2,state3,ALL
1066,city7,state8,ALL
1067,city10,state9,ALL
1068,city5,state8,ALL
1069,city2,state9,ALL
1070,city1,state6,ALL
1071,city2,state8,ALL
1072,city0,state9,ALL
1073,city3,state9,ALL
1074,city9,state1,ALL
1075,city8,state2,ALL
1076,city4,state10,ALL
1077,city3,state7,ALL
1078,city4,state0,ALL
1079,city1,state5,ALL
1080,city1,state2,ALL
1081,city1,state6,ALL
1082,city4,state7,ALL
1083,city10,state8,ALL
1084,city7,state1,ALL
1085,city2,state0,ALL
1086,city9,state5,ALL
1087,city2,state10,ALL
1088,city10,state1,ALL
1089,city9,state4,ALL
1090,city2,state9,ALL
1091,city4,state8,ALL
1092,city7,state3,ALL
1093,city5,state8,ALL
1094,city2,state4,ALL
1095,city7,state6,ALL
1096,city7,state5,ALL
1097,city0,state4,ALL
1098,city10,state3,ALL
1099,city2,state5,ALL
1100,city3,state6,ALL
1101,city0,state5,ALL
1102,city4,state8,ALL
1103,city9,state1,ALL
1104,city0,state5,ALL
1105,city5,state8,ALL
1106,city2,state5,ALL
1107,city10,state2,ALL
1108,city2,state4,ALL
1109,city1,state1,ALL
1110,city3,state0,ALL
1111,city5,state6,ALL
1112,city3,state3,ALL
1113,city5,state9,ALL
1114,city9,state5,ALL
1115,city1,state4,ALL
1116,city3,state5,ALL
1117,city2,state10,ALL
1118,city10,state3,ALL
1119,city6,state0,ALL
1120,city4,state6,ALL
1121,city9,state9,ALL
1122,city0,state1,ALL
1123,city5,state10,ALL
1124,city7,state7,ALL
1125,city4,state0,ALL
1126,city9,state5,ALL
1127,city9,state0,ALL
1128,city0,state8,ALL
1129,city8,state0,ALL
1130,city8,state3,ALL
1131,city8,state10,ALL
1132,city5,state10,ALL
1133,city5,state9,ALL
1134,city1,state6,ALL
1135,city7,state9,ALL
1136,city10,state1,ALL
1137,city0,state2,ALL
1138,city10,state0,ALL
1139,city1,state0,ALL
1140,city2,state5,ALL
1141,city3,state10,ALL
1142,city1,state4,ALL
1143,city3,state0,ALL
1144,city0,state8,ALL
1145,city5,state0,ALL
1146,city1,state7,ALL
1147,city1,state5,ALL
1148,city7,state6,ALL
1149,city4,state10,ALL
1150,city8,state9,ALL
1151,city9,state5,ALL
