date_id,date,day,month,year,ALL
89,11/4/2017,11,4,2017,ALL
90,25/11/2016,25,11,2016,ALL
91,24/3/2013,24,3,2013,ALL
92,10/8/2015,10,8,2015,ALL
93,12/8/2014,12,8,2014,ALL
94,6/11/2016,6,11,2016,ALL
95,23/8/2016,23,8,2016,ALL
96,4/5/2012,4,5,2012,ALL
97,8/2/2014,8,2,2014,ALL
98,11/6/2017,11,6,2017,ALL
99,17/2/2018,17,2,2018,ALL
100,21/2/2011,21,2,2011,ALL
101,1/8/2014,1,8,2014,ALL
102,13/2/2013,13,2,2013,ALL
103,6/11/2016,6,11,2016,ALL
104,27/4/2019,27,4,2019,ALL
105,4/8/2017,4,8,2017,ALL
106,15/1/2012,15,1,2012,ALL
107,18/10/2010,18,10,2010,ALL
108,17/3/2012,17,3,2012,ALL
109,3/2/2013,3,2,2013,ALL
110,6/7/2016,6,7,2016,ALL
111,9/8/2017,9,8,2017,ALL
112,15/5/2017,15,5,2017,ALL
113,20/8/2018,20,8,2018,ALL
114,1/8/2018,1,8,2018,ALL
115,9/6/2019,9,6,2019,ALL
116,1/11/2011,1,11,2011,ALL
117,8/8/2012,8,8,2012,ALL
118,15/10/2013,15,10,2013,ALL
119,11/4/2014,11,4,2014,ALL
120,6/4/2019,6,4,2019,ALL
121,4/6/2015,4,6,2015,ALL
122,1/1/2013,1,1,2013,ALL
123,27/1/2016,27,1,2016,ALL
124,1/7/2018,1,7,2018,ALL
125,24/3/2018,24,3,2018,ALL
126,17/10/2010,17,10,2010,ALL
127,11/4/2016,11,4,2016,ALL
128,5/9/2014,5,9,2014,ALL
129,3/10/2016,3,10,2016,ALL
130,14/4/2011,14,4,2011,ALL
131,7/6/2017,7,6,2017,ALL
132,2/5/2019,2,5,2019,ALL
133,20/3/2011,20,3,2011,ALL
134,10/7/2011,10,7,2011,ALL
135,2/7/2017,2,7,2017,ALL
136,24/3/2017,24,3,2017,ALL
137,19/6/2011,19,6,2011,ALL
138,5/10/2018,5,10,2018,ALL
139,17/3/2018,17,3,2018,ALL
140,18/2/2010,18,2,2010,ALL
141,19/6/2011,19,6,2011,ALL
142,2/3/2016,2,3,2016,ALL
143,1/1/2011,1,1,2011,ALL
144,19/8/2016,19,8,2016,ALL
145,14/11/2011,14,11,2011,ALL
146,8/6/2012,8,6,2012,ALL
147,16/3/2017,16,3,2017,ALL
148,4/7/2014,4,7,2014,ALL
149,18/7/2012,18,7,2012,ALL
150,27/9/2012,27,9,2012,ALL
151,13/1/2011,13,1,2011,ALL
152,14/3/2015,14,3,2015,ALL
153,24/8/2017,24,8,2017,ALL
154,11/9/2010,11,9,2010,ALL
155,20/6/2012,20,6,2012,ALL
156,10/9/2011,10,9,2011,ALL
157,7/3/2018,7,3,2018,ALL
158,12/2/2019,12,2,2019,ALL
159,25/6/2015,25,6,2015,ALL
160,11/4/2016,11,4,2016,ALL
161,22/4/2018,22,4,2018,ALL
162,12/2/2011,12,2,2011,ALL
163,17/8/2014,17,8,2014,ALL
164,6/8/2010,6,8,2010,ALL
165,10/5/2014,10,5,2014,ALL
166,9/1/2018,9,1,2018,ALL
167,6/3/2010,6,3,2010,ALL
168,23/5/2015,23,5,2015,ALL
169,27/6/2016,27,6,2016,ALL
170,22/10/2013,22,10,2013,ALL
171,21/2/2019,21,2,2019,ALL
172,8/5/2012,8,5,2012,ALL
173,1/3/2010,1,3,2010,ALL
174,3/7/2016,3,7,2016,ALL
175,15/8/2015,15,8,2015,ALL
176,8/11/2015,8,11,2015,ALL
177,12/6/2019,12,6,2019,ALL
178,23/1/2012,23,1,2012,ALL
179,5/6/2016,5,6,2016,ALL
180,8/5/2016,8,5,2016,ALL
181,27/7/2016,27,7,2016,ALL
182,9/1/2018,9,1,2018,ALL
183,24/3/2019,24,3,2019,ALL
184,25/10/2019,25,10,2019,ALL
185,24/5/2018,24,5,2018,ALL
186,9/7/2014,9,7,2014,ALL
187,24/5/2015,24,5,2015,ALL
188,23/2/2016,23,2,2016,ALL
189,17/10/2012,17,10,2012,ALL
190,7/7/2015,7,7,2015,ALL
191,21/7/2016,21,7,2016,ALL
192,11/7/2012,11,7,2012,ALL
193,14/11/2011,14,11,2011,ALL
194,9/7/2015,9,7,2015,ALL
195,22/5/2018,22,5,2018,ALL
196,14/3/2018,14,3,2018,ALL
197,15/5/2014,15,5,2014,ALL
198,5/11/2013,5,11,2013,ALL
199,6/7/2019,6,7,2019,ALL
200,5/8/2015,5,8,2015,ALL
201,16/2/2019,16,2,2019,ALL
202,9/1/2019,9,1,2019,ALL
203,17/4/2016,17,4,2016,ALL
204,9/8/2012,9,8,2012,ALL
205,17/6/2010,17,6,2010,ALL
206,17/1/2012,17,1,2012,ALL
207,13/11/2016,13,11,2016,ALL
208,23/7/2017,23,7,2017,ALL
209,26/11/2012,26,11,2012,ALL
210,1/5/2017,1,5,2017,ALL
211,4/2/2011,4,2,2011,ALL
212,3/8/2013,3,8,2013,ALL
213,5/1/2012,5,1,2012,ALL
214,25/9/2017,25,9,2017,ALL
215,8/11/2016,8,11,2016,ALL
216,21/3/2017,21,3,2017,ALL
217,11/6/2018,11,6,2018,ALL
218,3/1/2014,3,1,2014,ALL
219,23/2/2012,23,2,2012,ALL
220,1/3/2018,1,3,2018,ALL
221,15/10/2010,15,10,2010,ALL
222,27/9/2018,27,9,2018,ALL
223,11/9/2013,11,9,2013,ALL
224,6/5/2016,6,5,2016,ALL
225,20/7/2019,20,7,2019,ALL
226,3/2/2015,3,2,2015,ALL
227,22/11/2011,22,11,2011,ALL
228,15/6/2013,15,6,2013,ALL
229,24/1/2010,24,1,2010,ALL
230,1/3/2016,1,3,2016,ALL
231,17/9/2015,17,9,2015,ALL
232,8/9/2019,8,9,2019,ALL
233,16/3/2019,16,3,2019,ALL
234,27/8/2010,27,8,2010,ALL
235,2/4/2019,2,4,2019,ALL
236,25/2/2014,25,2,2014,ALL
237,1/9/2017,1,9,2017,ALL
238,10/7/2019,10,7,2019,ALL
239,15/3/2012,15,3,2012,ALL
240,23/11/2019,23,11,2019,ALL
241,26/2/2011,26,2,2011,ALL
242,6/1/2013,6,1,2013,ALL
243,7/8/2010,7,8,2010,ALL
244,17/11/2016,17,11,2016,ALL
245,19/2/2018,19,2,2018,ALL
246,14/2/2019,14,2,2019,ALL
247,5/2/2013,5,2,2013,ALL
248,18/3/2016,18,3,2016,ALL
249,10/9/2014,10,9,2014,ALL
250,15/11/2019,15,11,2019,ALL
251,3/6/2013,3,6,2013,ALL
252,17/5/2010,17,5,2010,ALL
253,17/6/2015,17,6,2015,ALL
254,11/10/2018,11,10,2018,ALL
255,26/8/2018,26,8,2018,ALL
256,12/9/2014,12,9,2014,ALL
257,9/5/2018,9,5,2018,ALL
258,18/6/2018,18,6,2018,ALL
259,6/4/2015,6,4,2015,ALL
260,11/3/2019,11,3,2019,ALL
261,26/7/2019,26,7,2019,ALL
262,12/6/2018,12,6,2018,ALL
263,4/11/2011,4,11,2011,ALL
264,17/2/2013,17,2,2013,ALL
265,3/7/2012,3,7,2012,ALL
266,10/1/2019,10,1,2019,ALL
267,24/3/2014,24,3,2014,ALL
268,11/7/2013,11,7,2013,ALL
269,22/11/2014,22,11,2014,ALL
270,10/8/2016,10,8,2016,ALL
271,5/7/2019,5,7,2019,ALL
272,3/2/2018,3,2,2018,ALL
273,4/9/2017,4,9,2017,ALL
274,23/8/2019,23,8,2019,ALL
275,1/6/2019,1,6,2019,ALL
276,6/8/2017,6,8,2017,ALL
277,6/2/2019,6,2,2019,ALL
278,1/9/2017,1,9,2017,ALL
279,2/3/2017,2,3,2017,ALL
280,2/8/2013,2,8,2013,ALL
281,9/11/2012,9,11,2012,ALL
282,26/11/2017,26,11,2017,ALL
283,18/4/2017,18,4,2017,ALL
284,14/8/2013,14,8,2013,ALL
285,16/6/2012,16,6,2012,ALL
286,11/7/2012,11,7,2012,ALL
287,22/8/2016,22,8,2016,ALL
288,21/8/2019,21,8,2019,ALL
289,25/9/2015,25,9,2015,ALL
290,2/4/2010,2,4,2010,ALL
291,23/7/2011,23,7,2011,ALL
292,25/9/2011,25,9,2011,ALL
293,2/5/2010,2,5,2010,ALL
294,19/4/2016,19,4,2016,ALL
295,22/9/2013,22,9,2013,ALL
296,27/4/2011,27,4,2011,ALL
297,14/10/2019,14,10,2019,ALL
298,2/11/2012,2,11,2012,ALL
299,23/2/2012,23,2,2012,ALL
300,9/4/2014,9,4,2014,ALL
301,17/1/2016,17,1,2016,ALL
302,22/10/2014,22,10,2014,ALL
303,19/1/2015,19,1,2015,ALL
304,22/6/2019,22,6,2019,ALL
305,11/1/2015,11,1,2015,ALL
306,14/11/2016,14,11,2016,ALL
307,14/8/2019,14,8,2019,ALL
308,3/10/2017,3,10,2017,ALL
309,25/5/2015,25,5,2015,ALL
310,25/1/2018,25,1,2018,ALL
311,10/7/2017,10,7,2017,ALL
312,18/11/2017,18,11,2017,ALL
313,16/6/2010,16,6,2010,ALL
314,9/2/2012,9,2,2012,ALL
315,27/8/2011,27,8,2011,ALL
316,8/6/2011,8,6,2011,ALL
317,11/4/2019,11,4,2019,ALL
318,24/6/2012,24,6,2012,ALL
319,25/11/2013,25,11,2013,ALL
320,24/3/2014,24,3,2014,ALL
321,14/11/2014,14,11,2014,ALL
322,2/7/2014,2,7,2014,ALL
323,27/10/2012,27,10,2012,ALL
324,17/5/2010,17,5,2010,ALL
325,11/10/2011,11,10,2011,ALL
326,7/3/2016,7,3,2016,ALL
327,20/5/2016,20,5,2016,ALL
328,16/2/2014,16,2,2014,ALL
329,1/6/2015,1,6,2015,ALL
330,25/2/2019,25,2,2019,ALL
331,20/4/2010,20,4,2010,ALL
332,7/6/2015,7,6,2015,ALL
333,16/11/2011,16,11,2011,ALL
334,16/4/2012,16,4,2012,ALL
335,5/6/2018,5,6,2018,ALL
336,15/4/2016,15,4,2016,ALL
337,21/9/2014,21,9,2014,ALL
338,20/2/2010,20,2,2010,ALL
339,25/8/2010,25,8,2010,ALL
340,9/2/2019,9,2,2019,ALL
341,6/10/2017,6,10,2017,ALL
342,11/7/2012,11,7,2012,ALL
343,21/5/2014,21,5,2014,ALL
344,13/2/2018,13,2,2018,ALL
345,10/5/2019,10,5,2019,ALL
346,2/2/2011,2,2,2011,ALL
347,18/6/2013,18,6,2013,ALL
348,1/7/2011,1,7,2011,ALL
349,17/10/2018,17,10,2018,ALL
350,9/4/2018,9,4,2018,ALL
351,5/11/2013,5,11,2013,ALL
352,10/4/2019,10,4,2019,ALL
353,6/5/2016,6,5,2016,ALL
354,15/4/2010,15,4,2010,ALL
355,2/9/2012,2,9,2012,ALL
356,21/8/2018,21,8,2018,ALL
357,20/7/2014,20,7,2014,ALL
358,22/5/2013,22,5,2013,ALL
359,8/4/2017,8,4,2017,ALL
360,17/1/2017,17,1,2017,ALL
361,23/8/2010,23,8,2010,ALL
362,25/2/2019,25,2,2019,ALL
363,18/2/2016,18,2,2016,ALL
364,3/6/2015,3,6,2015,ALL
365,7/10/2014,7,10,2014,ALL
366,17/5/2011,17,5,2011,ALL
367,25/9/2019,25,9,2019,ALL
368,14/11/2015,14,11,2015,ALL
369,9/9/2018,9,9,2018,ALL
370,8/8/2015,8,8,2015,ALL
371,27/9/2016,27,9,2016,ALL
372,16/6/2017,16,6,2017,ALL
373,23/7/2012,23,7,2012,ALL
374,8/2/2015,8,2,2015,ALL
375,5/6/2012,5,6,2012,ALL
376,17/11/2010,17,11,2010,ALL
377,6/7/2017,6,7,2017,ALL
378,1/9/2012,1,9,2012,ALL
379,24/5/2016,24,5,2016,ALL
380,1/4/2019,1,4,2019,ALL
381,26/11/2011,26,11,2011,ALL
382,5/2/2012,5,2,2012,ALL
383,14/3/2019,14,3,2019,ALL
384,22/7/2017,22,7,2017,ALL
385,10/8/2011,10,8,2011,ALL
386,3/11/2019,3,11,2019,ALL
387,20/7/2018,20,7,2018,ALL
388,2/9/2013,2,9,2013,ALL
389,2/3/2011,2,3,2011,ALL
390,13/1/2016,13,1,2016,ALL
391,22/11/2016,22,11,2016,ALL
392,22/2/2013,22,2,2013,ALL
393,19/5/2011,19,5,2011,ALL
394,12/6/2019,12,6,2019,ALL
395,23/10/2014,23,10,2014,ALL
396,3/1/2010,3,1,2010,ALL
397,14/8/2014,14,8,2014,ALL
398,13/10/2016,13,10,2016,ALL
399,5/9/2012,5,9,2012,ALL
400,17/1/2012,17,1,2012,ALL
401,18/7/2010,18,7,2010,ALL
402,11/7/2011,11,7,2011,ALL
403,6/7/2010,6,7,2010,ALL
404,24/1/2011,24,1,2011,ALL
405,23/8/2017,23,8,2017,ALL
406,27/11/2012,27,11,2012,ALL
407,13/6/2019,13,6,2019,ALL
408,21/2/2019,21,2,2019,ALL
409,25/6/2015,25,6,2015,ALL
410,9/7/2014,9,7,2014,ALL
411,15/6/2019,15,6,2019,ALL
412,24/7/2012,24,7,2012,ALL
413,17/10/2012,17,10,2012,ALL
414,27/2/2010,27,2,2010,ALL
415,6/5/2010,6,5,2010,ALL
416,3/5/2015,3,5,2015,ALL
417,16/5/2010,16,5,2010,ALL
418,9/2/2014,9,2,2014,ALL
419,3/8/2011,3,8,2011,ALL
420,25/5/2015,25,5,2015,ALL
421,8/11/2011,8,11,2011,ALL
422,12/6/2017,12,6,2017,ALL
423,8/11/2017,8,11,2017,ALL
424,12/9/2018,12,9,2018,ALL
425,18/6/2018,18,6,2018,ALL
426,16/6/2014,16,6,2014,ALL
427,26/2/2011,26,2,2011,ALL
428,8/7/2018,8,7,2018,ALL
429,26/3/2016,26,3,2016,ALL
430,13/3/2016,13,3,2016,ALL
431,26/8/2014,26,8,2014,ALL
432,10/7/2011,10,7,2011,ALL
433,6/3/2017,6,3,2017,ALL
434,20/11/2014,20,11,2014,ALL
435,14/10/2010,14,10,2010,ALL
436,5/9/2017,5,9,2017,ALL
437,20/11/2016,20,11,2016,ALL
438,2/5/2011,2,5,2011,ALL
439,8/3/2011,8,3,2011,ALL
440,5/8/2012,5,8,2012,ALL
441,11/4/2011,11,4,2011,ALL
442,25/9/2018,25,9,2018,ALL
443,25/5/2010,25,5,2010,ALL
444,20/11/2012,20,11,2012,ALL
445,12/2/2013,12,2,2013,ALL
446,19/7/2013,19,7,2013,ALL
447,22/5/2011,22,5,2011,ALL
448,11/9/2013,11,9,2013,ALL
449,1/4/2017,1,4,2017,ALL
450,19/9/2017,19,9,2017,ALL
451,10/11/2016,10,11,2016,ALL
452,4/10/2011,4,10,2011,ALL
453,7/11/2018,7,11,2018,ALL
454,20/9/2012,20,9,2012,ALL
455,12/1/2010,12,1,2010,ALL
456,9/4/2010,9,4,2010,ALL
457,23/9/2012,23,9,2012,ALL
458,8/9/2010,8,9,2010,ALL
459,25/11/2015,25,11,2015,ALL
460,23/9/2012,23,9,2012,ALL
461,20/4/2013,20,4,2013,ALL
462,8/1/2018,8,1,2018,ALL
463,9/4/2019,9,4,2019,ALL
464,20/10/2010,20,10,2010,ALL
465,15/2/2011,15,2,2011,ALL
466,16/11/2013,16,11,2013,ALL
467,4/4/2010,4,4,2010,ALL
468,19/6/2017,19,6,2017,ALL
469,27/1/2019,27,1,2019,ALL
470,26/2/2013,26,2,2013,ALL
471,6/3/2011,6,3,2011,ALL
472,10/6/2018,10,6,2018,ALL
473,18/8/2015,18,8,2015,ALL
474,24/6/2010,24,6,2010,ALL
475,12/11/2016,12,11,2016,ALL
476,14/6/2019,14,6,2019,ALL
477,7/9/2018,7,9,2018,ALL
478,20/7/2013,20,7,2013,ALL
479,18/8/2013,18,8,2013,ALL
480,18/6/2018,18,6,2018,ALL
481,6/8/2015,6,8,2015,ALL
482,17/3/2019,17,3,2019,ALL
483,5/4/2016,5,4,2016,ALL
484,14/2/2019,14,2,2019,ALL
485,17/7/2015,17,7,2015,ALL
486,25/4/2014,25,4,2014,ALL
487,9/7/2012,9,7,2012,ALL
488,13/8/2011,13,8,2011,ALL
489,1/2/2014,1,2,2014,ALL
490,9/5/2019,9,5,2019,ALL
491,26/9/2019,26,9,2019,ALL
492,4/2/2016,4,2,2016,ALL
493,3/9/2012,3,9,2012,ALL
494,20/10/2018,20,10,2018,ALL
495,21/4/2010,21,4,2010,ALL
496,8/1/2017,8,1,2017,ALL
497,1/7/2011,1,7,2011,ALL
498,10/9/2012,10,9,2012,ALL
499,11/11/2017,11,11,2017,ALL
500,21/3/2012,21,3,2012,ALL
501,21/4/2019,21,4,2019,ALL
502,7/9/2018,7,9,2018,ALL
503,16/2/2012,16,2,2012,ALL
504,4/11/2015,4,11,2015,ALL
505,27/10/2011,27,10,2011,ALL
506,26/5/2014,26,5,2014,ALL
507,1/2/2011,1,2,2011,ALL
508,18/9/2018,18,9,2018,ALL
509,9/4/2018,9,4,2018,ALL
510,24/8/2012,24,8,2012,ALL
511,25/2/2016,25,2,2016,ALL
512,2/4/2013,2,4,2013,ALL
513,12/4/2013,12,4,2013,ALL
514,27/4/2018,27,4,2018,ALL
515,5/6/2019,5,6,2019,ALL
516,25/2/2013,25,2,2013,ALL
517,17/3/2018,17,3,2018,ALL
518,18/8/2016,18,8,2016,ALL
519,13/3/2017,13,3,2017,ALL
520,24/3/2011,24,3,2011,ALL
521,26/1/2010,26,1,2010,ALL
522,14/8/2010,14,8,2010,ALL
523,27/10/2013,27,10,2013,ALL
524,15/7/2018,15,7,2018,ALL
525,24/11/2019,24,11,2019,ALL
526,4/5/2010,4,5,2010,ALL
527,2/4/2011,2,4,2011,ALL
528,25/3/2012,25,3,2012,ALL
529,16/3/2012,16,3,2012,ALL
530,2/1/2013,2,1,2013,ALL
531,24/2/2016,24,2,2016,ALL
532,23/9/2016,23,9,2016,ALL
533,23/7/2018,23,7,2018,ALL
534,16/8/2014,16,8,2014,ALL
535,27/10/2014,27,10,2014,ALL
536,8/1/2017,8,1,2017,ALL
537,2/4/2012,2,4,2012,ALL
538,4/1/2012,4,1,2012,ALL
539,3/10/2015,3,10,2015,ALL
540,25/7/2010,25,7,2010,ALL
541,3/10/2016,3,10,2016,ALL
542,18/10/2013,18,10,2013,ALL
543,1/11/2014,1,11,2014,ALL
544,1/9/2018,1,9,2018,ALL
545,22/10/2014,22,10,2014,ALL
546,27/8/2017,27,8,2017,ALL
547,3/2/2015,3,2,2015,ALL
548,9/6/2010,9,6,2010,ALL
549,6/4/2019,6,4,2019,ALL
550,23/7/2013,23,7,2013,ALL
551,6/7/2017,6,7,2017,ALL
552,19/10/2014,19,10,2014,ALL
553,17/6/2015,17,6,2015,ALL
554,7/1/2018,7,1,2018,ALL
555,23/2/2017,23,2,2017,ALL
556,16/6/2011,16,6,2011,ALL
557,22/1/2014,22,1,2014,ALL
558,16/7/2019,16,7,2019,ALL
559,24/7/2019,24,7,2019,ALL
560,15/2/2014,15,2,2014,ALL
561,6/3/2017,6,3,2017,ALL
562,4/10/2013,4,10,2013,ALL
563,24/6/2018,24,6,2018,ALL
564,15/6/2016,15,6,2016,ALL
565,26/6/2014,26,6,2014,ALL
566,22/9/2015,22,9,2015,ALL
567,22/7/2016,22,7,2016,ALL
568,8/8/2010,8,8,2010,ALL
569,6/4/2011,6,4,2011,ALL
570,22/5/2010,22,5,2010,ALL
571,9/11/2016,9,11,2016,ALL
572,15/9/2016,15,9,2016,ALL
573,9/11/2014,9,11,2014,ALL
574,24/8/2014,24,8,2014,ALL
575,1/1/2017,1,1,2017,ALL
576,22/4/2012,22,4,2012,ALL
577,11/9/2010,11,9,2010,ALL
578,24/7/2019,24,7,2019,ALL
579,8/7/2012,8,7,2012,ALL
580,15/4/2015,15,4,2015,ALL
581,23/5/2019,23,5,2019,ALL
582,27/5/2013,27,5,2013,ALL
583,22/10/2018,22,10,2018,ALL
584,26/3/2018,26,3,2018,ALL
585,25/9/2019,25,9,2019,ALL
586,11/10/2018,11,10,2018,ALL
587,21/7/2010,21,7,2010,ALL
588,4/3/2013,4,3,2013,ALL
589,4/7/2015,4,7,2015,ALL
590,20/7/2013,20,7,2013,ALL
591,25/1/2018,25,1,2018,ALL
592,17/11/2019,17,11,2019,ALL
593,13/1/2012,13,1,2012,ALL
594,4/10/2019,4,10,2019,ALL
595,13/7/2015,13,7,2015,ALL
596,5/1/2014,5,1,2014,ALL
597,13/5/2015,13,5,2015,ALL
598,12/1/2012,12,1,2012,ALL
599,5/7/2012,5,7,2012,ALL
600,12/11/2012,12,11,2012,ALL
601,4/9/2017,4,9,2017,ALL
602,9/9/2010,9,9,2010,ALL
603,8/1/2012,8,1,2012,ALL
604,21/1/2012,21,1,2012,ALL
605,27/6/2011,27,6,2011,ALL
606,12/5/2019,12,5,2019,ALL
607,18/3/2011,18,3,2011,ALL
608,25/1/2014,25,1,2014,ALL
609,18/8/2015,18,8,2015,ALL
610,5/11/2018,5,11,2018,ALL
611,17/6/2013,17,6,2013,ALL
612,6/4/2012,6,4,2012,ALL
613,2/9/2010,2,9,2010,ALL
614,26/2/2011,26,2,2011,ALL
615,18/5/2019,18,5,2019,ALL
616,8/11/2016,8,11,2016,ALL
617,25/5/2017,25,5,2017,ALL
618,22/10/2019,22,10,2019,ALL
619,14/5/2012,14,5,2012,ALL
620,13/1/2018,13,1,2018,ALL
621,15/10/2014,15,10,2014,ALL
622,10/5/2016,10,5,2016,ALL
623,16/7/2017,16,7,2017,ALL
624,21/11/2015,21,11,2015,ALL
625,9/4/2017,9,4,2017,ALL
626,1/2/2012,1,2,2012,ALL
627,22/9/2010,22,9,2010,ALL
628,11/11/2014,11,11,2014,ALL
629,10/10/2015,10,10,2015,ALL
630,25/9/2010,25,9,2010,ALL
631,3/5/2012,3,5,2012,ALL
632,10/4/2010,10,4,2010,ALL
633,14/1/2011,14,1,2011,ALL
634,13/8/2017,13,8,2017,ALL
635,7/6/2016,7,6,2016,ALL
636,13/5/2019,13,5,2019,ALL
637,7/6/2018,7,6,2018,ALL
638,12/5/2011,12,5,2011,ALL
639,24/4/2019,24,4,2019,ALL
640,21/10/2011,21,10,2011,ALL
641,26/2/2013,26,2,2013,ALL
642,2/10/2017,2,10,2017,ALL
643,11/9/2011,11,9,2011,ALL
644,25/8/2014,25,8,2014,ALL
645,14/5/2010,14,5,2010,ALL
646,27/3/2019,27,3,2019,ALL
647,26/2/2017,26,2,2017,ALL
648,19/4/2015,19,4,2015,ALL
649,17/2/2019,17,2,2019,ALL
650,19/11/2016,19,11,2016,ALL
651,20/4/2019,20,4,2019,ALL
652,6/6/2017,6,6,2017,ALL
653,17/7/2016,17,7,2016,ALL
654,10/10/2013,10,10,2013,ALL
655,8/9/2017,8,9,2017,ALL
656,22/10/2010,22,10,2010,ALL
657,22/7/2013,22,7,2013,ALL
658,24/9/2012,24,9,2012,ALL
659,5/1/2014,5,1,2014,ALL
660,3/8/2011,3,8,2011,ALL
661,2/2/2015,2,2,2015,ALL
662,6/3/2018,6,3,2018,ALL
663,13/7/2013,13,7,2013,ALL
664,23/9/2014,23,9,2014,ALL
665,27/6/2010,27,6,2010,ALL
666,6/3/2013,6,3,2013,ALL
667,21/5/2014,21,5,2014,ALL
668,9/4/2012,9,4,2012,ALL
669,23/9/2019,23,9,2019,ALL
670,21/9/2019,21,9,2019,ALL
671,9/3/2018,9,3,2018,ALL
672,2/9/2018,2,9,2018,ALL
673,21/8/2013,21,8,2013,ALL
674,22/10/2011,22,10,2011,ALL
675,20/4/2011,20,4,2011,ALL
676,26/7/2013,26,7,2013,ALL
677,23/6/2013,23,6,2013,ALL
678,18/5/2012,18,5,2012,ALL
679,25/11/2016,25,11,2016,ALL
680,18/11/2012,18,11,2012,ALL
681,15/10/2018,15,10,2018,ALL
682,21/11/2019,21,11,2019,ALL
683,15/6/2010,15,6,2010,ALL
684,6/7/2019,6,7,2019,ALL
685,2/7/2014,2,7,2014,ALL
686,19/8/2019,19,8,2019,ALL
687,26/10/2013,26,10,2013,ALL
688,19/2/2019,19,2,2019,ALL
689,24/11/2010,24,11,2010,ALL
690,13/3/2010,13,3,2010,ALL
691,27/9/2015,27,9,2015,ALL
692,23/4/2014,23,4,2014,ALL
693,13/9/2012,13,9,2012,ALL
694,21/11/2016,21,11,2016,ALL
695,9/3/2017,9,3,2017,ALL
696,24/6/2016,24,6,2016,ALL
697,9/1/2016,9,1,2016,ALL
