sale_id,location_id,product_id,date_id,sales
112,4469,1500,112,9804
113,5461,5042,113,1447
114,1848,9768,114,2333
115,1082,9963,115,9269
116,6967,5467,116,6705
117,7934,7046,117,3672
118,2210,4100,118,1612
119,8,2490,119,5296
120,7619,651,120,23
121,1670,8587,121,845
122,5235,6615,122,6539
123,7380,7646,123,4122
124,3444,8899,124,3910
125,1490,8456,125,7350
126,1375,4352,126,595
127,369,2580,127,2214
128,5889,7985,128,6449
129,9356,6371,129,614
130,5655,2979,130,8367
131,3992,8236,131,6678
132,5741,6211,132,8860
133,9561,4197,133,2041
134,2382,4048,134,4696
135,759,7362,135,1195
136,3641,566,136,8861
137,5777,5890,137,3269
138,6499,7065,138,1652
139,4671,3784,139,9586
140,3097,2962,140,3277
141,8733,4979,141,9557
142,2324,960,142,7133
143,8530,3839,143,4805
144,8427,4689,144,1084
145,4531,6297,145,254
146,8594,2835,146,5682
147,4591,7286,147,5288
148,7948,3380,148,266
149,3678,4791,149,7294
150,705,5624,150,1735
151,2338,9401,151,6261
152,8212,4372,152,79
153,1703,9077,153,9065
154,3912,1248,154,5676
155,3690,6848,155,744
156,6972,8575,156,4101
157,2358,9128,157,4499
158,4544,9333,158,1174
159,2363,1473,159,2833
160,439,5359,160,4646
161,4009,95,161,698
162,1322,9134,162,8993
163,8103,6552,163,9606
164,9102,5358,164,3908
165,8792,7096,165,9509
166,9738,9635,166,5392
167,6901,710,167,9041
168,5672,4163,168,2967
169,5906,6005,169,9269
170,7796,944,170,2567
171,6654,6039,171,1838
172,5311,389,172,4156
173,5649,601,173,4308
174,4173,9648,174,3517
175,1839,7486,175,5345
176,9028,2632,176,1225
177,7852,2796,177,9469
178,9557,3580,178,5155
179,6156,906,179,1013
180,4949,5502,180,6457
181,6511,3493,181,8738
182,3378,6372,182,9633
183,6458,5545,183,2573
184,7710,3832,184,3562
185,1834,6048,185,7409
186,692,2159,186,6184
187,2179,1818,187,6797
188,2108,7881,188,1693
189,8788,9242,189,4960
190,8684,5095,190,4563
191,7776,6554,191,5779
192,4224,9080,192,2599
193,7511,398,193,2183
194,8248,6853,194,8016
195,6604,2046,195,756
196,1696,6716,196,3441
197,8890,3331,197,5993
198,5624,8485,198,9148
199,9557,6644,199,6530
200,6522,3530,200,4125
201,8822,2223,201,735
202,781,4811,202,3963
203,747,1732,203,2654
204,2903,9750,204,7324
205,8587,7204,205,4663
206,4964,888,206,7388
207,2599,1263,207,389
208,950,4289,208,6091
209,5089,1520,209,2799
210,1079,9059,210,4096
211,3001,4340,211,8718
212,6437,8635,212,7916
213,1154,8492,213,1326
214,5989,5515,214,9787
215,583,8505,215,3447
216,330,2798,216,1104
217,2672,1603,217,8488
218,79,4218,218,506
219,3586,1318,219,9191
220,1257,8720,220,2850
221,4869,5566,221,2372
222,7875,9364,222,4237
223,1372,1955,223,5507
224,8424,1806,224,9547
225,7242,9051,225,9476
226,7136,554,226,1639
227,3088,4124,227,3589
228,4538,2229,228,8938
229,2450,8755,229,8417
230,1110,5014,230,2063
231,5097,7325,231,4390
232,2071,4276,232,5361
233,4680,554,233,8665
234,933,1739,234,1796
235,1817,5352,235,2989
236,6864,9603,236,1634
237,2610,1740,237,7974
238,7538,7596,238,7586
239,6148,7727,239,8738
240,460,4441,240,1592
241,9970,7079,241,3924
242,6184,2572,242,9029
243,9244,9321,243,7522
244,8637,6137,244,5829
245,9403,2991,245,5277
246,677,4058,246,343
247,400,115,247,7633
248,9481,3067,248,7767
249,6821,1524,249,3094
250,7472,4844,250,8963
251,7413,1894,251,7037
252,7706,7606,252,4916
253,4363,528,253,7669
254,2408,2469,254,8246
255,2228,1704,255,1203
256,5735,6004,256,8595
257,7148,6973,257,5289
258,6165,7721,258,3717
259,2541,3765,259,7274
260,4942,5332,260,7700
261,6430,2893,261,307
262,1512,7029,262,7283
263,6423,2721,263,2308
264,3989,4381,264,3227
265,4989,12,265,2491
266,3962,4482,266,595
267,5433,7590,267,2453
268,9412,99,268,8480
269,3197,7737,269,7441
270,8223,9834,270,5014
271,4140,2478,271,277
272,1871,8234,272,7104
273,9048,6767,273,1208
274,7946,820,274,8625
275,2729,834,275,8484
276,7861,6511,276,6110
277,4484,5829,277,6738
278,9112,1071,278,2549
279,9372,9805,279,9993
280,2678,3916,280,914
281,2946,7002,281,5565
282,388,497,282,9076
283,1940,7857,283,66
284,4918,1498,284,1808
285,3821,4907,285,9927
286,3735,4205,286,7606
287,8813,5955,287,5519
288,4364,8922,288,1515
289,1539,7999,289,4978
290,5892,3523,290,5939
291,3419,2573,291,657
292,6992,3759,292,1948
293,8304,2418,293,5719
294,5377,9406,294,4738
295,2925,7421,295,8541
296,7794,9342,296,1976
297,2010,249,297,2664
298,3298,9011,298,1679
299,4496,5481,299,7259
300,1338,8086,300,7959
301,2095,4827,301,2542
302,7490,6049,302,9089
303,4309,2586,303,9332
304,9625,8595,304,5007
305,5278,2872,305,2153
306,8086,5437,306,3019
307,852,1713,307,9046
308,1035,6344,308,2456
309,2350,4213,309,8893
310,9918,7895,310,94
311,1421,3684,311,528
312,688,5830,312,7463
313,1338,9662,313,56
314,3016,9510,314,3914
315,6527,9347,315,3046
316,7487,2920,316,8549
317,8182,7175,317,4455
318,2192,5920,318,7652
319,3945,9880,319,1167
320,4347,5718,320,1356
321,4454,9464,321,2372
322,8338,2420,322,4300
323,6009,9641,323,7383
324,3600,1726,324,7778
325,678,2018,325,625
326,8749,2002,326,9056
327,5337,5315,327,1654
328,9481,7686,328,8915
329,4332,5247,329,2444
330,701,9213,330,8012
331,808,4024,331,5950
332,6272,2183,332,3271
333,5079,2757,333,87
334,8726,1647,334,1519
335,7215,6893,335,4744
336,8285,1776,336,3592
337,8579,1603,337,2504
338,1492,3475,338,26
339,5620,7989,339,9382
340,8423,8710,340,253
341,349,2377,341,2227
342,481,600,342,9224
343,9227,5686,343,8556
344,1271,4210,344,9744
345,9599,9940,345,8531
346,2056,3607,346,4930
347,3733,3117,347,9884
348,9228,6952,348,7396
349,6383,7770,349,4029
350,999,4654,350,2877
351,9523,564,351,2959
352,8859,6501,352,8832
353,6155,1425,353,437
354,5510,3782,354,7586
355,9474,8806,355,9080
356,694,1394,356,5345
357,9801,6095,357,7733
358,2012,4136,358,3521
359,5108,6172,359,1052
360,7361,2252,360,9922
361,2885,7255,361,5432
362,7805,1405,362,8524
363,1478,2941,363,4743
364,9005,2561,364,3473
365,6087,2382,365,7722
366,5897,789,366,3527
367,6612,9513,367,3511
368,3728,6427,368,6900
369,2414,9998,369,9907
370,5175,3103,370,4546
371,2340,6644,371,9367
372,9123,6270,372,2662
373,5923,4140,373,6696
374,1548,4856,374,9320
375,4954,5313,375,1417
376,9385,7904,376,2702
377,1860,888,377,8849
378,4815,6487,378,3097
379,7414,9575,379,8761
380,9971,2970,380,3869
381,7271,4715,381,3555
382,1268,8473,382,6807
383,4534,9042,383,2515
384,9769,4508,384,7428
385,5466,1749,385,5396
386,8189,8684,386,8297
387,9744,4800,387,1927
388,6210,4405,388,9575
389,9303,9692,389,8486
390,7744,3159,390,105
391,9442,6024,391,7661
392,9435,8500,392,9793
393,8974,3639,393,650
394,187,9401,394,2693
395,4224,3053,395,3076
396,2692,8065,396,6419
397,485,6526,397,1255
398,4561,7834,398,3357
399,7952,4435,399,9316
400,1759,2021,400,6997
401,807,5668,401,1640
402,8850,3284,402,6006
403,953,5044,403,1902
404,6970,9746,404,1753
405,111,1753,405,8742
406,4066,9427,406,6695
407,140,4358,407,2969
408,2013,9295,408,7247
409,5069,4225,409,7301
410,624,6024,410,6925
411,2244,1282,411,2941
412,3822,4863,412,1899
413,1702,7890,413,9665
414,1190,3731,414,6384
415,8465,3414,415,8462
416,6110,6893,416,9750
417,1616,3527,417,4111
418,3410,5175,418,9853
419,7395,9936,419,7684
420,510,7341,420,4923
421,3200,234,421,8294
422,6943,1927,422,1078
423,3723,9171,423,5658
424,6851,8104,424,6519
425,2891,231,425,1659
426,8722,6371,426,2285
427,5566,4417,427,9585
428,8467,2939,428,1838
429,259,7395,429,9531
430,8327,1144,430,1592
431,8020,8595,431,8884
432,7721,7556,432,4198
433,6590,6225,433,9182
434,1191,8518,434,8878
435,4503,9961,435,8600
436,9827,4288,436,2189
437,7703,5906,437,7941
438,7668,3148,438,4810
439,9779,2253,439,937
440,1810,5327,440,142
441,5923,3529,441,7041
442,5783,119,442,153
443,8524,3913,443,9907
444,248,3107,444,1996
445,1142,8449,445,3202
446,2080,997,446,9368
447,5724,1389,447,1823
448,1434,7204,448,5907
449,9431,4503,449,2756
450,5983,5337,450,588
451,424,4211,451,5851
452,1799,913,452,7078
453,9333,5644,453,6832
454,8853,9037,454,603
455,6731,9105,455,2944
456,518,3591,456,9085
457,6351,8558,457,4232
458,9899,7508,458,8141
459,2816,2529,459,5710
460,5119,3350,460,4967
461,8818,8051,461,209
462,4677,6377,462,6284
463,8423,997,463,1295
464,7081,3232,464,7436
465,2471,9484,465,5056
466,2510,6122,466,2947
467,1892,9049,467,8304
468,1625,7317,468,450
469,9180,5093,469,8439
470,4118,9669,470,3381
471,1927,8188,471,954
472,6832,2736,472,585
473,3575,3007,473,4274
474,295,5811,474,1107
475,9740,7751,475,3540
476,1253,8240,476,26
477,5052,9657,477,8664
478,9291,5535,478,7851
479,9093,9373,479,5493
480,3176,9045,480,7866
481,2744,6507,481,8170
482,8128,6325,482,7852
483,6382,520,483,3385
484,9880,1130,484,3580
485,1767,54,485,2187
486,7624,1204,486,4536
487,7460,1058,487,8202
488,1742,8978,488,7445
489,4068,4324,489,8263
490,1231,7305,490,4629
491,9527,6107,491,9716
492,1599,5658,492,7053
493,5651,6336,493,3119
494,1130,7164,494,9275
495,9249,8625,495,5457
496,9424,2260,496,8682
497,4267,5077,497,9920
498,3813,9339,498,8707
499,2787,4298,499,7581
500,7242,6743,500,9982
501,4371,7307,501,742
502,6324,5634,502,8804
503,7982,116,503,1652
504,6185,9053,504,8983
505,9188,8831,505,6180
506,3810,9267,506,9428
507,6695,2566,507,3098
508,6582,5719,508,7705
509,4006,8225,509,8510
510,5660,6196,510,6557
511,5110,2638,511,2703
512,557,6622,512,9668
513,6370,8863,513,2457
514,328,5095,514,6370
515,5086,9242,515,7958
516,1978,93,516,2932
517,7040,325,517,8034
518,6963,6209,518,3072
519,9074,8980,519,8502
520,3,5384,520,2871
521,4353,1793,521,797
522,8510,7155,522,8616
523,612,473,523,9636
524,3948,1623,524,6838
525,2238,3457,525,1720
526,1806,577,526,4608
527,1735,9469,527,7371
528,210,3020,528,2283
529,228,9444,529,1920
530,496,9380,530,100
531,9067,2398,531,7714
532,3910,8632,532,7070
533,3491,5128,533,8002
534,7130,7407,534,8797
535,4498,3244,535,6740
536,4975,8568,536,6412
537,9154,36,537,9603
538,9189,7167,538,3980
539,5506,2429,539,2050
540,9620,1043,540,1929
541,5079,7397,541,4310
542,8542,2061,542,6487
543,1430,8975,543,7634
544,4041,6848,544,3093
545,7467,948,545,1166
546,5191,4634,546,394
547,4875,2419,547,5572
548,7310,8852,548,5314
549,494,7371,549,5492
550,5752,3807,550,6018
551,9637,6372,551,2019
552,9531,7504,552,5381
553,9600,6694,553,383
554,400,9819,554,8004
555,4929,8018,555,5966
556,8286,1632,556,5839
557,4092,9835,557,1323
558,4011,7452,558,4686
559,1934,2313,559,7082
560,5797,6958,560,761
561,2955,5042,561,9212
562,6550,721,562,5293
563,4860,8554,563,2982
564,8852,7788,564,6073
565,6240,4536,565,7850
566,5069,6953,566,9822
567,6280,2558,567,855
568,1915,6262,568,5290
569,2671,9745,569,4141
570,6104,1990,570,2072
571,5637,2862,571,6736
572,9099,7590,572,1979
573,7154,3238,573,7645
574,644,7215,574,8081
575,4300,345,575,4409
576,3751,1462,576,6138
577,597,8779,577,6451
578,7054,7274,578,4749
579,2692,6973,579,8704
580,6961,3391,580,5710
581,8039,697,581,9904
582,3696,9792,582,4291
583,7881,6059,583,9566
584,2501,7651,584,2676
585,7890,2369,585,1289
586,8409,5760,586,7949
587,7882,3592,587,7155
588,7983,3428,588,5003
589,7557,1410,589,3879
590,8097,8678,590,6526
591,3431,9587,591,4368
592,592,7764,592,9599
593,4292,499,593,6635
594,278,8469,594,272
595,6724,4050,595,7849
596,7641,6216,596,3730
597,5025,1800,597,7034
598,9783,761,598,7430
599,3000,1465,599,914
600,4215,3418,600,1151
601,2339,7054,601,3837
602,1733,5038,602,7211
603,6809,9302,603,9567
604,3199,7698,604,6077
605,7472,1522,605,4152
606,6814,3089,606,756
607,5438,6717,607,3695
608,9161,8239,608,5795
609,7454,5804,609,2883
610,6867,7154,610,6815
611,7291,79,611,2757
612,5935,6099,612,1897
613,9825,2693,613,7377
614,5001,8073,614,8052
615,1714,9453,615,2586
616,6767,6397,616,6496
617,7368,7147,617,1184
618,8916,2546,618,571
619,7771,9940,619,8811
620,6926,4640,620,7449
621,6108,9618,621,7300
622,800,8278,622,8684
623,3326,1262,623,5014
624,2084,6581,624,9961
625,3591,988,625,2013
626,1788,6500,626,459
627,4219,359,627,8162
628,6398,5425,628,5435
629,9927,8603,629,5984
630,3089,1115,630,2955
631,8765,2849,631,6071
632,7961,6048,632,4041
633,8837,1164,633,8768
634,8243,8916,634,6864
635,5504,5741,635,1978
636,3094,7746,636,7483
637,5738,3943,637,4018
638,6503,4256,638,520
639,89,4796,639,6911
640,9674,3348,640,7056
641,7245,9686,641,305
642,82,8506,642,6485
643,224,8727,643,2586
644,8389,1215,644,4543
645,9295,1436,645,7154
646,8996,7892,646,9755
647,6274,5489,647,1396
648,5517,689,648,293
649,9243,9517,649,6025
650,4275,5737,650,4932
651,523,5320,651,7972
652,8375,2863,652,1589
653,4420,7987,653,2421
654,7302,7138,654,7716
655,3353,2363,655,3568
656,6997,7652,656,4733
657,3901,9245,657,5848
658,579,8884,658,621
659,1767,7588,659,953
660,9898,3058,660,2933
661,5373,5088,661,9114
662,3698,6949,662,4341
663,6489,4639,663,4874
664,8843,8358,664,8395
665,1933,7965,665,941
666,6317,5166,666,1451
667,5884,3816,667,6705
668,6533,5308,668,4365
669,5464,7248,669,9688
670,215,6456,670,8668
671,4822,4774,671,9339
672,5552,1914,672,7807
673,5292,5974,673,8597
674,647,7649,674,1965
675,5632,3161,675,8312
676,668,443,676,7503
677,7039,9147,677,1613
678,6786,1906,678,2606
679,3047,9886,679,6282
680,3886,8493,680,7608
681,2054,40,681,4140
682,8966,9671,682,6788
683,3403,5527,683,774
684,1067,141,684,7944
685,4965,7247,685,4654
686,7710,7085,686,1714
687,1443,6050,687,6131
688,8646,535,688,432
689,3552,9365,689,1477
690,2386,4638,690,1370
691,2354,3328,691,842
692,8592,3809,692,1728
693,7345,6166,693,2876
694,3115,760,694,6566
695,4654,7327,695,608
696,440,2615,696,2484
697,7861,5772,697,6378
698,4341,1072,698,6957
699,67,4788,699,5900
700,9595,7261,700,773
701,5875,8409,701,5421
702,9126,6942,702,1000
703,6233,7604,703,3107
704,5097,6687,704,8086
705,6242,2231,705,4638
706,7220,9246,706,7037
707,5435,754,707,285
708,8017,9978,708,714
709,5400,9741,709,1828
710,1938,2709,710,5179
711,9592,8201,711,9335
712,1562,4532,712,8289
713,7372,8635,713,4474
714,5847,6849,714,6671
715,1482,3185,715,5510
716,8871,4543,716,5296
717,1631,4605,717,4063
718,6168,3569,718,6385
719,76,1562,719,4401
720,9460,2258,720,9909
721,9061,2672,721,4796
722,9947,8727,722,3730
723,9380,2630,723,3448
724,4040,2376,724,648
725,9488,2239,725,2051
726,6402,9183,726,8613
727,4480,3423,727,4151
728,3691,9603,728,4768
729,5702,1639,729,1379
730,7548,7759,730,579
731,5578,8497,731,2060
732,6458,6353,732,6706
733,1176,7588,733,5572
734,9606,26,734,9223
735,1749,3882,735,6804
736,6856,9864,736,2884
737,2728,4978,737,5163
738,5859,8728,738,1525
739,7223,9549,739,8983
740,2597,1971,740,5101
741,7143,201,741,8170
742,9741,5830,742,8208
743,6347,7421,743,2970
744,7196,2605,744,6321
745,7784,1915,745,6429
746,4698,3391,746,5497
747,4057,1201,747,3258
748,730,4228,748,1691
749,6826,144,749,9934
750,5486,9888,750,7461
751,902,6432,751,2845
752,1661,5585,752,5641
753,6144,1587,753,6645
754,357,7477,754,2796
755,7339,2527,755,8162
756,113,9628,756,388
757,6272,3385,757,5449
758,7939,6197,758,3103
759,6715,116,759,3130
760,3948,8710,760,3527
761,6983,2341,761,2288
762,3367,6969,762,8772
763,5047,3266,763,8923
764,4442,4298,764,3969
765,6055,8977,765,4781
766,9160,2452,766,1324
767,574,5416,767,2009
768,3935,8945,768,6648
769,3989,273,769,9044
770,3930,4120,770,6755
771,24,7383,771,9281
772,352,1480,772,4794
773,5711,6043,773,5491
774,3254,1455,774,9591
775,229,7028,775,4709
776,7368,3179,776,6505
777,7537,2473,777,7626
778,6125,7182,778,5523
779,5251,9119,779,1871
780,8429,3516,780,3124
781,143,8677,781,3228
782,8639,8548,782,3907
783,6181,3507,783,4789
784,4496,8400,784,2873
785,2849,7972,785,81
786,1121,5161,786,6353
787,6300,5339,787,8294
788,8080,6105,788,3002
789,2807,6921,789,3193
790,1531,190,790,2027
791,2692,8674,791,214
792,2940,3772,792,917
793,2680,5041,793,1563
794,5404,1168,794,3014
795,9027,4549,795,3170
796,717,417,796,1842
797,5224,2506,797,765
798,2141,5897,798,1074
799,7056,891,799,541
800,1029,758,800,4864
801,4784,5361,801,3244
802,3423,8632,802,4680
803,3703,5308,803,78
804,9321,9652,804,7423
805,470,2602,805,5620
806,1901,9950,806,7324
807,437,3053,807,2304
808,9803,9646,808,85
809,8802,8459,809,3904
810,2511,8803,810,4539
811,5036,8991,811,2493
812,1661,5262,812,167
813,7601,4647,813,69
814,3307,6358,814,8043
815,1750,4185,815,9921
816,9958,2436,816,7879
817,8849,3510,817,2416
818,1967,482,818,900
819,8050,5343,819,1079
820,2005,7360,820,6192
821,5020,1411,821,3640
822,3611,8441,822,6305
823,1668,1402,823,8008
824,295,4721,824,1398
825,1068,8701,825,8117
826,2827,4532,826,9603
827,5937,6903,827,7876
828,6458,4781,828,2079
829,1740,8275,829,3436
830,8096,2510,830,273
831,5700,2982,831,2331
832,9232,1884,832,801
833,6291,6113,833,6232
834,6280,401,834,9020
835,7492,4570,835,552
836,860,8481,836,3969
837,5344,4853,837,4869
838,5146,3572,838,9329
839,3856,6900,839,8993
840,7654,6693,840,5251
841,917,7400,841,2330
842,9581,1764,842,318
843,627,3397,843,1323
844,3103,3326,844,9277
845,4444,8231,845,2938
846,3352,5144,846,8884
847,65,2009,847,2100
848,6640,4293,848,3283
849,6084,9210,849,2665
850,5478,6360,850,2550
851,998,3792,851,7353
852,1323,4161,852,1659
853,2092,1914,853,7288
854,8635,8382,854,2296
855,7109,6885,855,3819
856,7496,6417,856,4923
857,9963,7865,857,3045
858,2224,2242,858,3812
859,2896,9755,859,9468
860,788,6171,860,911
861,2304,9360,861,6961
862,9689,1754,862,9223
863,1313,2540,863,653
864,4171,7011,864,6290
865,2779,5755,865,4358
866,1036,5041,866,2654
867,9315,5461,867,6379
868,4519,2389,868,3064
869,870,9678,869,895
870,9236,3593,870,8913
871,8335,9442,871,6766
872,4943,6232,872,2535
873,7599,9331,873,6965
874,3633,8717,874,9959
875,985,4777,875,9249
876,1397,4090,876,4798
877,5677,3066,877,9258
878,4607,1421,878,8631
879,3105,5960,879,5292
880,5098,6783,880,329
881,2921,5074,881,9001
882,2895,4093,882,4527
883,9884,2701,883,90
884,2767,4659,884,2087
885,6767,2092,885,7041
886,2707,3985,886,159
887,1718,9861,887,3274
888,8905,3123,888,5006
889,8768,1148,889,1326
890,671,9719,890,2382
891,1447,3903,891,6813
892,9598,3461,892,4152
893,8613,4748,893,7041
894,7891,6908,894,7022
895,9961,5351,895,6255
896,4184,8469,896,3361
897,1380,1213,897,1336
898,2736,6541,898,3625
899,6004,9222,899,7209
900,4412,9952,900,9084
901,5301,5493,901,7670
902,6711,1519,902,2068
903,5458,2830,903,9414
904,7443,9586,904,3404
905,7291,3360,905,5105
906,8989,7474,906,9927
907,528,1661,907,9682
908,8901,3358,908,5753
909,6306,3894,909,5843
910,9721,9725,910,1342
911,7699,4275,911,9711
912,1224,2906,912,5532
913,4257,5486,913,1119
914,9748,3116,914,5712
915,2450,9963,915,9418
916,5333,2376,916,6153
917,9103,6596,917,954
918,415,4235,918,443
919,4772,4084,919,3609
920,4549,3325,920,9748
921,726,6206,921,4477
922,2289,3251,922,8487
923,9409,3099,923,1827
924,7785,114,924,1646
925,6160,580,925,9567
926,2916,4956,926,8855
927,3825,7437,927,2637
928,1383,1350,928,5414
929,7375,1559,929,2780
930,2911,6380,930,1043
931,9896,103,931,493
932,3022,2621,932,3489
933,5639,1560,933,3168
934,2961,4176,934,3661
935,6815,8118,935,4016
936,3372,6940,936,2806
937,9806,8315,937,9800
938,1971,5142,938,3989
939,1688,4270,939,9001
940,6456,434,940,4828
941,6898,120,941,3366
942,1898,2284,942,6993
943,5167,9839,943,2998
944,1175,4892,944,7692
945,617,6057,945,3653
946,1692,3220,946,2035
947,9271,2181,947,4294
948,275,6727,948,3620
949,5410,4183,949,3834
950,7504,6465,950,6735
951,4429,2810,951,7425
952,4695,6831,952,2498
953,2919,3886,953,8476
954,6106,4601,954,1
955,9557,9418,955,8351
956,4194,6248,956,3802
957,8756,4322,957,5045
958,8146,9933,958,5176
959,9693,1623,959,2662
960,1495,899,960,4491
961,3377,2168,961,8834
962,7713,7641,962,240
963,7779,1210,963,1032
964,3507,8451,964,7451
965,8058,1153,965,5909
966,7652,44,966,1694
967,3679,338,967,7493
968,8563,1542,968,3632
969,7967,5309,969,5938
970,2700,4154,970,3271
971,975,458,971,3346
972,99,3148,972,2158
973,5673,7250,973,7518
974,7135,1377,974,3863
975,2594,9375,975,8574
976,1993,2932,976,1151
977,9952,2919,977,806
978,6777,4279,978,8982
979,611,5598,979,5219
980,7237,8718,980,7853
981,9241,3607,981,6432
982,3968,6637,982,3931
983,3297,771,983,8405
984,7797,4486,984,8329
985,6869,8773,985,2426
986,2807,5396,986,4002
987,7069,2373,987,5423
988,9332,7638,988,8945
989,7459,952,989,1647
990,3187,8709,990,8991
991,7610,7599,991,8362
992,4609,5202,992,1779
993,8074,8153,993,9404
994,5293,7321,994,7775
995,2075,5616,995,7253
996,6919,6061,996,7699
997,2211,9693,997,4196
998,4985,5664,998,5218
999,7037,5248,999,7944
1000,8516,7720,1000,7236
1001,2265,4436,1001,2390
1002,3566,3602,1002,387
1003,7578,3206,1003,9444
1004,4618,7113,1004,9282
1005,1044,6672,1005,9572
1006,3447,5664,1006,4042
1007,3859,9295,1007,3901
1008,9819,4719,1008,8434
1009,5090,8930,1009,7556
1010,6657,4475,1010,585
1011,3445,6935,1011,3785
1012,2423,1258,1012,9221
1013,8567,1197,1013,1595
1014,7142,816,1014,3607
1015,7221,9263,1015,3417
1016,6042,9415,1016,9376
1017,1715,7895,1017,6672
1018,6995,3094,1018,7525
1019,2469,9652,1019,8886
1020,7456,8070,1020,1324
1021,7818,8017,1021,1112
1022,4271,7063,1022,1619
1023,5024,3351,1023,1542
1024,9569,8841,1024,7967
1025,2864,454,1025,7250
1026,894,2946,1026,9930
1027,4530,2945,1027,2055
1028,6653,5257,1028,9227
1029,3079,3705,1029,3771
1030,3252,7015,1030,6288
1031,5933,9420,1031,71
1032,5544,9204,1032,5836
1033,9371,3626,1033,4956
1034,55,4919,1034,9632
1035,9297,1645,1035,5485
1036,7634,9867,1036,8496
1037,6707,8965,1037,1848
1038,43,9488,1038,9374
1039,2971,8123,1039,6414
1040,5165,2071,1040,9552
1041,5007,7838,1041,2587
1042,8484,5524,1042,3103
1043,5332,9645,1043,6771
1044,1642,1381,1044,3706
1045,1351,8208,1045,9340
1046,1805,9300,1046,7098
1047,6438,5314,1047,4532
1048,9440,3382,1048,2907
1049,4565,1030,1049,9027
1050,2412,5821,1050,7484
1051,9430,1296,1051,8730
1052,7139,6871,1052,3685
1053,9226,2892,1053,6903
1054,8487,1046,1054,9580
1055,8565,1260,1055,8210
1056,7754,8653,1056,7097
1057,6246,1510,1057,2956
1058,4005,8673,1058,1053
1059,7399,2999,1059,2251
1060,7720,6974,1060,6603
1061,3725,9411,1061,4734
1062,6264,3690,1062,3829
1063,8117,2433,1063,9503
1064,6059,5869,1064,6537
1065,4675,5602,1065,7795
1066,1778,3822,1066,8964
1067,5248,3497,1067,2029
1068,4131,7791,1068,9937
1069,2607,5733,1069,7601
1070,4958,5252,1070,9177
1071,1103,4893,1071,4793
1072,6397,5059,1072,3724
1073,7858,3137,1073,9378
1074,4034,5086,1074,4400
1075,8865,3202,1075,4034
1076,4878,5089,1076,5670
1077,5206,6823,1077,8185
1078,3398,1280,1078,4601
1079,3869,5746,1079,8415
1080,7153,9463,1080,7304
1081,8889,9560,1081,252
1082,1138,5182,1082,3792
1083,2025,3084,1083,921
