product_id,name,price,subcategory,category
75,product81,264.57,subcategory2,category5
76,product18,250.89,subcategory2,category10
77,product11,303.06,subcategory4,category3
78,product30,184.53,subcategory3,category10
79,product87,211.32,subcategory2,category10
80,product42,195.55,subcategory4,category1
81,product18,90.92,subcategory5,category9
82,product78,338.66,subcategory1,category1
83,product67,147.2,subcategory4,category3
84,product10,239.83,subcategory4,category6
85,product56,287.6,subcategory1,category6
86,product64,169.63,subcategory1,category2
87,product23,200.26,subcategory4,category4
88,product27,405.05,subcategory3,category3
89,product48,73.71,subcategory5,category4
90,product78,159.47,subcategory1,category5
91,product26,19.41,subcategory3,category3
92,product17,100.8,subcategory4,category8
93,product75,202.36,subcategory5,category2
94,product17,265.43,subcategory5,category8
95,product31,294.89,subcategory1,category3
96,product11,10.68,subcategory1,category2
97,product18,123.57,subcategory2,category6
98,product60,185.45,subcategory1,category9
99,product8,250.17,subcategory1,category10
100,product33,296.21,subcategory4,category1
101,product17,238.58,subcategory1,category2
102,product89,109.65,subcategory3,category6
103,product21,253.9,subcategory3,category4
104,product68,155.66,subcategory5,category5
105,product94,397.2,subcategory3,category4
106,product62,260.72,subcategory2,category9
107,product13,467.84,subcategory3,category7
108,product77,122.19,subcategory3,category2
109,product65,199.05,subcategory4,category4
110,product37,299.84,subcategory2,category2
111,product8,183.29,subcategory5,category1
112,product75,260.75,subcategory2,category10
113,product98,162.62,subcategory3,category5
114,product43,81.99,subcategory2,category3
115,product75,29.71,subcategory5,category1
116,product70,204.9,subcategory1,category3
117,product96,72.5,subcategory1,category4
118,product25,61.46,subcategory4,category6
119,product92,167.35,subcategory5,category4
120,product59,190.97,subcategory2,category4
121,product5,180.88,subcategory1,category5
122,product23,297.56,subcategory5,category6
123,product86,167.82,subcategory2,category1
124,product27,278.35,subcategory2,category4
125,product35,24.34,subcategory2,category8
126,product88,1.6,subcategory3,category9
127,product67,225.02,subcategory3,category1
128,product19,92.09,subcategory1,category9
129,product89,202.72,subcategory1,category2
130,product11,142.89,subcategory1,category4
131,product70,94.01,subcategory5,category7
132,product69,221.42,subcategory4,category10
133,product15,134.92,subcategory3,category8
134,product95,275.84,subcategory3,category10
135,product75,231.08,subcategory1,category10
136,product98,128.24,subcategory2,category10
137,product70,175.26,subcategory2,category3
138,product8,153.44,subcategory1,category2
139,product71,481.04,subcategory1,category6
140,product13,4.74,subcategory2,category4
141,product33,156.23,subcategory3,category4
142,product85,159.22,subcategory1,category5
143,product43,399.5,subcategory5,category2
144,product22,134.4,subcategory2,category5
145,product54,242.95,subcategory2,category7
146,product92,238.6,subcategory2,category1
147,product7,264.03,subcategory2,category8
148,product29,23.64,subcategory5,category10
149,product6,263.42,subcategory1,category3
150,product72,240.1,subcategory2,category7
151,product52,118.82,subcategory2,category1
152,product96,256.8,subcategory1,category5
153,product53,150.15,subcategory4,category8
154,product92,201.97,subcategory5,category10
155,product35,358.57,subcategory1,category9
156,product74,296.54,subcategory4,category2
157,product11,14.28,subcategory2,category9
158,product97,3.09,subcategory3,category5
159,product53,252.98,subcategory5,category1
160,product32,151.3,subcategory1,category7
161,product70,248.54,subcategory4,category1
162,product28,240.18,subcategory3,category7
163,product74,129.54,subcategory2,category10
164,product86,137.28,subcategory5,category10
165,product1,218.96,subcategory5,category3
166,product12,252.71,subcategory5,category4
167,product73,171.58,subcategory3,category5
168,product30,114.98,subcategory3,category10
169,product51,133.07,subcategory2,category2
170,product65,291.99,subcategory3,category3
171,product9,313.72,subcategory5,category2
172,product86,76.98,subcategory5,category5
173,product99,275.24,subcategory5,category5
174,product100,277.74,subcategory2,category8
175,product15,253.71,subcategory1,category5
176,product66,208.26,subcategory4,category8
177,product90,37.91,subcategory5,category8
178,product83,120.25,subcategory5,category8
179,product50,143.7,subcategory4,category1
180,product22,228.32,subcategory3,category6
181,product57,141.55,subcategory2,category9
182,product5,190.2,subcategory3,category8
183,product50,49.35,subcategory3,category2
184,product96,72.6,subcategory3,category10
185,product98,133.79,subcategory5,category9
186,product75,292.76,subcategory5,category10
187,product96,297.44,subcategory5,category9
188,product89,286.99,subcategory2,category3
189,product14,294.97,subcategory3,category6
190,product30,13.28,subcategory2,category5
191,product60,261.58,subcategory4,category5
192,product39,84.77,subcategory2,category2
193,product44,478.96,subcategory4,category1
194,product25,142.75,subcategory1,category7
195,product84,358.17,subcategory5,category6
196,product33,299.37,subcategory2,category3
197,product74,237.37,subcategory4,category7
198,product43,248.02,subcategory1,category10
199,product93,173.45,subcategory1,category3
200,product98,3.92,subcategory4,category4
201,product31,79.39,subcategory5,category6
202,product32,283.05,subcategory5,category1
203,product76,25.28,subcategory2,category9
204,product85,192.64,subcategory1,category6
205,product80,71.57,subcategory5,category2
206,product72,461.6,subcategory3,category9
207,product85,273.85,subcategory5,category3
208,product59,206.71,subcategory4,category9
209,product75,71.67,subcategory1,category7
210,product17,145.83,subcategory2,category9
211,product36,9.29,subcategory3,category5
212,product64,131.19,subcategory2,category7
213,product31,280.27,subcategory3,category5
214,product78,22.95,subcategory3,category1
215,product62,31.74,subcategory3,category7
216,product19,210.79,subcategory1,category6
217,product80,89.95,subcategory5,category1
218,product20,102.82,subcategory3,category2
219,product49,67.3,subcategory1,category1
220,product9,276.7,subcategory2,category1
221,product38,331.15,subcategory3,category5
222,product64,87.25,subcategory3,category6
223,product50,229.65,subcategory4,category6
224,product97,267.39,subcategory2,category3
225,product88,227.13,subcategory4,category4
226,product61,137.84,subcategory4,category2
227,product85,86.98,subcategory3,category8
228,product4,3.07,subcategory5,category9
229,product100,93.86,subcategory1,category2
230,product45,238.57,subcategory1,category10
231,product44,159.28,subcategory3,category8
232,product40,215.33,subcategory3,category2
233,product53,427.84,subcategory1,category5
234,product41,183.92,subcategory5,category6
235,product17,178.37,subcategory3,category3
236,product38,286.36,subcategory3,category3
237,product13,261.13,subcategory4,category8
238,product65,70.42,subcategory4,category10
239,product98,133.02,subcategory2,category7
240,product53,144.49,subcategory3,category10
241,product80,110.7,subcategory1,category5
242,product91,103.92,subcategory3,category1
243,product96,8.76,subcategory5,category3
244,product31,260.2,subcategory2,category3
245,product82,55.29,subcategory4,category7
246,product25,84.97,subcategory2,category1
247,product62,262.2,subcategory1,category8
248,product61,298.59,subcategory5,category10
249,product14,11.28,subcategory2,category3
250,product44,175.43,subcategory3,category4
251,product57,7.07,subcategory5,category5
252,product53,36.37,subcategory4,category5
253,product39,121.68,subcategory1,category9
254,product6,244.2,subcategory2,category10
255,product7,255.68,subcategory2,category5
256,product47,44.52,subcategory1,category3
257,product40,158.74,subcategory2,category10
258,product1,313.01,subcategory5,category2
259,product95,124.37,subcategory1,category5
260,product82,157.06,subcategory4,category3
261,product9,253.8,subcategory5,category1
262,product20,206,subcategory2,category4
263,product98,68.75,subcategory5,category3
264,product5,109.58,subcategory4,category2
265,product56,114.9,subcategory2,category6
266,product25,36,subcategory4,category2
267,product47,72.49,subcategory2,category3
268,product51,60.66,subcategory3,category8
269,product97,267.72,subcategory3,category2
270,product3,230.87,subcategory1,category5
271,product64,201.98,subcategory4,category6
272,product79,53.13,subcategory1,category9
273,product48,150.73,subcategory3,category1
274,product54,68.43,subcategory2,category1
275,product48,101.69,subcategory3,category9
276,product79,141.24,subcategory2,category9
277,product56,260.2,subcategory2,category9
278,product33,284.7,subcategory5,category4
279,product9,243.24,subcategory1,category1
280,product64,101.12,subcategory2,category9
281,product100,276.18,subcategory4,category1
282,product23,384.48,subcategory1,category10
283,product39,267.02,subcategory4,category6
284,product49,260.72,subcategory4,category8
285,product67,279.83,subcategory2,category6
286,product11,148.02,subcategory1,category1
287,product34,66.79,subcategory1,category1
288,product63,141.88,subcategory5,category3
289,product49,102.4,subcategory1,category9
290,product6,75.6,subcategory5,category4
291,product9,138.78,subcategory5,category6
292,product69,456.94,subcategory3,category3
293,product16,43.69,subcategory5,category2
294,product91,157.73,subcategory1,category6
295,product87,369.1,subcategory2,category2
296,product66,99.56,subcategory2,category9
297,product70,10.56,subcategory1,category10
298,product38,50.47,subcategory2,category8
299,product78,294.38,subcategory1,category7
300,product56,25.89,subcategory4,category2
301,product67,118.8,subcategory3,category6
302,product34,123.82,subcategory4,category6
303,product49,136.55,subcategory5,category6
304,product14,115.94,subcategory4,category5
305,product50,29.06,subcategory4,category6
306,product89,55.75,subcategory1,category5
307,product38,219.11,subcategory4,category5
308,product87,25.55,subcategory2,category5
309,product78,263.41,subcategory5,category3
310,product62,138.06,subcategory3,category3
311,product66,232.84,subcategory4,category5
312,product84,24.88,subcategory5,category7
313,product14,398.52,subcategory3,category6
314,product48,100.22,subcategory5,category9
315,product62,208.35,subcategory4,category3
316,product93,216.39,subcategory3,category8
317,product28,83.13,subcategory3,category2
318,product36,205.91,subcategory1,category6
319,product10,186.12,subcategory3,category3
320,product19,207.16,subcategory4,category4
321,product23,240.92,subcategory4,category10
322,product58,129.67,subcategory3,category2
323,product23,141.84,subcategory2,category5
324,product74,43.03,subcategory5,category7
325,product14,3.46,subcategory2,category3
326,product16,433.48,subcategory1,category2
327,product10,399.44,subcategory2,category7
328,product61,120.08,subcategory3,category10
329,product37,207.15,subcategory5,category10
330,product79,160.58,subcategory5,category3
331,product96,144.15,subcategory4,category6
332,product56,323.72,subcategory5,category8
333,product3,251.72,subcategory5,category5
334,product32,335.49,subcategory2,category8
335,product52,276.8,subcategory4,category3
336,product52,237.02,subcategory2,category7
337,product29,234.92,subcategory1,category7
338,product75,98.33,subcategory1,category3
339,product97,259.78,subcategory3,category9
340,product98,118.75,subcategory1,category1
341,product31,43.89,subcategory2,category1
342,product19,36.51,subcategory5,category4
343,product87,249.43,subcategory5,category4
344,product32,103.12,subcategory4,category4
345,product58,171.13,subcategory3,category6
346,product9,21.57,subcategory4,category1
347,product84,140.5,subcategory5,category4
348,product38,168.34,subcategory2,category3
349,product91,69.11,subcategory1,category1
350,product20,38.82,subcategory1,category3
351,product81,282.6,subcategory3,category5
352,product100,246.55,subcategory1,category4
353,product69,244.42,subcategory5,category6
354,product75,33.56,subcategory2,category4
355,product78,22.84,subcategory1,category9
356,product40,218.95,subcategory2,category1
357,product36,92.8,subcategory3,category10
358,product60,95.64,subcategory1,category7
359,product67,6.7,subcategory2,category8
360,product98,280.62,subcategory1,category8
361,product15,93.17,subcategory5,category1
362,product34,119.7,subcategory3,category9
363,product81,194.52,subcategory2,category5
364,product22,149.22,subcategory4,category7
365,product52,4.81,subcategory2,category3
366,product38,415.1,subcategory2,category1
367,product83,84.9,subcategory1,category5
368,product66,275.77,subcategory1,category1
369,product69,257.2,subcategory2,category5
370,product14,193.99,subcategory1,category6
371,product42,215.43,subcategory2,category3
372,product35,5.13,subcategory3,category3
373,product88,71.66,subcategory4,category8
374,product55,286.85,subcategory1,category4
375,product33,19.46,subcategory5,category8
376,product32,165.25,subcategory3,category8
377,product75,245.51,subcategory1,category6
378,product27,294.65,subcategory3,category2
379,product92,286.85,subcategory3,category10
380,product80,398.74,subcategory2,category1
381,product20,166.13,subcategory5,category1
382,product85,173.79,subcategory1,category8
383,product70,217.83,subcategory3,category1
384,product6,100.62,subcategory5,category2
385,product99,197.69,subcategory1,category6
386,product18,195.25,subcategory3,category8
387,product7,149.13,subcategory5,category4
388,product47,285.32,subcategory4,category3
389,product55,203.2,subcategory2,category8
390,product40,414.95,subcategory1,category9
391,product14,78.22,subcategory5,category9
392,product77,388.08,subcategory1,category5
393,product62,210.26,subcategory1,category4
394,product16,67.73,subcategory4,category3
395,product82,209.22,subcategory1,category2
396,product40,229.63,subcategory5,category9
397,product54,237.87,subcategory2,category8
398,product88,149.19,subcategory4,category6
399,product91,56.59,subcategory3,category8
400,product89,84.98,subcategory1,category9
401,product95,162.37,subcategory5,category7
402,product83,166.59,subcategory3,category3
403,product2,85.37,subcategory3,category1
404,product37,138.44,subcategory5,category3
405,product88,186.08,subcategory5,category6
406,product23,246.15,subcategory5,category10
407,product19,124.04,subcategory3,category5
408,product31,28.29,subcategory1,category2
409,product83,108.69,subcategory2,category7
410,product60,243.96,subcategory3,category3
411,product68,97.05,subcategory5,category10
412,product31,16.61,subcategory3,category7
413,product14,284.29,subcategory5,category7
414,product37,108.84,subcategory4,category8
415,product97,170.32,subcategory3,category10
416,product41,171.43,subcategory1,category1
417,product1,174.38,subcategory4,category10
418,product40,260.07,subcategory1,category10
419,product60,155.07,subcategory2,category3
420,product58,67.01,subcategory5,category10
421,product19,83.18,subcategory2,category4
422,product12,187.07,subcategory3,category1
423,product5,68.31,subcategory3,category4
424,product97,88.23,subcategory1,category1
425,product71,351.35,subcategory2,category9
426,product82,78.05,subcategory5,category7
427,product21,184.16,subcategory4,category2
428,product11,229.3,subcategory3,category10
429,product63,57.69,subcategory5,category8
430,product19,65.72,subcategory5,category6
431,product91,28.48,subcategory3,category2
432,product46,329.25,subcategory4,category6
433,product5,5.43,subcategory1,category7
434,product92,99.42,subcategory2,category4
435,product80,39.99,subcategory3,category2
436,product36,82.81,subcategory2,category8
437,product25,90.48,subcategory5,category5
438,product50,264.21,subcategory5,category8
439,product97,21.2,subcategory3,category3
440,product79,57.24,subcategory2,category6
441,product74,69.44,subcategory1,category3
442,product67,283.93,subcategory2,category5
443,product30,235.35,subcategory2,category2
444,product57,186.83,subcategory2,category2
445,product45,181.14,subcategory1,category10
446,product79,258.28,subcategory1,category10
447,product25,195.97,subcategory4,category10
448,product68,58.52,subcategory3,category4
449,product15,64.55,subcategory1,category6
450,product21,150.06,subcategory5,category1
451,product83,280.45,subcategory2,category4
452,product38,160.89,subcategory4,category8
453,product76,118.18,subcategory1,category7
454,product63,69.51,subcategory4,category5
455,product81,87.95,subcategory5,category9
456,product43,260.49,subcategory5,category5
457,product7,29.54,subcategory3,category4
458,product94,94.23,subcategory4,category5
459,product30,32.31,subcategory3,category2
460,product73,334.57,subcategory4,category2
461,product2,66.01,subcategory3,category10
462,product3,57.47,subcategory3,category7
463,product31,84.19,subcategory2,category6
464,product20,39.17,subcategory4,category1
465,product61,299.51,subcategory4,category4
466,product93,133.45,subcategory3,category5
467,product52,185.8,subcategory3,category1
468,product69,255.43,subcategory2,category5
469,product51,97.65,subcategory4,category1
470,product72,86.08,subcategory3,category6
471,product79,194.04,subcategory3,category9
472,product9,118.49,subcategory3,category7
473,product33,89.58,subcategory3,category4
474,product71,218.96,subcategory5,category8
475,product87,88.72,subcategory4,category6
476,product52,162.32,subcategory3,category7
477,product9,200.86,subcategory1,category7
478,product5,164.8,subcategory3,category4
479,product32,211.75,subcategory4,category1
480,product13,489.22,subcategory2,category7
481,product78,37.13,subcategory2,category8
482,product56,163.15,subcategory5,category1
483,product75,88.5,subcategory2,category8
484,product47,268.23,subcategory3,category5
485,product29,273.41,subcategory2,category5
486,product35,145.43,subcategory3,category10
487,product60,126.83,subcategory3,category9
488,product93,249.3,subcategory4,category5
489,product66,268.39,subcategory4,category9
490,product59,105.81,subcategory5,category8
491,product94,286.64,subcategory1,category7
492,product87,31.98,subcategory3,category8
493,product94,244.35,subcategory1,category6
494,product74,62.44,subcategory3,category3
495,product66,313.89,subcategory5,category3
496,product4,346.94,subcategory5,category3
497,product50,168.2,subcategory2,category5
498,product34,139.33,subcategory4,category10
499,product29,29.86,subcategory1,category4
500,product37,296.95,subcategory2,category2
501,product82,253.47,subcategory2,category4
502,product54,233.86,subcategory4,category5
503,product35,222.29,subcategory3,category6
504,product41,10.73,subcategory2,category7
505,product27,319.3,subcategory2,category1
506,product2,9.82,subcategory1,category4
507,product62,224.42,subcategory1,category8
508,product27,87.93,subcategory1,category4
509,product65,243.73,subcategory5,category2
510,product88,106.72,subcategory1,category8
511,product87,213.63,subcategory4,category4
512,product83,102.49,subcategory2,category2
513,product91,67.55,subcategory4,category6
514,product52,291.41,subcategory1,category9
515,product34,100.02,subcategory4,category6
516,product5,68.64,subcategory1,category10
517,product69,197.53,subcategory2,category9
518,product32,273.12,subcategory3,category3
519,product86,180.24,subcategory3,category8
520,product62,203.9,subcategory1,category1
521,product70,128.34,subcategory4,category10
522,product50,142.34,subcategory5,category1
523,product30,357.83,subcategory2,category5
524,product59,39,subcategory1,category8
525,product86,250.79,subcategory5,category9
526,product82,262.17,subcategory2,category1
527,product11,14.12,subcategory1,category5
528,product37,257.04,subcategory3,category8
529,product96,115.8,subcategory3,category1
530,product33,37,subcategory5,category4
531,product42,268.62,subcategory1,category2
532,product27,125.05,subcategory4,category3
533,product30,233.01,subcategory4,category4
534,product87,245.59,subcategory1,category2
535,product1,227.59,subcategory4,category2
536,product79,122.26,subcategory3,category10
537,product63,192.16,subcategory5,category4
538,product86,267.22,subcategory3,category1
539,product66,312.78,subcategory2,category6
540,product81,29.08,subcategory4,category6
541,product92,31.41,subcategory1,category8
542,product80,216.81,subcategory5,category9
543,product52,224.12,subcategory2,category9
544,product3,134.1,subcategory3,category2
545,product52,30.57,subcategory3,category1
546,product36,112.47,subcategory4,category9
547,product37,18.7,subcategory2,category5
548,product63,159.29,subcategory4,category3
549,product60,12.46,subcategory1,category7
550,product72,30.56,subcategory3,category1
551,product98,135.77,subcategory3,category8
552,product3,181.91,subcategory1,category7
553,product73,16.44,subcategory3,category2
554,product37,20.3,subcategory1,category5
555,product64,246.74,subcategory4,category4
556,product23,237.99,subcategory1,category7
557,product93,294.99,subcategory2,category10
558,product31,346.59,subcategory4,category8
559,product84,276.91,subcategory2,category3
560,product70,228.93,subcategory1,category8
561,product79,112.98,subcategory5,category1
562,product60,134.66,subcategory2,category10
563,product100,124.79,subcategory5,category2
564,product84,193.66,subcategory3,category2
565,product59,195.67,subcategory5,category3
566,product26,34.1,subcategory2,category10
567,product9,239.23,subcategory3,category9
568,product19,245.46,subcategory4,category1
569,product34,111.2,subcategory5,category6
570,product19,244.19,subcategory2,category5
571,product48,293.29,subcategory2,category5
572,product85,368.08,subcategory5,category6
573,product77,19.25,subcategory4,category2
574,product2,306.96,subcategory4,category6
575,product13,41.59,subcategory3,category1
576,product4,247.57,subcategory5,category6
577,product77,242.33,subcategory5,category10
578,product67,256.03,subcategory1,category1
579,product16,261.91,subcategory5,category9
580,product40,73.19,subcategory1,category6
581,product63,114.39,subcategory3,category3
582,product35,235.62,subcategory5,category3
583,product78,71.02,subcategory2,category8
584,product15,380.23,subcategory1,category5
585,product27,32.27,subcategory5,category9
586,product53,200.05,subcategory5,category9
587,product6,102.21,subcategory2,category9
588,product41,72.35,subcategory4,category10
589,product11,44.34,subcategory1,category2
590,product92,225.38,subcategory2,category3
591,product38,28.35,subcategory4,category10
592,product9,309.85,subcategory1,category6
593,product82,59.15,subcategory3,category3
594,product26,197.03,subcategory4,category4
595,product39,14.11,subcategory4,category9
596,product39,329.92,subcategory1,category9
597,product76,35.95,subcategory1,category4
598,product96,217.47,subcategory4,category3
599,product32,14.23,subcategory4,category9
600,product57,132.04,subcategory3,category3
601,product71,240.77,subcategory3,category9
602,product12,152.62,subcategory5,category10
603,product35,344.38,subcategory2,category2
604,product42,389.17,subcategory5,category10
605,product93,75.83,subcategory2,category8
606,product99,46.78,subcategory4,category10
607,product92,258.41,subcategory4,category7
608,product75,466.82,subcategory5,category10
609,product70,142.63,subcategory3,category9
610,product59,67.56,subcategory3,category5
611,product72,182.21,subcategory3,category5
612,product67,445.94,subcategory1,category4
613,product72,238.62,subcategory3,category10
614,product70,137.7,subcategory1,category4
615,product91,201.1,subcategory4,category6
616,product18,191.52,subcategory2,category2
617,product82,224.33,subcategory4,category1
618,product80,163.53,subcategory5,category6
619,product40,39.73,subcategory4,category10
620,product41,18.79,subcategory5,category4
621,product100,81.63,subcategory3,category8
622,product21,208.97,subcategory4,category1
623,product97,171.37,subcategory2,category6
624,product60,7.02,subcategory3,category6
625,product51,149.91,subcategory5,category6
626,product87,116.63,subcategory1,category7
627,product19,130.41,subcategory3,category6
628,product93,120.38,subcategory5,category6
629,product91,91.74,subcategory5,category6
630,product21,68.41,subcategory3,category4
631,product88,384.28,subcategory1,category8
632,product82,73.59,subcategory5,category4
633,product91,212.76,subcategory3,category7
634,product25,56.85,subcategory1,category5
635,product38,241.17,subcategory1,category4
636,product6,162.67,subcategory4,category10
637,product83,165.84,subcategory1,category10
638,product78,235.82,subcategory3,category2
639,product57,263.37,subcategory2,category2
640,product8,96.23,subcategory5,category2
641,product22,66.58,subcategory4,category2
642,product38,170.96,subcategory5,category3
643,product90,275.53,subcategory2,category6
644,product99,171.71,subcategory5,category3
645,product85,121.32,subcategory4,category1
646,product60,171.37,subcategory1,category2
647,product19,129.19,subcategory1,category5
648,product100,271.09,subcategory1,category3
649,product55,132,subcategory2,category2
650,product39,19.43,subcategory4,category4
651,product59,249.05,subcategory5,category7
652,product72,140.09,subcategory2,category7
653,product60,169.46,subcategory4,category9
654,product78,162.89,subcategory3,category9
655,product37,122.16,subcategory5,category8
656,product73,95.35,subcategory2,category7
657,product93,95.23,subcategory3,category8
658,product89,95.75,subcategory4,category5
659,product85,6.14,subcategory1,category3
660,product53,195.72,subcategory2,category4
661,product96,210.28,subcategory5,category10
662,product87,232.36,subcategory2,category8
663,product92,135.42,subcategory3,category8
664,product94,111.19,subcategory2,category4
665,product71,290.64,subcategory1,category4
666,product55,125.22,subcategory1,category3
667,product5,92.02,subcategory3,category6
668,product98,162.86,subcategory5,category2
669,product75,152.32,subcategory5,category3
670,product85,371.15,subcategory3,category9
671,product71,39.92,subcategory4,category6
672,product27,252.39,subcategory3,category7
673,product76,123.01,subcategory2,category1
674,product2,128.32,subcategory2,category6
675,product22,238.24,subcategory4,category4
676,product60,279.51,subcategory2,category6
677,product26,204.27,subcategory5,category10
678,product17,365.84,subcategory2,category5
679,product78,77.19,subcategory2,category2
680,product88,56.49,subcategory3,category4
681,product83,242.5,subcategory4,category6
682,product51,136.32,subcategory3,category3
683,product95,291.58,subcategory5,category5
684,product69,84.39,subcategory4,category9
685,product37,144.04,subcategory5,category1
686,product25,130.12,subcategory4,category5
687,product73,28.74,subcategory4,category3
688,product73,62.5,subcategory2,category1
689,product39,111.74,subcategory1,category8
690,product98,419.65,subcategory4,category6
691,product89,43.62,subcategory2,category5
692,product70,97.35,subcategory4,category8
693,product45,136.47,subcategory5,category1
694,product24,54.9,subcategory4,category7
695,product31,242.39,subcategory3,category3
696,product83,87.13,subcategory5,category1
697,product65,66.77,subcategory4,category2
698,product4,73.23,subcategory2,category2
699,product55,298.39,subcategory4,category3
700,product27,199.08,subcategory2,category5
701,product98,45.17,subcategory5,category9
702,product99,323.15,subcategory5,category10
703,product56,10.63,subcategory3,category7
704,product88,85.42,subcategory1,category4
705,product72,296.39,subcategory1,category4
706,product11,217.4,subcategory5,category1
707,product55,399.88,subcategory2,category7
708,product33,133.82,subcategory2,category4
709,product3,191.39,subcategory5,category3
710,product95,268.02,subcategory3,category1
711,product99,164.69,subcategory2,category3
712,product54,261.08,subcategory3,category10
713,product33,1.5,subcategory1,category4
714,product31,109.69,subcategory3,category9
715,product24,183.01,subcategory4,category9
716,product57,36.42,subcategory2,category8
717,product73,300.9,subcategory5,category8
718,product2,265.88,subcategory5,category8
719,product42,221.37,subcategory2,category9
720,product53,267.74,subcategory3,category3
721,product4,128.04,subcategory1,category10
722,product51,29.69,subcategory5,category4
723,product100,150.36,subcategory3,category7
724,product94,171.76,subcategory1,category9
725,product74,13.31,subcategory4,category6
726,product58,195.18,subcategory5,category9
727,product68,227.53,subcategory5,category10
728,product34,78.65,subcategory1,category7
729,product64,225.75,subcategory3,category7
730,product61,119.59,subcategory3,category8
731,product37,202.87,subcategory3,category1
732,product57,68.88,subcategory2,category7
733,product60,90.2,subcategory4,category2
734,product19,165.38,subcategory3,category4
735,product52,248.62,subcategory1,category2
736,product74,202.95,subcategory3,category9
737,product75,157.76,subcategory5,category3
738,product100,215.43,subcategory2,category7
739,product47,266.03,subcategory4,category4
740,product73,201.27,subcategory4,category6
741,product15,269.9,subcategory4,category4
742,product57,409.13,subcategory1,category8
743,product47,87.26,subcategory1,category7
744,product55,118.93,subcategory4,category1
745,product54,185.04,subcategory4,category3
746,product43,5.99,subcategory2,category4
747,product37,140.31,subcategory4,category1
748,product97,275.43,subcategory5,category2
749,product11,1.64,subcategory4,category8
750,product37,136.26,subcategory1,category3
751,product25,298.18,subcategory1,category2
752,product89,234.24,subcategory5,category9
753,product91,358.95,subcategory1,category5
754,product96,413.59,subcategory1,category10
755,product54,54.11,subcategory2,category9
756,product37,302.95,subcategory3,category8
757,product57,220.25,subcategory1,category4
758,product64,119.87,subcategory5,category10
759,product66,221.27,subcategory1,category6
760,product15,100.32,subcategory4,category3
761,product21,121.67,subcategory4,category8
762,product84,213.49,subcategory4,category8
763,product95,132.53,subcategory3,category9
764,product43,70.83,subcategory1,category10
765,product7,91.81,subcategory1,category6
766,product31,234.43,subcategory2,category2
767,product88,117.73,subcategory4,category2
768,product17,376.72,subcategory2,category9
769,product91,137.35,subcategory3,category5
770,product83,99.28,subcategory3,category10
771,product53,332.47,subcategory3,category5
772,product1,157.13,subcategory1,category9
773,product56,143.69,subcategory5,category9
774,product54,130.81,subcategory4,category8
775,product75,290.21,subcategory4,category7
