location_id,city,state
216,city1,state10
217,city6,state9
218,city6,state2
219,city8,state4
220,city5,state8
221,city10,state7
222,city0,state9
223,city4,state1
224,city10,state10
225,city1,state3
226,city3,state2
227,city7,state5
228,city7,state2
229,city3,state0
230,city6,state8
231,city10,state7
232,city0,state0
233,city4,state5
234,city10,state5
235,city2,state2
236,city10,state2
237,city9,state0
238,city7,state1
239,city10,state8
240,city7,state3
241,city7,state10
242,city6,state1
243,city8,state2
244,city2,state5
245,city3,state2
246,city9,state6
247,city3,state0
248,city4,state1
249,city4,state10
250,city10,state4
251,city5,state10
252,city9,state1
253,city8,state10
254,city6,state9
255,city10,state7
256,city2,state9
257,city7,state1
258,city8,state0
259,city5,state0
260,city9,state3
261,city6,state10
262,city6,state8
263,city5,state1
264,city2,state3
265,city3,state1
266,city6,state4
267,city1,state10
268,city3,state9
269,city6,state6
270,city2,state8
271,city7,state8
272,city2,state9
273,city1,state6
274,city1,state8
275,city7,state2
276,city5,state6
277,city3,state6
278,city6,state2
279,city7,state8
280,city1,state6
281,city6,state9
282,city7,state5
283,city3,state7
284,city6,state10
285,city8,state4
286,city1,state5
287,city0,state1
288,city1,state6
289,city8,state2
290,city2,state4
291,city7,state0
292,city5,state5
293,city10,state7
294,city4,state0
295,city0,state0
296,city10,state5
297,city3,state7
298,city1,state1
299,city2,state9
300,city0,state6
301,city8,state6
302,city3,state1
303,city0,state10
304,city1,state2
305,city0,state8
306,city2,state10
307,city7,state1
308,city6,state1
309,city4,state8
310,city7,state0
311,city4,state8
312,city3,state2
313,city8,state1
314,city0,state4
315,city5,state9
316,city0,state5
317,city3,state0
318,city0,state7
319,city2,state3
320,city3,state8
321,city2,state10
322,city6,state10
323,city4,state1
324,city7,state2
325,city6,state4
326,city0,state4
327,city8,state3
328,city2,state7
329,city5,state0
330,city1,state5
331,city7,state9
332,city6,state9
333,city6,state3
334,city3,state7
335,city0,state8
336,city2,state2
337,city6,state3
338,city10,state4
339,city4,state4
340,city9,state8
341,city10,state4
342,city3,state10
343,city3,state1
344,city6,state3
345,city1,state10
346,city4,state7
347,city4,state3
348,city8,state2
349,city9,state5
350,city1,state3
351,city2,state2
352,city8,state10
353,city2,state10
354,city5,state4
355,city5,state1
356,city6,state2
357,city0,state7
358,city6,state0
359,city3,state0
360,city9,state2
361,city4,state10
362,city2,state1
363,city9,state1
364,city5,state5
365,city7,state2
366,city10,state6
367,city6,state1
368,city7,state9
369,city3,state3
370,city2,state9
371,city10,state9
372,city1,state8
373,city8,state10
374,city0,state1
375,city9,state6
376,city7,state8
377,city4,state10
378,city7,state2
379,city8,state0
380,city8,state0
381,city7,state4
382,city7,state9
383,city6,state9
384,city1,state2
385,city6,state1
386,city5,state4
387,city5,state0
388,city3,state5
389,city9,state4
390,city7,state4
391,city10,state6
392,city3,state9
393,city10,state2
394,city10,state2
395,city5,state4
396,city10,state2
397,city6,state5
398,city8,state0
399,city5,state5
400,city7,state8
401,city5,state0
402,city5,state3
403,city9,state9
404,city0,state7
405,city4,state10
406,city2,state2
407,city7,state6
408,city1,state7
409,city0,state7
410,city10,state1
411,city2,state1
412,city10,state4
413,city5,state2
414,city7,state1
415,city1,state7
416,city1,state2
417,city3,state0
418,city10,state10
419,city0,state3
420,city10,state10
421,city1,state0
422,city1,state8
423,city10,state3
424,city2,state2
425,city8,state1
426,city9,state10
427,city4,state4
428,city2,state8
429,city10,state2
430,city7,state7
431,city5,state7
432,city7,state10
433,city8,state5
434,city6,state7
435,city3,state6
436,city9,state1
437,city3,state3
438,city10,state0
439,city9,state7
440,city1,state0
441,city8,state5
442,city5,state6
443,city7,state2
444,city0,state6
445,city0,state0
446,city0,state8
447,city10,state9
448,city6,state4
449,city1,state2
450,city5,state4
451,city9,state6
452,city6,state5
453,city3,state3
454,city7,state7
455,city2,state3
456,city3,state1
457,city8,state3
458,city10,state7
459,city7,state5
460,city7,state9
461,city8,state3
462,city4,state8
463,city6,state0
464,city5,state8
465,city6,state3
466,city0,state6
467,city7,state9
468,city8,state3
469,city8,state4
470,city9,state1
471,city2,state10
472,city3,state2
473,city0,state3
474,city6,state4
475,city1,state9
476,city4,state5
477,city10,state4
478,city6,state7
479,city0,state6
480,city8,state7
481,city8,state2
482,city0,state10
483,city2,state10
484,city2,state6
485,city1,state5
486,city9,state7
487,city8,state4
488,city7,state1
489,city2,state5
490,city7,state7
491,city4,state3
492,city9,state10
493,city4,state1
494,city9,state6
495,city6,state3
496,city6,state8
497,city7,state2
498,city7,state6
499,city2,state8
500,city2,state7
501,city10,state1
502,city0,state5
503,city7,state8
504,city8,state4
505,city3,state5
506,city10,state9
507,city5,state7
508,city3,state1
509,city1,state9
510,city3,state5
511,city8,state3
512,city5,state7
513,city8,state6
514,city9,state4
515,city3,state3
516,city8,state1
517,city1,state2
518,city8,state6
519,city7,state1
520,city5,state9
521,city3,state2
522,city10,state2
523,city7,state9
524,city7,state7
525,city5,state0
526,city3,state4
527,city3,state7
528,city7,state9
529,city7,state2
530,city0,state8
531,city10,state4
532,city3,state7
533,city8,state10
534,city7,state3
535,city3,state2
536,city2,state9
537,city2,state2
538,city7,state4
539,city7,state3
540,city9,state9
541,city7,state2
542,city10,state2
543,city9,state7
544,city1,state3
545,city10,state10
546,city4,state10
547,city1,state7
548,city4,state8
549,city8,state3
550,city1,state2
551,city1,state8
552,city4,state9
553,city6,state4
554,city1,state8
555,city9,state1
556,city3,state7
557,city6,state10
558,city7,state0
559,city10,state6
560,city10,state0
561,city2,state5
562,city10,state9
563,city6,state0
564,city1,state5
565,city6,state2
566,city7,state10
567,city0,state1
568,city8,state1
569,city3,state8
570,city8,state2
571,city1,state7
572,city0,state2
573,city6,state6
574,city8,state4
575,city6,state1
576,city4,state7
577,city7,state8
578,city3,state4
579,city10,state2
580,city5,state7
581,city9,state9
582,city10,state2
583,city5,state10
584,city0,state0
585,city1,state9
586,city7,state10
587,city3,state1
588,city3,state3
589,city8,state5
590,city5,state10
591,city3,state5
592,city7,state2
593,city0,state7
594,city9,state10
595,city10,state6
596,city9,state9
597,city3,state9
598,city0,state6
599,city2,state4
600,city1,state6
601,city7,state3
602,city4,state0
603,city3,state8
604,city10,state0
605,city10,state10
606,city10,state0
607,city3,state8
608,city6,state7
609,city7,state3
610,city5,state6
611,city10,state1
612,city8,state0
613,city9,state3
614,city9,state7
615,city4,state2
616,city9,state1
617,city3,state2
618,city6,state8
619,city3,state0
620,city3,state1
621,city8,state9
622,city8,state9
623,city9,state9
624,city2,state2
625,city7,state5
626,city2,state4
627,city2,state10
628,city3,state0
629,city6,state6
630,city1,state10
631,city2,state8
632,city0,state3
633,city5,state0
634,city0,state4
635,city3,state3
636,city6,state4
637,city8,state0
638,city0,state0
639,city3,state2
640,city3,state3
641,city1,state5
642,city6,state10
643,city0,state2
644,city0,state5
645,city1,state9
646,city5,state4
647,city4,state6
648,city9,state5
649,city4,state4
650,city7,state7
651,city7,state6
652,city5,state6
653,city5,state6
654,city4,state9
655,city10,state7
656,city8,state1
657,city4,state4
658,city8,state4
659,city4,state3
660,city4,state4
661,city7,state0
662,city2,state6
663,city9,state4
664,city9,state10
665,city1,state2
666,city1,state1
667,city5,state7
668,city5,state4
669,city9,state5
670,city1,state8
671,city9,state6
672,city3,state6
673,city1,state10
674,city2,state9
675,city5,state9
676,city5,state10
677,city2,state10
678,city9,state5
679,city0,state0
680,city0,state7
681,city6,state0
682,city10,state1
683,city7,state9
684,city9,state5
685,city1,state10
686,city1,state10
687,city8,state2
688,city4,state0
689,city8,state0
690,city4,state4
691,city5,state3
692,city10,state6
693,city6,state6
694,city3,state2
695,city10,state3
696,city4,state6
697,city8,state2
698,city5,state3
699,city9,state7
700,city3,state1
701,city0,state9
702,city8,state10
703,city1,state3
704,city3,state7
705,city8,state4
706,city4,state7
707,city6,state0
708,city3,state0
709,city8,state3
710,city2,state1
711,city1,state0
712,city0,state8
713,city8,state1
714,city3,state6
715,city3,state3
716,city9,state10
717,city6,state8
718,city9,state6
719,city6,state0
720,city10,state1
721,city7,state1
722,city10,state3
723,city9,state4
724,city5,state0
725,city2,state7
726,city10,state4
727,city0,state6
728,city10,state10
729,city3,state0
730,city9,state8
731,city6,state7
732,city0,state3
733,city5,state1
734,city10,state2
735,city0,state7
736,city6,state6
737,city8,state5
738,city1,state5
739,city8,state9
740,city10,state3
741,city5,state3
742,city3,state10
743,city6,state2
744,city0,state1
745,city5,state6
746,city4,state10
747,city5,state8
748,city5,state0
749,city10,state3
750,city8,state5
751,city2,state3
752,city2,state9
753,city4,state2
754,city9,state4
755,city4,state6
756,city2,state10
757,city0,state2
758,city10,state6
759,city2,state6
760,city1,state0
761,city6,state0
762,city5,state3
763,city4,state2
764,city4,state0
765,city7,state3
766,city4,state1
767,city9,state3
768,city5,state0
769,city0,state3
770,city9,state1
771,city8,state0
772,city2,state6
773,city8,state1
774,city8,state9
775,city2,state5
776,city1,state0
777,city8,state2
778,city5,state4
779,city0,state7
780,city8,state9
781,city5,state10
782,city6,state1
783,city9,state5
784,city3,state4
785,city5,state0
786,city4,state5
787,city6,state2
788,city5,state1
789,city9,state5
790,city3,state4
791,city9,state6
792,city7,state9
793,city7,state9
794,city1,state3
795,city10,state9
796,city8,state4
797,city10,state8
798,city2,state6
799,city9,state6
800,city4,state7
801,city7,state9
802,city2,state8
803,city0,state0
804,city10,state1
805,city4,state1
806,city8,state3
807,city9,state0
808,city1,state7
809,city1,state7
810,city8,state8
811,city6,state0
812,city9,state3
813,city4,state7
814,city7,state4
815,city1,state7
816,city10,state9
817,city2,state1
818,city7,state0
819,city2,state1
820,city0,state0
821,city3,state10
822,city1,state5
823,city9,state7
824,city6,state8
825,city1,state3
826,city7,state0
827,city7,state5
828,city10,state8
829,city10,state6
830,city10,state3
831,city1,state6
832,city6,state7
833,city5,state7
834,city0,state2
835,city4,state2
836,city10,state5
837,city1,state2
838,city4,state6
839,city0,state6
840,city5,state10
841,city4,state7
842,city1,state5
843,city7,state0
844,city9,state8
845,city7,state4
846,city4,state9
847,city4,state1
848,city1,state6
849,city10,state7
850,city10,state1
851,city2,state6
852,city5,state7
853,city1,state10
854,city3,state4
855,city8,state8
856,city6,state2
857,city0,state2
858,city4,state7
859,city2,state4
860,city1,state1
861,city10,state4
862,city6,state8
863,city8,state8
864,city8,state10
865,city4,state5
866,city10,state4
867,city8,state1
868,city0,state7
869,city9,state8
870,city1,state3
871,city6,state9
872,city2,state0
873,city7,state4
874,city1,state6
875,city0,state8
876,city1,state2
877,city0,state8
878,city3,state7
879,city4,state5
880,city0,state9
881,city10,state0
882,city10,state4
883,city8,state7
884,city7,state1
885,city4,state2
886,city7,state0
887,city0,state5
888,city3,state2
889,city7,state8
890,city6,state1
891,city8,state0
892,city0,state7
893,city0,state10
894,city9,state7
895,city0,state9
896,city2,state4
897,city8,state7
898,city4,state9
899,city0,state7
900,city1,state1
901,city2,state0
902,city6,state6
903,city5,state10
904,city0,state3
905,city2,state7
906,city9,state2
907,city4,state3
908,city1,state3
909,city4,state9
910,city3,state0
911,city8,state10
912,city7,state0
913,city8,state7
914,city5,state10
915,city3,state3
916,city7,state2
917,city7,state0
918,city6,state3
919,city8,state0
920,city8,state3
921,city1,state10
922,city4,state2
923,city9,state2
924,city6,state6
925,city1,state4
926,city4,state1
927,city2,state9
928,city2,state2
929,city0,state10
930,city4,state7
931,city5,state1
932,city7,state4
933,city8,state0
934,city6,state10
935,city1,state0
936,city8,state2
937,city3,state4
938,city1,state6
939,city7,state8
940,city6,state7
941,city10,state5
942,city7,state9
943,city8,state9
944,city0,state1
945,city2,state10
946,city1,state2
947,city6,state10
948,city1,state4
949,city4,state5
950,city0,state7
951,city5,state8
952,city10,state10
953,city0,state2
954,city9,state4
955,city0,state2
956,city2,state5
957,city0,state8
958,city0,state4
959,city1,state4
960,city2,state0
961,city4,state4
962,city7,state8
963,city0,state6
964,city10,state0
965,city6,state7
966,city7,state5
967,city3,state9
968,city4,state4
969,city0,state4
970,city7,state10
971,city3,state6
972,city7,state9
973,city4,state0
974,city10,state8
975,city9,state0
976,city0,state6
977,city1,state9
978,city9,state4
979,city10,state1
980,city1,state8
981,city2,state9
982,city3,state8
983,city0,state7
984,city6,state10
985,city10,state5
986,city0,state9
987,city0,state0
988,city7,state1
989,city2,state8
990,city7,state4
991,city3,state10
992,city10,state4
993,city2,state9
994,city6,state10
995,city10,state5
996,city3,state6
997,city5,state9
998,city7,state8
999,city3,state0
1000,city4,state8
1001,city5,state2
1002,city1,state4
1003,city6,state7
1004,city4,state4
1005,city3,state7
1006,city3,state4
1007,city0,state9
1008,city3,state3
1009,city10,state0
1010,city10,state9
1011,city3,state0
1012,city2,state3
1013,city1,state6
1014,city2,state2
1015,city3,state1
1016,city2,state3
1017,city4,state8
1018,city5,state6
1019,city5,state6
1020,city7,state10
1021,city4,state10
1022,city7,state3
1023,city10,state10
1024,city6,state5
1025,city5,state5
1026,city8,state0
1027,city9,state2
1028,city3,state4
1029,city2,state0
1030,city6,state1
1031,city0,state7
1032,city8,state5
1033,city2,state1
1034,city4,state4
1035,city0,state4
1036,city9,state5
1037,city7,state1
1038,city0,state10
1039,city9,state1
1040,city5,state6
1041,city0,state0
1042,city3,state6
1043,city10,state6
1044,city2,state0
1045,city8,state8
1046,city8,state7
1047,city0,state7
1048,city0,state8
1049,city5,state2
1050,city0,state8
1051,city9,state5
1052,city0,state0
1053,city3,state8
1054,city0,state7
1055,city7,state9
1056,city7,state0
1057,city3,state4
1058,city6,state3
1059,city7,state1
1060,city3,state3
1061,city9,state8
1062,city2,state4
1063,city4,state6
1064,city10,state7
1065,city1,state6
1066,city4,state6
1067,city2,state1
1068,city3,state2
1069,city9,state0
1070,city7,state10
1071,city4,state9
1072,city9,state3
1073,city3,state1
1074,city6,state3
1075,city2,state6
1076,city4,state10
1077,city8,state5
1078,city4,state0
1079,city7,state4
1080,city0,state8
1081,city8,state0
1082,city9,state0
1083,city5,state3
1084,city0,state4
1085,city3,state3
1086,city7,state7
1087,city10,state5
1088,city8,state9
1089,city8,state6
1090,city8,state3
1091,city4,state2
1092,city3,state4
1093,city9,state8
1094,city10,state7
1095,city0,state1
1096,city4,state5
1097,city1,state10
1098,city3,state9
1099,city1,state7
1100,city7,state3
1101,city4,state7
1102,city0,state4
1103,city9,state5
1104,city4,state9
1105,city0,state4
1106,city10,state5
1107,city0,state7
1108,city3,state7
1109,city9,state4
1110,city8,state4
1111,city5,state3
1112,city7,state4
1113,city7,state5
1114,city6,state10
1115,city4,state8
1116,city0,state3
1117,city4,state10
1118,city5,state5
1119,city10,state6
1120,city7,state4
1121,city9,state3
1122,city7,state3
1123,city9,state2
1124,city10,state8
1125,city0,state6
1126,city1,state5
1127,city9,state1
1128,city5,state8
1129,city9,state4
1130,city5,state9
1131,city8,state0
1132,city3,state8
1133,city3,state6
1134,city7,state6
1135,city8,state3
1136,city0,state9
1137,city10,state8
1138,city7,state9
1139,city4,state4
1140,city10,state7
1141,city0,state2
1142,city5,state10
1143,city10,state10
1144,city5,state3
1145,city10,state5
1146,city6,state1
1147,city0,state1
1148,city8,state2
1149,city2,state8
1150,city4,state3
1151,city6,state6
1152,city9,state10
1153,city3,state6
1154,city5,state9
1155,city1,state6
1156,city0,state5
1157,city5,state4
1158,city8,state10
1159,city4,state1
1160,city0,state2
1161,city2,state1
1162,city1,state4
1163,city8,state0
1164,city3,state4
1165,city3,state9
1166,city6,state4
1167,city2,state10
1168,city0,state3
1169,city5,state4
1170,city3,state1
1171,city5,state2
1172,city5,state1
1173,city0,state9
1174,city3,state2
1175,city3,state0
1176,city3,state0
1177,city6,state9
1178,city0,state4
1179,city9,state6
1180,city1,state6
1181,city4,state9
1182,city7,state7
1183,city2,state4
1184,city10,state3
1185,city1,state1
1186,city4,state7
1187,city10,state5
1188,city1,state8
1189,city4,state9
1190,city7,state7
1191,city7,state5
1192,city10,state4
1193,city8,state8
1194,city4,state4
1195,city5,state1
1196,city2,state1
1197,city3,state5
1198,city3,state4
1199,city9,state6
1200,city10,state5
1201,city8,state4
1202,city9,state0
1203,city3,state6
1204,city8,state4
1205,city4,state1
1206,city6,state0
1207,city7,state10
1208,city3,state2
1209,city8,state0
1210,city0,state6
1211,city2,state3
1212,city10,state5
1213,city7,state4
1214,city0,state3
1215,city5,state5
1216,city0,state2
1217,city2,state2
1218,city4,state2
1219,city3,state4
1220,city5,state1
1221,city4,state5
1222,city3,state4
1223,city9,state6
1224,city2,state8
1225,city7,state6
1226,city2,state2
1227,city10,state4
1228,city2,state2
1229,city2,state10
1230,city6,state1
1231,city9,state5
1232,city8,state3
1233,city9,state0
1234,city7,state2
1235,city2,state8
1236,city8,state1
1237,city0,state3
1238,city6,state1
1239,city3,state4
1240,city7,state5
1241,city6,state4
1242,city7,state4
1243,city5,state1
1244,city8,state6
1245,city6,state6
1246,city9,state7
1247,city5,state8
1248,city10,state10
1249,city7,state0
1250,city3,state0
1251,city3,state9
1252,city7,state2
1253,city0,state1
1254,city9,state8
1255,city10,state5
1256,city4,state8
1257,city5,state6
1258,city10,state1
1259,city5,state2
1260,city7,state1
1261,city9,state6
1262,city9,state2
1263,city2,state1
1264,city8,state0
1265,city6,state7
1266,city0,state3
1267,city9,state7
1268,city7,state2
1269,city4,state5
1270,city10,state0
1271,city5,state10
1272,city1,state5
1273,city4,state7
1274,city5,state2
1275,city7,state5
1276,city4,state2
1277,city7,state10
1278,city3,state4
1279,city8,state0
1280,city9,state9
1281,city10,state0
1282,city7,state2
1283,city5,state7
1284,city1,state7
1285,city1,state10
1286,city5,state6
1287,city0,state0
1288,city3,state0
1289,city0,state0
1290,city4,state9
1291,city7,state0
1292,city3,state10
1293,city3,state6
1294,city3,state1
1295,city5,state2
1296,city6,state6
1297,city10,state4
1298,city10,state5
1299,city5,state5
1300,city1,state9
1301,city3,state5
1302,city6,state9
1303,city6,state0
1304,city7,state3
1305,city6,state8
1306,city1,state5
1307,city5,state4
1308,city6,state1
1309,city5,state8
1310,city3,state5
1311,city7,state8
1312,city9,state1
1313,city0,state4
1314,city9,state9
1315,city3,state3
1316,city1,state0
1317,city1,state6
1318,city8,state9
1319,city1,state8
1320,city7,state0
1321,city9,state1
1322,city3,state6
1323,city4,state3
1324,city2,state1
1325,city1,state9
1326,city10,state9
1327,city4,state7
1328,city0,state3
1329,city6,state5
1330,city5,state7
1331,city3,state1
1332,city6,state4
1333,city0,state9
1334,city0,state6
1335,city0,state6
1336,city7,state9
1337,city6,state8
1338,city0,state8
1339,city2,state1
1340,city10,state8
1341,city10,state7
1342,city2,state1
1343,city5,state6
1344,city4,state7
1345,city0,state9
1346,city10,state2
1347,city0,state6
1348,city1,state0
1349,city8,state8
1350,city9,state7
1351,city2,state1
1352,city5,state3
1353,city1,state10
1354,city3,state1
1355,city8,state6
1356,city10,state10
1357,city4,state0
1358,city9,state7
1359,city1,state7
1360,city10,state7
1361,city4,state6
1362,city2,state3
1363,city2,state2
1364,city10,state8
1365,city1,state0
1366,city10,state1
1367,city0,state2
1368,city6,state4
1369,city3,state4
1370,city7,state9
1371,city3,state0
1372,city3,state1
1373,city4,state2
1374,city0,state3
1375,city4,state3
1376,city8,state8
1377,city10,state2
1378,city4,state6
1379,city5,state3
1380,city2,state4
1381,city8,state3
1382,city10,state0
1383,city7,state5
1384,city7,state4
1385,city5,state10
1386,city5,state3
1387,city0,state3
1388,city3,state4
1389,city10,state5
1390,city8,state3
1391,city3,state6
1392,city5,state2
1393,city4,state6
1394,city6,state5
1395,city6,state10
1396,city2,state0
1397,city8,state5
1398,city2,state9
1399,city6,state5
1400,city10,state0
1401,city5,state4
1402,city10,state5
1403,city0,state6
1404,city5,state8
1405,city5,state3
1406,city5,state10
1407,city2,state1
1408,city2,state5
1409,city2,state3
1410,city2,state2
1411,city1,state6
1412,city8,state6
1413,city8,state0
1414,city5,state6
1415,city1,state10
1416,city2,state9
1417,city1,state9
1418,city3,state9
1419,city9,state5
1420,city6,state0
1421,city7,state9
1422,city9,state10
1423,city8,state10
1424,city5,state8
1425,city2,state3
1426,city5,state1
1427,city0,state9
1428,city5,state5
1429,city3,state10
1430,city9,state0
1431,city4,state4
1432,city1,state7
1433,city7,state5
1434,city10,state6
1435,city10,state4
1436,city7,state3
1437,city7,state4
1438,city0,state8
1439,city9,state8
1440,city6,state9
1441,city4,state1
1442,city5,state3
1443,city5,state6
1444,city9,state1
1445,city8,state7
1446,city1,state1
1447,city7,state4
1448,city2,state9
1449,city2,state0
1450,city3,state8
1451,city1,state1
1452,city2,state7
1453,city8,state1
1454,city8,state1
1455,city9,state5
1456,city6,state5
1457,city5,state10
1458,city8,state8
1459,city3,state0
1460,city8,state9
1461,city0,state2
1462,city8,state2
1463,city9,state5
1464,city7,state10
1465,city7,state8
1466,city7,state8
1467,city1,state1
1468,city2,state7
1469,city5,state6
1470,city1,state2
1471,city3,state3
1472,city7,state7
1473,city9,state0
1474,city0,state8
1475,city2,state3
1476,city8,state4
1477,city10,state9
1478,city0,state3
1479,city8,state6
1480,city9,state2
1481,city8,state0
1482,city4,state10
1483,city9,state1
1484,city8,state10
1485,city4,state0
1486,city9,state4
1487,city8,state6
1488,city4,state9
1489,city9,state2
1490,city5,state8
1491,city6,state2
1492,city3,state2
1493,city4,state4
1494,city7,state5
1495,city2,state10
1496,city3,state4
1497,city5,state7
1498,city3,state7
1499,city1,state7
1500,city6,state9
1501,city3,state5
1502,city1,state5
1503,city3,state5
1504,city4,state10
1505,city10,state0
1506,city9,state5
1507,city5,state10
1508,city2,state1
1509,city0,state10
1510,city9,state1
1511,city5,state4
1512,city0,state8
1513,city3,state2
1514,city0,state4
1515,city4,state9
1516,city5,state2
1517,city7,state2
1518,city0,state2
1519,city1,state10
1520,city2,state7
1521,city4,state8
1522,city7,state2
1523,city1,state7
1524,city0,state5
1525,city9,state7
1526,city9,state2
1527,city6,state0
1528,city10,state3
1529,city4,state6
1530,city0,state4
1531,city6,state6
1532,city10,state10
1533,city9,state2
1534,city1,state2
1535,city4,state8
1536,city4,state6
1537,city0,state2
1538,city1,state4
1539,city0,state5
1540,city2,state0
1541,city6,state6
1542,city8,state5
1543,city4,state7
1544,city4,state4
1545,city5,state6
1546,city6,state5
1547,city1,state10
1548,city7,state2
1549,city9,state10
1550,city9,state10
1551,city1,state6
1552,city6,state5
1553,city4,state9
1554,city4,state10
1555,city8,state0
1556,city2,state1
1557,city1,state7
1558,city2,state5
1559,city8,state5
1560,city9,state9
1561,city8,state9
1562,city10,state8
1563,city4,state10
1564,city0,state6
1565,city8,state4
1566,city1,state7
1567,city10,state0
1568,city4,state9
1569,city7,state8
1570,city5,state0
1571,city5,state8
1572,city10,state10
1573,city5,state2
1574,city8,state8
1575,city3,state8
1576,city8,state9
1577,city0,state8
1578,city8,state7
1579,city10,state0
1580,city1,state0
1581,city9,state5
1582,city0,state4
1583,city6,state7
1584,city5,state3
1585,city9,state5
1586,city1,state10
1587,city4,state7
1588,city7,state7
1589,city4,state1
1590,city5,state7
1591,city9,state10
1592,city4,state2
1593,city6,state5
1594,city9,state10
1595,city8,state3
1596,city8,state0
1597,city8,state10
1598,city0,state6
1599,city7,state1
1600,city4,state4
1601,city1,state1
1602,city5,state9
1603,city7,state10
1604,city7,state6
1605,city10,state0
1606,city6,state10
1607,city6,state9
1608,city0,state4
1609,city9,state9
1610,city4,state8
1611,city1,state4
1612,city9,state5
1613,city0,state10
1614,city3,state10
1615,city1,state9
1616,city7,state8
1617,city5,state10
1618,city6,state6
1619,city2,state0
1620,city6,state2
1621,city4,state10
1622,city6,state5
1623,city8,state10
1624,city4,state4
1625,city6,state5
1626,city8,state0
1627,city1,state2
1628,city6,state2
1629,city2,state6
1630,city6,state10
1631,city9,state4
1632,city6,state2
1633,city10,state10
1634,city8,state2
1635,city0,state1
1636,city0,state5
1637,city4,state2
1638,city2,state2
1639,city5,state2
1640,city4,state10
1641,city9,state10
1642,city7,state1
1643,city6,state1
1644,city3,state1
1645,city3,state5
1646,city1,state2
1647,city8,state0
1648,city2,state8
1649,city9,state6
1650,city3,state9
1651,city4,state6
1652,city9,state1
1653,city7,state7
1654,city10,state4
1655,city10,state0
1656,city3,state4
1657,city6,state2
1658,city3,state8
1659,city10,state10
1660,city3,state3
1661,city8,state6
1662,city10,state7
1663,city2,state7
