location_id,city,state
244,city8,state10
245,city1,state7
246,city5,state9
247,city10,state4
248,city10,state10
249,city6,state5
250,city2,state2
251,city8,state6
252,city9,state2
253,city6,state0
254,city0,state1
255,city6,state3
256,city7,state7
257,city9,state3
258,city4,state5
259,city3,state7
260,city5,state5
261,city7,state4
262,city9,state7
263,city3,state9
264,city9,state10
265,city4,state10
266,city1,state6
267,city2,state5
268,city6,state8
269,city4,state6
270,city9,state0
271,city7,state7
272,city0,state1
273,city10,state4
274,city8,state3
275,city3,state2
276,city5,state10
277,city9,state3
278,city6,state10
279,city1,state9
280,city10,state5
281,city0,state4
282,city6,state9
283,city6,state1
284,city5,state4
285,city10,state7
286,city10,state8
287,city10,state6
288,city5,state10
289,city2,state6
290,city3,state8
291,city10,state6
292,city3,state8
293,city2,state1
294,city7,state3
295,city5,state1
296,city4,state0
297,city0,state8
298,city10,state2
299,city4,state7
300,city7,state10
301,city9,state2
302,city0,state8
303,city1,state5
304,city2,state3
305,city7,state6
306,city3,state1
307,city1,state1
308,city6,state1
309,city2,state4
310,city4,state4
311,city3,state2
312,city5,state10
313,city2,state1
314,city7,state3
315,city2,state0
316,city8,state6
317,city5,state0
318,city2,state10
319,city9,state3
320,city1,state6
321,city7,state9
322,city2,state5
323,city10,state10
324,city8,state10
325,city5,state5
326,city7,state6
327,city6,state2
328,city5,state8
329,city1,state10
330,city0,state9
331,city6,state9
332,city1,state4
333,city7,state7
334,city9,state2
335,city7,state0
336,city0,state0
337,city2,state8
338,city7,state7
339,city1,state9
340,city0,state9
341,city6,state1
342,city10,state1
343,city1,state9
344,city8,state10
345,city1,state4
346,city6,state7
347,city2,state1
348,city5,state3
349,city6,state1
350,city1,state5
351,city10,state9
352,city7,state2
353,city2,state1
354,city10,state0
355,city8,state9
356,city0,state5
357,city8,state9
358,city9,state1
359,city6,state2
360,city6,state4
361,city3,state1
362,city2,state2
363,city3,state10
364,city7,state1
365,city0,state0
366,city0,state3
367,city6,state2
368,city7,state4
369,city5,state2
370,city9,state7
371,city8,state3
372,city2,state2
373,city6,state0
374,city5,state3
375,city6,state3
376,city5,state10
377,city5,state7
378,city8,state9
379,city2,state6
380,city3,state4
381,city3,state7
382,city0,state2
383,city10,state1
384,city2,state6
385,city8,state4
386,city7,state0
387,city4,state3
388,city5,state8
389,city1,state1
390,city4,state4
391,city6,state2
392,city1,state5
393,city7,state10
394,city5,state8
395,city10,state10
396,city8,state3
397,city3,state5
398,city0,state1
399,city3,state5
400,city1,state9
401,city6,state3
402,city2,state6
403,city7,state1
404,city4,state5
405,city1,state8
406,city5,state3
407,city8,state4
408,city4,state6
409,city10,state8
410,city9,state2
411,city3,state3
412,city5,state7
413,city4,state9
414,city5,state5
415,city4,state10
416,city3,state4
417,city2,state6
418,city8,state2
419,city3,state10
420,city0,state5
421,city3,state8
422,city1,state6
423,city4,state4
424,city1,state5
425,city0,state7
426,city5,state0
427,city0,state0
428,city0,state8
429,city4,state9
430,city0,state9
431,city7,state10
432,city6,state1
433,city0,state1
434,city3,state1
435,city0,state3
436,city10,state6
437,city1,state6
438,city8,state7
439,city0,state1
440,city8,state9
441,city10,state5
442,city5,state8
443,city9,state4
444,city5,state7
445,city4,state5
446,city5,state7
447,city7,state3
448,city0,state9
449,city3,state1
450,city2,state10
451,city0,state10
452,city6,state5
453,city10,state2
454,city7,state8
455,city2,state0
456,city0,state7
457,city1,state3
458,city4,state7
459,city9,state10
460,city4,state8
461,city1,state8
462,city6,state6
463,city8,state9
464,city6,state4
465,city2,state5
466,city8,state8
467,city4,state1
468,city3,state0
469,city4,state6
470,city7,state10
471,city10,state8
472,city10,state9
473,city5,state10
474,city5,state6
475,city0,state9
476,city10,state10
477,city5,state3
478,city9,state10
479,city5,state9
480,city0,state10
481,city7,state0
482,city4,state5
483,city0,state9
484,city5,state1
485,city4,state0
486,city9,state2
487,city1,state7
488,city10,state1
489,city9,state0
490,city2,state10
491,city4,state1
492,city6,state4
493,city3,state2
494,city5,state6
495,city5,state3
496,city6,state0
497,city6,state9
498,city1,state3
499,city2,state10
500,city0,state0
501,city3,state6
502,city0,state10
503,city2,state0
504,city4,state8
505,city8,state0
506,city10,state8
507,city10,state7
508,city0,state7
509,city2,state7
510,city0,state6
511,city5,state0
512,city1,state10
513,city0,state1
514,city8,state4
515,city3,state2
516,city10,state9
517,city8,state0
518,city8,state7
519,city0,state4
520,city3,state9
521,city6,state1
522,city10,state9
523,city6,state5
524,city4,state4
525,city4,state1
526,city4,state4
527,city1,state1
528,city6,state9
529,city4,state10
530,city2,state9
531,city8,state1
532,city3,state7
533,city9,state7
534,city7,state10
535,city8,state6
536,city3,state10
537,city1,state9
538,city10,state8
539,city9,state7
540,city1,state2
541,city0,state5
542,city0,state7
543,city5,state6
544,city5,state1
545,city3,state9
546,city9,state6
547,city9,state1
548,city9,state5
549,city3,state10
550,city4,state1
551,city0,state1
552,city2,state3
553,city4,state2
554,city10,state2
555,city4,state8
556,city2,state8
557,city2,state6
558,city4,state6
559,city8,state10
560,city2,state4
561,city5,state10
562,city5,state1
563,city10,state8
564,city4,state4
565,city3,state9
566,city1,state8
567,city4,state8
568,city6,state7
569,city10,state2
570,city8,state9
571,city4,state4
572,city1,state10
573,city8,state3
574,city0,state6
575,city1,state9
576,city3,state10
577,city8,state5
578,city7,state7
579,city2,state6
580,city10,state10
581,city3,state6
582,city0,state2
583,city0,state0
584,city9,state0
585,city6,state9
586,city1,state3
587,city5,state4
588,city3,state0
589,city3,state6
590,city4,state5
591,city6,state0
592,city3,state3
593,city3,state4
594,city8,state0
595,city5,state7
596,city6,state5
597,city6,state5
598,city8,state9
599,city4,state5
600,city2,state8
601,city10,state7
602,city10,state9
603,city4,state10
604,city10,state5
605,city5,state3
606,city6,state2
607,city6,state3
608,city2,state2
609,city6,state10
610,city2,state9
611,city7,state4
612,city4,state0
613,city5,state4
614,city0,state2
615,city2,state0
616,city2,state4
617,city3,state2
618,city0,state9
619,city5,state0
620,city2,state9
621,city5,state4
622,city1,state4
623,city8,state5
624,city8,state2
625,city5,state0
626,city0,state1
627,city10,state0
628,city1,state8
629,city4,state6
630,city1,state8
631,city2,state9
632,city8,state1
633,city2,state8
634,city7,state3
635,city1,state4
636,city9,state0
637,city8,state2
638,city3,state6
639,city6,state8
640,city2,state7
641,city5,state0
642,city5,state8
643,city8,state3
644,city7,state2
645,city0,state6
646,city7,state1
647,city4,state6
648,city10,state4
649,city1,state9
650,city5,state8
651,city8,state8
652,city6,state1
653,city7,state3
654,city8,state8
655,city3,state7
656,city2,state6
657,city0,state8
658,city6,state7
659,city6,state6
660,city9,state10
661,city5,state10
662,city6,state3
663,city7,state0
664,city8,state2
665,city1,state0
666,city3,state7
667,city6,state1
668,city3,state2
669,city2,state1
670,city7,state9
671,city3,state8
672,city6,state4
673,city4,state10
674,city9,state3
675,city9,state2
676,city6,state6
677,city10,state7
678,city8,state3
679,city10,state3
680,city0,state8
681,city4,state6
682,city2,state7
683,city9,state10
684,city5,state9
685,city4,state7
686,city2,state5
687,city2,state3
688,city3,state3
689,city8,state1
690,city2,state2
691,city6,state0
692,city3,state1
693,city8,state4
694,city4,state0
695,city9,state5
696,city10,state4
697,city5,state5
698,city8,state9
699,city0,state8
700,city1,state2
701,city7,state10
702,city4,state0
703,city7,state9
704,city8,state7
705,city6,state2
706,city8,state0
707,city2,state7
708,city6,state1
709,city10,state9
710,city4,state8
711,city0,state0
712,city9,state7
713,city3,state6
714,city6,state2
715,city6,state10
716,city6,state9
717,city6,state3
718,city5,state2
719,city5,state1
720,city1,state3
721,city6,state8
722,city0,state10
723,city1,state3
724,city0,state1
725,city3,state6
726,city3,state8
727,city10,state5
728,city2,state7
729,city4,state0
730,city1,state4
731,city6,state7
732,city9,state9
733,city9,state6
734,city2,state8
735,city1,state1
736,city4,state4
737,city2,state5
738,city3,state7
739,city4,state6
740,city3,state2
741,city6,state0
742,city8,state3
743,city9,state3
744,city8,state10
745,city0,state10
746,city1,state9
747,city5,state3
748,city9,state1
749,city7,state3
750,city6,state9
751,city4,state7
752,city6,state7
753,city3,state0
754,city2,state6
755,city8,state8
756,city8,state2
757,city6,state5
758,city5,state10
759,city7,state9
760,city10,state3
761,city8,state2
762,city2,state2
763,city6,state1
764,city9,state8
765,city3,state6
766,city0,state7
767,city4,state9
768,city0,state4
769,city9,state7
770,city7,state6
771,city9,state10
772,city9,state4
773,city1,state9
774,city3,state8
775,city4,state9
776,city7,state7
777,city9,state2
778,city8,state4
779,city4,state10
780,city2,state10
781,city1,state7
782,city1,state1
783,city10,state6
784,city4,state8
785,city0,state4
786,city4,state1
787,city5,state10
788,city10,state10
789,city2,state10
790,city0,state5
791,city10,state7
792,city10,state3
793,city1,state8
794,city3,state5
795,city9,state3
796,city6,state8
797,city1,state4
798,city10,state5
799,city0,state1
800,city7,state4
801,city10,state7
802,city5,state3
803,city8,state3
804,city1,state4
805,city8,state9
806,city8,state3
807,city8,state3
808,city10,state5
809,city9,state4
810,city3,state5
811,city10,state6
812,city3,state5
813,city10,state5
814,city0,state1
815,city8,state6
816,city4,state7
817,city4,state4
818,city9,state10
819,city3,state6
820,city4,state9
821,city7,state0
822,city2,state7
823,city8,state4
824,city4,state6
825,city10,state2
826,city10,state9
827,city5,state3
828,city3,state6
829,city9,state10
830,city7,state5
831,city6,state1
832,city6,state3
833,city5,state2
834,city7,state10
835,city1,state1
836,city3,state8
837,city1,state7
838,city1,state10
839,city2,state10
840,city5,state0
841,city10,state4
842,city0,state5
843,city2,state10
844,city7,state4
845,city3,state2
846,city8,state1
847,city5,state5
848,city2,state4
849,city6,state2
850,city6,state10
851,city2,state3
852,city4,state5
853,city10,state1
854,city8,state9
855,city7,state6
856,city3,state2
857,city10,state0
858,city5,state9
859,city6,state1
860,city3,state5
861,city7,state8
862,city7,state1
863,city10,state1
864,city2,state2
865,city3,state2
866,city1,state9
867,city2,state6
868,city1,state3
869,city7,state8
870,city3,state5
871,city1,state4
872,city10,state6
873,city0,state0
874,city7,state5
875,city5,state10
876,city5,state5
877,city7,state7
878,city5,state7
879,city9,state5
880,city5,state4
881,city7,state9
882,city8,state6
883,city0,state4
884,city0,state3
885,city2,state2
886,city8,state8
887,city5,state8
888,city1,state4
889,city2,state7
890,city3,state10
891,city3,state8
892,city10,state0
893,city1,state1
894,city6,state7
895,city3,state9
896,city8,state1
897,city10,state0
898,city8,state6
899,city7,state4
900,city0,state8
901,city6,state7
902,city1,state8
903,city4,state3
904,city6,state1
905,city2,state7
906,city0,state8
907,city10,state7
908,city7,state1
909,city6,state4
910,city5,state2
911,city4,state10
912,city8,state2
913,city9,state9
914,city0,state5
915,city5,state2
916,city9,state8
917,city6,state6
918,city2,state1
919,city3,state0
920,city8,state4
921,city0,state5
922,city6,state6
923,city6,state6
924,city4,state9
925,city4,state6
926,city7,state3
927,city3,state9
928,city9,state9
929,city8,state8
930,city1,state1
931,city1,state2
932,city2,state7
933,city6,state6
934,city5,state7
935,city2,state7
936,city3,state3
937,city4,state1
938,city0,state9
939,city10,state5
940,city6,state2
941,city7,state1
942,city0,state8
943,city3,state1
944,city2,state5
945,city3,state5
946,city9,state7
947,city0,state0
948,city10,state1
949,city9,state6
950,city10,state6
951,city0,state3
952,city6,state6
953,city10,state1
954,city5,state7
955,city1,state6
956,city9,state6
957,city7,state3
958,city4,state3
959,city7,state1
960,city6,state9
961,city3,state2
962,city3,state6
963,city9,state3
964,city6,state7
965,city10,state0
966,city9,state10
967,city5,state3
968,city2,state2
969,city8,state3
970,city9,state4
971,city3,state7
972,city10,state1
973,city7,state5
974,city4,state3
975,city6,state10
976,city3,state1
977,city0,state5
978,city5,state6
979,city5,state1
980,city9,state3
981,city2,state3
982,city1,state1
983,city8,state10
984,city10,state2
985,city0,state10
986,city0,state5
987,city1,state10
988,city6,state2
989,city3,state1
990,city1,state2
991,city1,state0
992,city9,state5
993,city1,state0
994,city5,state4
995,city0,state5
996,city9,state4
997,city6,state2
998,city7,state5
999,city6,state4
1000,city3,state8
1001,city9,state8
1002,city4,state10
1003,city8,state7
1004,city2,state6
1005,city9,state2
1006,city4,state5
1007,city3,state4
1008,city2,state3
1009,city0,state8
1010,city8,state0
1011,city8,state10
1012,city0,state6
1013,city2,state3
1014,city2,state3
1015,city1,state0
1016,city8,state10
1017,city2,state0
1018,city2,state2
1019,city6,state6
1020,city9,state8
1021,city10,state1
1022,city6,state10
1023,city7,state2
1024,city5,state3
1025,city1,state6
1026,city5,state0
1027,city6,state6
1028,city10,state9
1029,city3,state2
1030,city7,state7
1031,city0,state4
1032,city10,state0
1033,city10,state0
1034,city8,state6
1035,city4,state6
1036,city4,state8
1037,city2,state10
1038,city6,state0
1039,city1,state2
1040,city8,state2
1041,city7,state5
1042,city1,state0
1043,city2,state6
1044,city2,state0
1045,city4,state3
1046,city4,state1
1047,city9,state8
1048,city3,state3
1049,city0,state6
1050,city9,state5
1051,city0,state0
1052,city4,state2
1053,city7,state7
1054,city8,state4
1055,city1,state5
1056,city1,state7
1057,city10,state3
1058,city10,state3
1059,city6,state8
1060,city5,state2
1061,city3,state1
1062,city7,state10
1063,city2,state4
1064,city0,state6
1065,city8,state6
1066,city2,state9
1067,city6,state4
1068,city9,state7
1069,city2,state7
1070,city1,state9
1071,city1,state4
1072,city7,state9
1073,city1,state2
1074,city5,state7
1075,city0,state2
1076,city10,state9
1077,city10,state7
1078,city1,state4
1079,city1,state1
1080,city6,state3
1081,city5,state4
1082,city7,state4
1083,city2,state5
1084,city8,state5
1085,city5,state1
1086,city1,state6
1087,city1,state9
1088,city8,state8
1089,city7,state4
1090,city9,state10
1091,city8,state9
1092,city1,state8
1093,city9,state7
1094,city7,state7
1095,city2,state8
1096,city10,state7
1097,city9,state3
1098,city6,state5
1099,city5,state8
1100,city8,state6
1101,city5,state5
1102,city2,state9
1103,city1,state9
1104,city7,state3
1105,city8,state7
1106,city2,state3
1107,city2,state10
1108,city7,state0
1109,city9,state9
1110,city8,state7
1111,city2,state6
1112,city4,state0
1113,city2,state0
1114,city1,state9
1115,city3,state5
1116,city1,state0
1117,city2,state7
1118,city9,state7
1119,city2,state4
1120,city7,state3
1121,city8,state10
1122,city7,state0
1123,city10,state2
1124,city1,state4
1125,city0,state0
1126,city7,state5
1127,city10,state9
1128,city5,state1
1129,city2,state6
1130,city1,state9
1131,city2,state10
1132,city2,state6
1133,city4,state5
1134,city2,state7
1135,city4,state4
1136,city7,state0
1137,city2,state9
1138,city3,state7
1139,city4,state0
1140,city2,state7
1141,city3,state3
1142,city2,state10
1143,city1,state10
1144,city3,state6
1145,city10,state4
1146,city10,state2
1147,city4,state10
1148,city1,state9
1149,city0,state0
1150,city8,state1
1151,city1,state6
1152,city9,state2
1153,city5,state5
1154,city6,state2
1155,city7,state5
1156,city0,state7
1157,city0,state3
1158,city9,state1
1159,city9,state1
1160,city2,state1
1161,city5,state7
1162,city5,state9
1163,city7,state6
1164,city10,state7
1165,city6,state10
1166,city7,state4
1167,city6,state10
1168,city1,state6
1169,city6,state3
1170,city2,state6
1171,city5,state2
1172,city10,state8
1173,city8,state9
1174,city9,state2
1175,city0,state9
1176,city1,state10
1177,city0,state6
1178,city6,state2
1179,city7,state1
1180,city8,state10
1181,city3,state8
1182,city6,state9
1183,city4,state7
1184,city9,state6
1185,city3,state9
1186,city3,state8
1187,city5,state3
1188,city4,state5
1189,city1,state10
1190,city6,state9
1191,city0,state4
1192,city0,state5
1193,city8,state9
1194,city2,state1
1195,city1,state6
1196,city8,state3
1197,city2,state10
1198,city2,state7
1199,city4,state7
1200,city10,state8
1201,city4,state3
1202,city10,state3
1203,city2,state8
1204,city8,state8
1205,city9,state0
1206,city0,state9
1207,city9,state3
1208,city5,state2
1209,city1,state6
1210,city8,state8
1211,city2,state0
1212,city1,state6
1213,city1,state1
1214,city3,state9
1215,city0,state8
1216,city10,state2
1217,city2,state10
1218,city8,state6
1219,city7,state2
1220,city9,state8
1221,city7,state0
1222,city4,state5
1223,city4,state10
1224,city5,state2
1225,city9,state7
1226,city6,state8
1227,city6,state9
1228,city6,state4
1229,city9,state9
1230,city5,state7
1231,city2,state4
1232,city8,state3
1233,city1,state0
1234,city2,state0
1235,city6,state2
1236,city9,state7
1237,city7,state3
1238,city1,state7
1239,city3,state2
1240,city5,state0
1241,city3,state6
1242,city5,state3
1243,city9,state1
1244,city3,state6
1245,city0,state6
1246,city7,state7
1247,city1,state5
1248,city10,state5
1249,city0,state10
1250,city1,state5
1251,city4,state4
1252,city3,state0
1253,city5,state0
1254,city4,state1
1255,city9,state10
1256,city5,state0
1257,city1,state5
1258,city2,state2
1259,city2,state4
1260,city1,state8
1261,city0,state10
1262,city10,state1
1263,city3,state5
1264,city2,state0
1265,city4,state2
1266,city3,state10
1267,city10,state3
1268,city8,state2
1269,city5,state0
1270,city2,state10
1271,city0,state0
1272,city2,state7
1273,city1,state9
1274,city2,state0
1275,city0,state6
1276,city10,state0
1277,city8,state9
1278,city10,state6
1279,city8,state7
1280,city1,state3
1281,city2,state3
1282,city9,state7
1283,city10,state1
1284,city8,state5
1285,city1,state9
1286,city2,state4
1287,city10,state1
1288,city0,state1
1289,city1,state0
1290,city10,state0
1291,city6,state7
1292,city3,state2
1293,city2,state4
1294,city3,state0
1295,city0,state7
1296,city1,state6
1297,city4,state10
1298,city8,state10
1299,city4,state10
1300,city2,state2
1301,city6,state3
1302,city7,state10
1303,city4,state2
1304,city4,state0
1305,city0,state0
1306,city9,state7
1307,city10,state8
1308,city6,state3
1309,city1,state7
1310,city0,state0
1311,city10,state0
1312,city9,state6
1313,city5,state4
1314,city8,state4
1315,city0,state5
1316,city5,state2
1317,city4,state4
1318,city7,state0
1319,city0,state9
1320,city7,state8
1321,city2,state9
1322,city6,state5
1323,city5,state6
1324,city4,state6
1325,city6,state3
1326,city8,state8
1327,city10,state7
1328,city6,state4
1329,city9,state6
1330,city7,state4
1331,city10,state6
1332,city2,state9
1333,city6,state6
1334,city3,state9
1335,city6,state6
1336,city5,state9
1337,city8,state0
1338,city3,state9
1339,city10,state3
1340,city9,state5
1341,city8,state1
1342,city10,state7
1343,city1,state0
1344,city4,state8
1345,city1,state2
1346,city5,state7
1347,city2,state1
1348,city8,state3
1349,city10,state4
1350,city8,state1
1351,city4,state1
1352,city7,state10
1353,city8,state4
1354,city1,state7
1355,city4,state6
1356,city8,state8
1357,city9,state2
1358,city5,state9
1359,city3,state9
1360,city4,state7
1361,city5,state8
1362,city3,state6
1363,city10,state4
1364,city6,state7
1365,city0,state9
1366,city8,state5
1367,city3,state5
1368,city7,state6
1369,city10,state0
1370,city5,state10
1371,city6,state5
1372,city1,state6
1373,city7,state2
1374,city9,state9
1375,city3,state0
1376,city4,state10
1377,city2,state8
1378,city4,state7
1379,city9,state2
1380,city1,state5
1381,city2,state10
1382,city0,state2
1383,city1,state8
1384,city6,state7
1385,city4,state10
1386,city0,state6
1387,city2,state3
1388,city0,state8
1389,city9,state7
1390,city10,state8
1391,city9,state2
1392,city3,state4
1393,city0,state4
1394,city5,state5
1395,city3,state1
1396,city0,state3
1397,city8,state2
1398,city9,state6
1399,city3,state7
1400,city1,state4
1401,city1,state5
1402,city6,state2
1403,city1,state10
1404,city8,state4
1405,city3,state6
1406,city7,state7
1407,city10,state5
1408,city0,state6
1409,city0,state3
1410,city4,state10
1411,city5,state2
1412,city2,state7
1413,city1,state7
1414,city8,state10
1415,city6,state8
1416,city8,state4
1417,city6,state10
1418,city4,state10
1419,city9,state2
1420,city10,state9
1421,city0,state3
1422,city4,state7
1423,city8,state7
1424,city8,state6
1425,city4,state2
1426,city10,state6
1427,city10,state1
1428,city7,state1
1429,city10,state3
1430,city2,state7
1431,city4,state2
1432,city10,state4
1433,city3,state8
1434,city1,state9
1435,city3,state4
1436,city5,state3
1437,city6,state0
1438,city1,state6
1439,city0,state5
1440,city9,state0
1441,city10,state0
1442,city6,state3
1443,city2,state4
1444,city8,state2
1445,city1,state7
1446,city2,state7
1447,city6,state6
1448,city8,state10
1449,city3,state10
1450,city0,state8
1451,city1,state2
1452,city0,state8
1453,city3,state5
1454,city6,state0
1455,city1,state6
1456,city2,state5
1457,city6,state0
1458,city4,state5
1459,city8,state1
1460,city5,state3
1461,city3,state8
1462,city5,state9
1463,city9,state6
1464,city3,state9
1465,city9,state8
1466,city0,state10
1467,city2,state1
1468,city0,state10
1469,city6,state3
1470,city7,state9
1471,city1,state7
1472,city0,state3
1473,city8,state0
1474,city7,state0
1475,city8,state7
1476,city1,state7
1477,city0,state4
1478,city0,state6
1479,city8,state0
1480,city7,state0
1481,city10,state9
1482,city8,state1
1483,city7,state4
1484,city6,state2
1485,city8,state6
1486,city7,state7
1487,city0,state5
1488,city4,state10
1489,city3,state8
1490,city7,state9
1491,city5,state2
1492,city4,state4
1493,city9,state3
1494,city9,state1
1495,city5,state10
1496,city4,state3
1497,city9,state8
1498,city9,state7
1499,city4,state5
1500,city2,state8
1501,city7,state3
1502,city1,state6
1503,city9,state10
1504,city9,state4
1505,city8,state4
1506,city2,state7
1507,city2,state9
1508,city0,state4
1509,city6,state0
1510,city10,state10
1511,city6,state6
1512,city3,state2
1513,city2,state10
1514,city4,state0
1515,city2,state5
1516,city4,state2
1517,city9,state10
1518,city4,state9
1519,city6,state2
1520,city5,state7
1521,city0,state2
1522,city2,state8
1523,city7,state6
1524,city6,state4
1525,city6,state7
1526,city9,state4
1527,city9,state10
1528,city5,state6
1529,city8,state4
1530,city0,state9
1531,city10,state3
1532,city8,state4
1533,city7,state9
1534,city1,state10
1535,city0,state3
1536,city6,state3
1537,city2,state8
1538,city4,state6
1539,city1,state0
1540,city2,state4
1541,city0,state7
1542,city5,state6
1543,city8,state2
1544,city4,state9
1545,city2,state2
1546,city2,state8
1547,city10,state8
1548,city1,state0
1549,city5,state8
1550,city9,state4
1551,city10,state6
1552,city6,state1
1553,city10,state1
1554,city9,state2
1555,city5,state2
1556,city6,state1
1557,city9,state8
1558,city7,state8
1559,city6,state6
1560,city4,state4
1561,city2,state0
1562,city5,state1
1563,city8,state6
1564,city4,state6
1565,city1,state4
1566,city0,state7
1567,city0,state7
1568,city10,state1
1569,city1,state8
1570,city3,state10
1571,city4,state3
1572,city7,state7
1573,city3,state9
1574,city1,state6
1575,city9,state8
1576,city10,state10
1577,city10,state1
1578,city4,state2
1579,city8,state3
1580,city2,state3
1581,city2,state9
1582,city3,state8
1583,city4,state6
1584,city5,state0
1585,city6,state7
1586,city7,state4
1587,city8,state9
1588,city1,state8
1589,city3,state2
1590,city8,state2
1591,city3,state10
1592,city1,state1
1593,city10,state2
1594,city3,state4
1595,city10,state3
1596,city2,state7
1597,city8,state7
1598,city9,state0
1599,city6,state9
1600,city8,state6
1601,city1,state6
1602,city9,state6
1603,city10,state8
1604,city10,state5
1605,city2,state8
1606,city4,state7
1607,city8,state2
1608,city4,state3
1609,city4,state2
1610,city4,state7
1611,city2,state2
1612,city10,state1
1613,city7,state2
1614,city10,state6
1615,city10,state0
1616,city7,state7
1617,city5,state1
1618,city1,state9
1619,city2,state5
1620,city1,state5
1621,city9,state10
1622,city0,state4
1623,city1,state5
1624,city3,state5
1625,city4,state8
1626,city6,state0
1627,city2,state2
1628,city4,state5
1629,city8,state2
1630,city2,state0
1631,city4,state3
1632,city10,state0
1633,city9,state0
1634,city9,state7
1635,city7,state7
1636,city5,state4
1637,city3,state0
1638,city7,state0
1639,city3,state5
1640,city8,state9
1641,city4,state9
1642,city2,state7
1643,city6,state1
1644,city2,state9
1645,city0,state4
1646,city7,state2
1647,city2,state2
1648,city1,state6
1649,city9,state2
1650,city10,state9
1651,city0,state2
1652,city10,state4
1653,city9,state10
1654,city6,state5
1655,city4,state8
1656,city4,state3
1657,city8,state4
1658,city4,state3
1659,city1,state2
1660,city3,state9
1661,city6,state3
1662,city0,state9
1663,city1,state10
