sales_id,location_id,product_id,date_added,sales
206,9115,3782,413,5
207,297,1089,415,9
208,3978,3976,417,4
209,140,8666,419,5
210,5399,6005,421,10
211,8240,8251,423,2
212,4712,1339,425,5
213,288,293,427,4
214,8737,1829,429,10
215,8688,8540,431,10
216,2965,6512,433,5
217,8251,1211,435,5
218,8857,1531,437,10
219,9289,2214,439,0
220,3174,3392,441,4
221,6156,5112,443,5
222,2025,5105,445,1
223,9991,7222,447,3
224,2007,9695,449,7
225,8961,5855,451,7
226,7204,9180,453,4
227,8502,1035,455,7
228,7752,6702,457,7
229,8925,7685,459,6
230,7852,9733,461,2
231,9529,7369,463,3
232,4675,2645,465,4
233,5212,5101,467,8
234,5796,2446,469,7
235,7718,6905,471,1
236,1109,5399,473,1
237,801,2628,475,5
238,5700,9683,477,8
239,136,7516,479,9
240,6288,4746,481,0
241,7887,940,483,1
242,2338,3298,485,1
243,5261,4382,487,2
244,5894,1061,489,1
245,9841,2419,491,5
246,3977,186,493,9
247,6821,1430,495,8
248,9960,8457,497,1
249,9696,5184,499,10
250,2152,1000,501,10
251,1434,1587,503,6
252,9836,5357,505,9
253,4288,9774,507,8
254,9072,7808,509,0
255,5570,6930,511,3
256,7979,9441,513,1
257,4020,1606,515,10
258,9425,5113,517,5
259,7534,6194,519,7
260,9157,1678,521,6
261,4139,2558,523,0
262,3049,4321,525,10
263,7036,2924,527,6
264,2697,6313,529,9
265,4868,2753,531,3
266,7364,521,533,7
267,3687,5211,535,5
268,3796,789,537,5
269,3749,6496,539,3
270,8867,3856,541,8
271,6467,2824,543,3
272,596,1467,545,9
273,164,333,547,4
274,9756,3482,549,7
275,6878,905,551,6
276,4784,6662,553,9
277,2270,5906,555,8
278,146,4577,557,1
279,7587,8254,559,8
280,9485,5752,561,3
281,4268,2877,563,7
282,6104,7347,565,7
283,7164,3068,567,10
284,7237,8890,569,5
285,1031,7021,571,8
286,4621,2088,573,2
287,5549,1297,575,10
288,7474,328,577,10
289,2981,8477,579,10
290,9299,8460,581,2
291,8669,1550,583,6
292,355,6447,585,8
293,6257,7613,587,8
294,1174,7730,589,5
295,9817,7168,591,10
296,114,5329,593,1
297,1920,3501,595,8
298,3196,9770,597,10
299,1712,9164,599,9
300,5522,5257,601,10
301,9057,9683,603,3
302,5148,7876,605,0
303,3686,7333,607,7
304,4098,2393,609,0
305,3136,130,611,1
306,3110,2357,613,6
307,609,8803,615,5
308,7093,7683,617,7
309,3970,2061,619,8
310,378,2514,621,5
311,6270,8670,623,5
312,2730,1782,625,2
313,7522,7977,627,6
314,6944,3508,629,6
315,5621,916,631,9
316,1884,2692,633,2
317,7208,46,635,3
318,6625,5791,637,0
319,4528,6179,639,10
320,6701,49,641,0
321,4025,2586,643,7
322,7929,2537,645,7
323,4222,3351,647,9
324,2130,5122,649,4
325,68,3642,651,4
326,9246,1247,653,10
327,6877,17,655,10
328,3329,7649,657,4
329,2672,5827,659,7
330,2296,4267,661,8
331,7405,3064,663,6
332,4789,7938,665,1
333,6037,2699,667,7
334,3094,1923,669,1
335,6781,3291,671,10
336,5861,6442,673,10
337,5261,4280,675,2
338,3663,3203,677,0
339,5101,4617,679,10
340,1116,3593,681,1
341,8078,1684,683,8
342,6685,449,685,1
343,7446,2835,687,10
344,248,2778,689,2
345,6409,4461,691,6
346,3477,6677,693,2
347,5818,9133,695,2
348,4227,8517,697,3
349,8118,7727,699,0
350,4461,9840,701,9
351,8179,2033,703,5
352,2436,936,705,0
353,5852,9703,707,8
354,9756,6176,709,9
355,3915,1026,711,10
356,8378,8485,713,3
357,9606,3671,715,9
358,6422,2429,717,3
359,8216,6856,719,0
360,7850,8648,721,6
361,499,361,723,0
362,2655,4200,725,5
363,6194,435,727,10
364,2445,9746,729,7
365,9649,1696,731,2
366,8167,1815,733,9
367,8912,6171,735,5
368,8580,1801,737,5
369,6932,771,739,9
370,1715,8028,741,7
371,7688,4170,743,0
372,5210,8459,745,0
373,7527,9501,747,7
374,5319,382,749,3
375,7121,9345,751,6
376,2831,3752,753,0
377,1149,4893,755,3
378,2561,1896,757,8
379,8319,2512,759,10
380,748,8131,761,5
381,7866,8535,763,3
382,787,853,765,3
383,6311,2927,767,3
384,739,1172,769,10
385,3080,7157,771,4
386,4125,2247,773,1
387,3160,8671,775,5
388,8955,9803,777,1
389,1224,8149,779,3
390,8493,4400,781,9
391,4234,9283,783,3
392,4120,341,785,0
393,8653,9777,787,7
394,9798,1273,789,6
395,4116,8679,791,7
396,5408,8243,793,1
397,5865,8604,795,8
398,3931,2170,797,5
399,7513,6669,799,4
400,7594,2575,801,0
401,5538,6446,803,7
402,9110,1163,805,6
403,7601,1638,807,7
404,4709,5124,809,9
405,9241,1124,811,10
406,4141,4901,813,8
407,7564,8179,815,3
408,1657,4077,817,0
409,4365,4752,819,4
410,9901,9740,821,7
411,6149,2818,823,2
412,7587,8490,825,10
413,2430,8584,827,1
414,4149,1570,829,4
415,298,8177,831,3
416,7695,4812,833,9
417,6845,7857,835,7
418,5564,4348,837,8
419,7519,3844,839,4
420,7158,7040,841,5
421,5380,2311,843,3
422,9500,5145,845,8
423,4905,1927,847,3
424,8422,2360,849,5
425,2580,9821,851,7
426,8410,3001,853,3
427,2733,6300,855,3
428,4517,3853,857,7
429,8664,6424,859,2
430,1271,8364,861,0
431,4983,3440,863,7
432,2916,4638,865,6
433,3934,3781,867,10
434,4075,8981,869,6
435,350,6869,871,2
436,4870,7233,873,0
437,9000,3031,875,9
438,1908,7337,877,10
439,4615,4185,879,7
440,3341,9905,881,3
441,2224,6893,883,9
442,9380,2997,885,9
443,6999,8909,887,6
444,9035,5856,889,5
445,8811,9255,891,7
446,5805,719,893,2
447,2305,9367,895,3
448,3524,2359,897,9
449,6436,1657,899,7
450,9866,3942,901,4
451,1662,4514,903,8
452,4012,8796,905,9
453,9902,6555,907,2
454,4911,7285,909,1
455,1376,7867,911,7
456,4203,1309,913,2
457,4228,8240,915,3
458,3098,7190,917,1
459,8380,7249,919,0
460,2296,2336,921,5
461,7726,9738,923,6
462,1570,3310,925,1
463,7780,5572,927,10
464,5573,2848,929,9
465,1022,9165,931,5
466,9323,3334,933,4
467,9571,9314,935,0
468,7637,8213,937,3
469,9857,7543,939,6
470,6054,5984,941,2
471,3959,5940,943,9
472,22,5793,945,7
473,5823,8204,947,6
474,7205,757,949,8
475,998,842,951,7
476,9479,9783,953,3
477,2561,3927,955,6
478,9946,1034,957,0
479,1930,8235,959,2
480,179,629,961,2
481,1616,1509,963,3
482,5587,963,965,2
483,4919,6184,967,5
484,7786,809,969,1
485,2583,6544,971,8
486,6701,9379,973,1
487,7102,515,975,4
488,6528,8528,977,7
489,2136,9953,979,1
490,113,2071,981,5
491,8030,7552,983,8
492,4253,9061,985,4
493,7352,606,987,10
494,9567,2066,989,7
495,4845,2476,991,6
496,6902,8411,993,3
497,4774,3476,995,9
498,2378,2946,997,8
499,591,5755,999,7
500,6315,653,1001,3
501,6713,3614,1003,10
502,4120,9377,1005,9
503,207,5735,1007,0
504,1458,4114,1009,10
505,4359,4883,1011,1
506,8656,4253,1013,6
507,3965,4692,1015,10
508,7430,7500,1017,1
509,1160,2765,1019,6
510,1192,2393,1021,10
511,4465,2064,1023,9
512,3624,5590,1025,0
513,2488,5625,1027,1
514,4284,3230,1029,8
515,4286,277,1031,0
516,3438,857,1033,5
517,8247,4113,1035,2
518,7851,782,1037,6
519,2847,8210,1039,7
520,2679,6727,1041,6
521,9823,6917,1043,10
522,2129,7392,1045,10
523,4402,8022,1047,7
524,1403,6153,1049,3
525,2412,7505,1051,1
526,2876,556,1053,6
527,2161,4488,1055,8
528,7354,6890,1057,9
529,9339,977,1059,8
530,8287,537,1061,0
531,4836,5935,1063,7
532,8867,8335,1065,7
533,3914,85,1067,4
534,7268,8034,1069,5
535,1925,958,1071,1
536,8607,6129,1073,8
537,3787,1739,1075,9
538,1250,9645,1077,0
539,7666,6647,1079,3
540,9050,7253,1081,0
541,8178,2263,1083,5
542,9284,918,1085,1
543,9900,1107,1087,5
544,4893,2854,1089,5
545,1709,272,1091,10
546,1549,2201,1093,0
547,7100,6104,1095,0
548,9443,5503,1097,7
549,7050,9516,1099,1
550,6160,5266,1101,1
551,5124,6160,1103,7
552,2935,3672,1105,10
553,403,8583,1107,1
554,6852,9834,1109,6
555,57,5013,1111,2
556,833,9218,1113,7
557,7367,6754,1115,4
558,7855,3410,1117,4
559,4575,3247,1119,1
560,7793,4599,1121,2
561,7013,7048,1123,5
562,1674,5779,1125,7
563,4848,5747,1127,6
564,4919,2790,1129,0
565,683,6769,1131,4
566,5730,9451,1133,0
567,172,414,1135,8
568,6604,5513,1137,4
569,7636,9808,1139,10
570,4832,8234,1141,0
571,9318,1478,1143,0
572,9346,9416,1145,8
573,7391,1728,1147,3
574,7464,1747,1149,7
575,3542,4317,1151,8
576,31,979,1153,5
577,4305,8387,1155,9
578,1422,4409,1157,8
579,2758,6753,1159,1
580,6684,5923,1161,3
581,3989,9793,1163,2
582,7416,4359,1165,2
583,6450,5555,1167,7
584,3715,784,1169,5
585,3014,6318,1171,1
586,7771,5222,1173,6
587,9963,7161,1175,1
588,6864,9879,1177,8
589,8799,8790,1179,0
590,7351,4214,1181,9
591,6669,9807,1183,3
592,8440,6408,1185,8
593,9892,988,1187,5
594,1183,9898,1189,1
595,8366,9314,1191,8
596,7660,4361,1193,3
597,8778,1981,1195,8
598,5825,2752,1197,8
599,5207,3264,1199,2
600,5951,4081,1201,1
601,6219,4758,1203,7
602,8210,4882,1205,4
603,9092,467,1207,10
604,6790,4237,1209,5
605,3249,8317,1211,1
606,8152,8206,1213,4
607,3973,2838,1215,2
608,3084,2405,1217,1
609,8003,7871,1219,0
610,2024,1998,1221,8
611,9424,2845,1223,8
612,227,3139,1225,1
613,1434,308,1227,2
614,2611,7360,1229,9
615,8901,9647,1231,8
616,8225,32,1233,1
617,3675,53,1235,6
618,9627,6734,1237,7
619,8886,5973,1239,6
620,7981,3203,1241,1
621,2239,8688,1243,0
622,4065,1388,1245,1
623,6255,3886,1247,10
624,3405,980,1249,10
625,1277,9646,1251,4
626,4812,4622,1253,5
627,4607,8176,1255,3
628,9858,5358,1257,6
629,1342,635,1259,6
630,6217,5806,1261,9
631,9264,1367,1263,0
632,2174,8712,1265,3
633,1002,142,1267,10
634,2604,180,1269,8
635,9834,2676,1271,0
636,8230,6584,1273,8
637,3169,1733,1275,4
638,4175,4668,1277,4
639,2481,8543,1279,3
640,7713,8982,1281,1
641,4747,379,1283,10
642,2032,5871,1285,8
643,6008,7825,1287,2
644,978,1456,1289,9
645,8526,9325,1291,1
646,364,1937,1293,7
647,8622,8168,1295,9
648,9776,1577,1297,2
649,314,4437,1299,1
650,4257,2169,1301,10
651,5356,8039,1303,5
652,1666,9042,1305,3
653,6131,9879,1307,5
654,1393,7268,1309,6
655,9728,7816,1311,9
656,783,2172,1313,10
657,972,1344,1315,4
658,1752,1676,1317,4
659,1048,5555,1319,1
660,2285,940,1321,1
661,1336,2768,1323,7
662,8217,1243,1325,4
663,7771,2435,1327,0
664,8437,1136,1329,5
665,7045,3636,1331,6
666,7553,3881,1333,10
667,2271,4403,1335,5
668,5630,8931,1337,9
669,7318,9723,1339,2
670,7605,4742,1341,5
671,74,2000,1343,7
672,1638,1220,1345,0
673,1592,5928,1347,6
674,1818,9545,1349,9
675,8330,9514,1351,6
676,8899,2900,1353,3
677,4138,2306,1355,9
678,9936,7836,1357,5
679,7543,6991,1359,3
680,509,35,1361,8
681,3060,1431,1363,2
682,8079,3127,1365,9
683,3912,1872,1367,5
684,1693,5285,1369,6
685,7388,635,1371,9
686,3637,797,1373,5
687,4166,8468,1375,9
688,1126,2617,1377,8
689,6549,6123,1379,1
690,3824,9568,1381,0
691,6424,3392,1383,7
692,1761,6751,1385,6
693,8161,2421,1387,0
694,8854,5493,1389,5
695,4489,6882,1391,1
696,5532,555,1393,8
697,9750,4656,1395,3
698,9420,3355,1397,8
699,1621,566,1399,10
700,6075,5738,1401,8
701,2602,7638,1403,9
702,934,2302,1405,4
703,221,1898,1407,2
704,6560,1449,1409,8
705,3989,8586,1411,8
706,7475,6750,1413,3
707,2140,8950,1415,9
708,9132,8967,1417,6
709,3887,185,1419,6
710,4045,5544,1421,1
711,7057,1926,1423,3
712,2829,6477,1425,3
713,4354,7361,1427,10
714,8825,5034,1429,1
715,8763,6993,1431,0
716,539,5080,1433,10
717,9661,2850,1435,7
718,3865,8378,1437,1
719,7947,4032,1439,7
720,1521,5705,1441,3
721,733,8490,1443,1
722,5468,3207,1445,4
723,315,5188,1447,8
724,421,3736,1449,1
725,3576,3744,1451,9
726,874,5911,1453,4
727,7955,3075,1455,1
728,2213,1746,1457,7
729,2497,9231,1459,1
730,6527,5279,1461,4
731,203,3422,1463,10
732,8228,22,1465,5
733,2500,4822,1467,5
734,5368,479,1469,7
735,2597,5666,1471,10
736,5261,1974,1473,3
737,2286,2722,1475,9
738,4692,9526,1477,3
739,1457,9956,1479,7
740,5412,3469,1481,7
741,6487,976,1483,4
742,1292,5845,1485,0
743,5802,2234,1487,7
744,113,9039,1489,7
745,1949,1423,1491,8
746,1883,8303,1493,9
747,3871,5567,1495,3
748,5809,499,1497,7
749,4105,6690,1499,4
750,4525,6849,1501,9
751,2632,1330,1503,10
752,9027,3743,1505,3
753,7058,5739,1507,4
754,9949,1713,1509,10
755,1409,8183,1511,9
756,5051,9220,1513,10
757,6180,5360,1515,9
758,4178,262,1517,8
759,9245,1188,1519,2
760,9144,2969,1521,5
761,6458,2691,1523,1
762,1518,8361,1525,10
763,7761,2079,1527,0
764,3341,6995,1529,2
765,517,8584,1531,3
766,5229,2590,1533,4
767,9806,6224,1535,0
768,3311,5527,1537,0
769,4899,218,1539,3
770,431,3352,1541,8
771,5006,929,1543,10
772,312,7298,1545,6
773,1500,4317,1547,1
774,5482,5919,1549,9
775,652,2353,1551,4
776,6894,3166,1553,4
777,4586,7182,1555,6
778,9785,7275,1557,7
779,4411,6496,1559,9
780,1282,355,1561,0
781,8856,4706,1563,9
782,9379,6125,1565,2
783,6604,9583,1567,3
784,4660,3607,1569,6
785,8608,1993,1571,0
786,3062,237,1573,9
787,3158,9174,1575,3
788,6878,5094,1577,1
789,7738,2997,1579,5
790,8430,838,1581,4
791,6569,1188,1583,1
792,9594,5011,1585,3
793,5178,2627,1587,6
794,9528,3033,1589,0
795,5778,3004,1591,9
796,4925,3775,1593,3
797,7386,2250,1595,1
798,9142,5772,1597,8
799,8236,5234,1599,10
800,8376,7192,1601,9
801,9152,4729,1603,10
802,448,1940,1605,3
803,5240,6132,1607,7
804,9188,5152,1609,5
805,3785,3611,1611,1
806,135,9152,1613,4
807,7842,247,1615,1
808,8649,8253,1617,5
809,6346,9873,1619,10
810,5418,1760,1621,2
811,1413,3038,1623,4
812,2634,3272,1625,5
813,4158,7102,1627,3
814,5798,5047,1629,6
815,6831,1113,1631,10
816,423,2071,1633,8
817,700,5433,1635,3
818,9793,1603,1637,10
819,9899,8424,1639,1
820,4462,4539,1641,1
821,5642,3894,1643,8
822,9141,2350,1645,1
823,146,8553,1647,5
824,9501,9166,1649,0
825,90,3370,1651,8
826,2863,2147,1653,0
827,5385,4214,1655,9
828,578,6735,1657,3
829,4920,5531,1659,5
830,5296,6124,1661,1
831,5582,7654,1663,2
832,2776,3919,1665,7
833,9728,2017,1667,9
834,286,8352,1669,9
835,759,5184,1671,3
836,9877,9456,1673,10
837,6339,1203,1675,4
838,215,9045,1677,2
839,1344,7246,1679,4
840,4090,8499,1681,8
841,7800,1687,1683,5
842,9836,8094,1685,2
843,7322,730,1687,7
844,1731,8755,1689,2
845,967,85,1691,3
846,8383,9453,1693,9
847,1822,6349,1695,7
848,4480,5217,1697,1
849,4270,8048,1699,2
850,9195,6228,1701,0
851,9149,8042,1703,10
852,1831,6986,1705,6
853,9128,7577,1707,2
854,7668,4979,1709,4
855,5479,8354,1711,1
856,3915,1817,1713,6
857,9229,3607,1715,5
858,4826,2829,1717,9
859,8969,3861,1719,8
860,5305,6264,1721,1
861,1086,2428,1723,0
862,3739,5740,1725,8
863,2502,9674,1727,1
864,1082,1160,1729,3
865,2970,7642,1731,8
866,532,8641,1733,3
867,5030,7514,1735,1
868,2832,3858,1737,4
869,6492,1102,1739,7
870,9521,4101,1741,1
871,5879,3688,1743,10
872,9338,1262,1745,0
873,3051,3017,1747,0
874,589,9946,1749,7
875,1649,2247,1751,3
876,8305,7319,1753,1
877,2372,5760,1755,7
878,5829,69,1757,0
879,3441,2682,1759,7
880,4600,3789,1761,5
881,8227,6494,1763,4
882,7704,598,1765,8
883,8879,9128,1767,4
884,9285,3662,1769,10
885,2322,615,1771,5
886,3055,3450,1773,6
887,932,6671,1775,7
888,2542,9425,1777,3
889,6310,4346,1779,3
890,7507,8429,1781,6
891,347,618,1783,3
892,8815,7276,1785,4
893,9161,7079,1787,2
894,8610,6459,1789,6
895,104,1529,1791,8
896,4855,8701,1793,10
897,1972,9674,1795,4
898,7589,536,1797,8
899,4166,4580,1799,6
900,2185,6746,1801,10
901,2305,9633,1803,2
902,2728,2272,1805,3
903,1493,1285,1807,5
904,3507,4622,1809,2
905,9544,6649,1811,3
906,4811,1521,1813,1
907,5661,8012,1815,0
908,805,275,1817,7
909,3254,4271,1819,5
910,3776,4858,1821,8
911,4756,5521,1823,6
912,3504,1605,1825,2
913,8870,1751,1827,2
914,5537,2121,1829,3
915,1792,6210,1831,0
916,6108,3256,1833,4
917,4828,8570,1835,9
918,4563,6421,1837,9
919,2680,2033,1839,4
920,7142,5639,1841,7
921,276,9990,1843,3
922,8766,2968,1845,0
923,652,8239,1847,9
924,1863,131,1849,3
925,9410,8594,1851,10
926,4675,5341,1853,9
927,910,7863,1855,0
928,1088,5486,1857,2
929,8376,1905,1859,0
930,1777,9280,1861,10
931,4142,1112,1863,5
932,1697,4031,1865,8
933,2971,9081,1867,4
934,6443,1395,1869,1
935,2478,5932,1871,0
936,3420,8756,1873,5
937,2623,1024,1875,7
938,7379,6441,1877,6
939,6527,4392,1879,7
940,6563,1777,1881,5
941,3026,185,1883,10
942,8525,9667,1885,10
943,7881,3203,1887,2
944,9510,9299,1889,2
945,6525,1680,1891,1
946,7917,8975,1893,10
947,5313,8960,1895,1
948,410,6513,1897,7
949,1433,6345,1899,1
950,7114,8140,1901,8
951,1043,9043,1903,7
952,9597,6005,1905,9
953,5630,6315,1907,8
954,695,7480,1909,4
955,4082,4571,1911,2
956,2701,6195,1913,3
957,4227,5664,1915,10
958,6899,3078,1917,10
959,9749,785,1919,5
960,7875,1111,1921,6
961,5354,4243,1923,7
962,1187,795,1925,2
963,5276,4802,1927,9
964,3744,5233,1929,5
965,1325,6933,1931,4
966,2164,8430,1933,6
967,1216,4103,1935,5
968,8064,4561,1937,4
969,1921,6409,1939,0
970,2827,2950,1941,0
971,7975,9793,1943,7
972,6816,5733,1945,9
973,337,1727,1947,5
974,8941,9635,1949,1
975,3862,8655,1951,4
976,5958,6594,1953,9
977,7642,2628,1955,1
978,2960,1060,1957,1
979,4997,2879,1959,9
980,577,5181,1961,4
981,2866,3162,1963,0
982,1478,9826,1965,5
983,8517,1329,1967,8
984,8928,3427,1969,1
985,2471,5553,1971,0
986,7922,4169,1973,1
987,5866,7207,1975,6
988,2671,57,1977,7
989,5560,2275,1979,6
990,2026,3958,1981,7
991,1914,6333,1983,9
992,3848,7248,1985,6
993,4155,4880,1987,10
994,7882,8528,1989,4
995,5115,5792,1991,4
996,702,5419,1993,3
997,3188,5506,1995,1
998,120,1484,1997,1
999,1442,6220,1999,7
1000,6864,1225,2001,1
1001,6827,5855,2003,9
1002,949,9246,2005,4
1003,8890,4441,2007,2
1004,3900,9790,2009,0
1005,8503,6282,2011,8
1006,8220,1448,2013,4
1007,1538,9440,2015,5
1008,4010,9398,2017,0
1009,8624,3365,2019,9
1010,4939,9135,2021,2
1011,372,6874,2023,2
1012,1289,1276,2025,1
1013,8834,7248,2027,9
1014,2436,935,2029,8
1015,4983,1490,2031,5
1016,6229,8044,2033,10
1017,648,3669,2035,0
1018,7289,4784,2037,1
1019,3300,6215,2039,5
1020,9707,6545,2041,6
1021,386,2968,2043,7
1022,7042,2390,2045,10
1023,8787,4717,2047,1
1024,5942,6003,2049,8
1025,2283,430,2051,8
1026,5673,6151,2053,4
1027,7234,3875,2055,2
1028,6545,3317,2057,4
1029,3939,2763,2059,2
1030,5888,6770,2061,5
1031,8768,3287,2063,0
1032,1068,5230,2065,2
1033,8178,3800,2067,2
1034,5338,6068,2069,2
1035,538,8713,2071,1
1036,9381,3769,2073,9
1037,3779,2468,2075,4
1038,5964,3776,2077,3
1039,8030,6924,2079,7
1040,5293,974,2081,3
1041,3077,3425,2083,7
1042,5474,573,2085,10
1043,6992,7435,2087,9
1044,2276,7302,2089,5
1045,9204,1746,2091,1
1046,47,328,2093,0
1047,6938,6971,2095,10
1048,3501,1405,2097,0
1049,9458,4740,2099,4
1050,1587,2897,2101,9
1051,3261,4996,2103,2
1052,4189,7402,2105,4
1053,2400,4473,2107,0
1054,3762,6555,2109,2
1055,8239,4960,2111,0
1056,8072,8630,2113,8
1057,8906,8630,2115,5
1058,7489,7149,2117,2
1059,1100,1199,2119,4
1060,8858,2586,2121,5
1061,5666,9927,2123,5
1062,8817,6961,2125,6
1063,1172,4410,2127,0
1064,4504,315,2129,2
1065,4798,5671,2131,0
1066,3134,939,2133,7
1067,7723,2994,2135,4
1068,3382,286,2137,0
1069,8574,6356,2139,0
1070,8315,126,2141,2
1071,1038,9953,2143,10
1072,6419,354,2145,7
1073,6845,1181,2147,9
1074,7322,7675,2149,6
1075,8656,2502,2151,0
1076,1531,2794,2153,0
1077,7364,518,2155,6
1078,6454,7526,2157,9
1079,9910,2842,2159,5
1080,3351,2795,2161,10
1081,1759,5474,2163,5
1082,4655,3235,2165,3
1083,1962,956,2167,8
1084,4275,2730,2169,5
1085,1276,7,2171,5
1086,4348,6693,2173,1
1087,5051,6009,2175,4
1088,259,7998,2177,0
1089,5837,7808,2179,2
1090,7619,4562,2181,4
1091,5285,8404,2183,6
1092,865,2285,2185,3
1093,2198,5488,2187,9
1094,4276,5557,2189,3
1095,279,34,2191,10
1096,3767,7833,2193,2
1097,5654,9623,2195,3
1098,7027,8270,2197,4
1099,3812,174,2199,3
1100,2718,3693,2201,7
1101,7260,1051,2203,3
1102,6868,950,2205,2
1103,9411,1972,2207,10
1104,1116,608,2209,10
1105,2513,7569,2211,9
1106,9633,2174,2213,10
1107,9490,7575,2215,3
1108,1224,6183,2217,10
1109,2752,1365,2219,3
1110,9618,4598,2221,4
1111,4342,9117,2223,7
1112,8508,1992,2225,4
1113,5193,183,2227,9
1114,80,5386,2229,9
1115,2431,9880,2231,6
1116,7513,4170,2233,6
1117,262,820,2235,8
1118,1737,4119,2237,5
1119,5543,8210,2239,9
1120,1458,1512,2241,0
