whishlist_id,user_id,product_id,date_added
93,6326,1290,100093
94,8303,7209,100094
95,5205,6939,100095
96,9914,4267,100096
97,3018,5658,100097
98,6694,9316,100098
99,7752,145,100099
100,1508,4656,100100
101,5197,8376,100101
102,1705,8656,100102
103,1491,9482,100103
104,4018,6121,100104
105,1314,4958,100105
106,8506,1250,100106
107,7175,7726,100107
108,9655,9512,100108
109,7739,4122,100109
110,2112,155,100110
111,5695,9960,100111
112,9890,6315,100112
113,9471,2381,100113
114,1438,4812,100114
115,263,2864,100115
116,6358,9768,100116
117,5775,2524,100117
118,5001,1092,100118
119,828,5816,100119
120,1766,9354,100120
121,8296,4221,100121
122,1674,1048,100122
123,5994,369,100123
124,9995,2367,100124
125,338,9431,100125
126,3576,4012,100126
127,9863,2110,100127
128,1119,6342,100128
129,3479,1067,100129
130,9642,1023,100130
131,6854,8967,100131
132,2921,3680,100132
133,8436,9127,100133
134,35,4693,100134
135,4745,9627,100135
136,3925,4529,100136
137,8764,1077,100137
138,3248,2577,100138
139,8168,858,100139
140,8307,9817,100140
141,9584,1837,100141
142,9874,6236,100142
143,9511,2367,100143
144,7932,5592,100144
145,9186,5927,100145
146,3490,4353,100146
147,5205,6404,100147
148,6690,671,100148
149,3769,5485,100149
150,1613,6751,100150
151,1070,894,100151
152,8016,574,100152
153,9134,7874,100153
154,6730,531,100154
155,2008,8829,100155
156,375,7236,100156
157,390,2470,100157
158,3642,220,100158
159,3900,767,100159
160,5560,5309,100160
161,5349,7038,100161
162,4132,7996,100162
163,8261,824,100163
164,8082,3084,100164
165,5458,3308,100165
166,1367,8811,100166
167,3843,5697,100167
168,8877,7981,100168
169,5900,2539,100169
170,2170,1937,100170
171,1553,1062,100171
172,2769,8967,100172
173,49,8306,100173
174,5403,5806,100174
175,2309,9675,100175
176,4522,9886,100176
177,3343,3341,100177
178,1948,5705,100178
179,690,1789,100179
180,2593,5313,100180
181,1846,3647,100181
182,7921,5672,100182
183,3178,2615,100183
184,972,3053,100184
185,2706,4071,100185
186,2044,5790,100186
187,1605,6521,100187
188,43,9139,100188
189,7503,9550,100189
190,3515,1947,100190
191,4898,7958,100191
192,6807,7825,100192
193,6864,2494,100193
194,6937,4808,100194
195,392,7063,100195
196,3742,4313,100196
197,9582,5561,100197
198,7432,1620,100198
199,7400,6268,100199
200,9266,134,100200
201,1603,8180,100201
202,1881,675,100202
203,1006,3869,100203
204,2428,9853,100204
205,3348,6710,100205
206,1254,9618,100206
207,7809,1708,100207
208,6257,4765,100208
209,5389,453,100209
210,6093,5570,100210
211,2767,9232,100211
212,8110,9039,100212
213,9114,7720,100213
214,7606,7930,100214
215,8573,6062,100215
216,972,2247,100216
217,2409,7574,100217
218,9530,609,100218
219,379,1596,100219
220,226,3710,100220
221,3299,2874,100221
222,7823,6553,100222
223,199,3253,100223
224,4675,3913,100224
225,5619,3518,100225
226,3659,8202,100226
227,9636,4555,100227
228,3796,4257,100228
229,3140,4933,100229
230,4540,4798,100230
231,4660,6433,100231
232,9673,5062,100232
233,4685,8938,100233
234,8668,5259,100234
235,6455,5206,100235
236,5112,5295,100236
237,5290,1015,100237
238,5564,2355,100238
239,6901,8882,100239
240,7920,9914,100240
241,9939,2117,100241
242,9567,6631,100242
243,301,4649,100243
244,6133,221,100244
245,2659,2998,100245
246,6058,2169,100246
247,1678,2469,100247
248,8174,9050,100248
249,6201,4586,100249
250,7547,7232,100250
251,8177,651,100251
252,7289,9322,100252
253,2451,2940,100253
254,1212,9943,100254
255,5657,1221,100255
256,5434,8959,100256
257,1973,7185,100257
258,630,874,100258
259,7035,633,100259
260,7647,5307,100260
261,8832,3655,100261
262,8077,259,100262
263,104,7769,100263
264,3007,6916,100264
265,1998,533,100265
266,2755,7309,100266
267,3884,2837,100267
268,9671,4798,100268
269,6241,8084,100269
270,2850,3010,100270
271,2582,5837,100271
272,8759,9766,100272
273,6435,6194,100273
274,6563,7389,100274
275,2203,9699,100275
276,6740,6816,100276
277,662,1095,100277
278,4425,8496,100278
279,8834,2635,100279
280,9514,1661,100280
281,6108,6487,100281
282,1134,7322,100282
283,8922,2297,100283
284,935,84,100284
285,7642,3113,100285
286,707,6413,100286
287,6481,408,100287
288,3270,7529,100288
289,59,3927,100289
290,86,3206,100290
291,2870,9926,100291
292,9966,6042,100292
293,4829,3216,100293
294,6284,3074,100294
295,8739,993,100295
296,3931,6010,100296
297,9496,451,100297
298,4055,2974,100298
299,6611,510,100299
300,6468,3256,100300
301,6149,9457,100301
302,3192,236,100302
303,8997,937,100303
304,2792,2189,100304
305,1277,661,100305
306,7036,4152,100306
307,8021,7774,100307
308,4465,6903,100308
309,5925,435,100309
310,7512,365,100310
311,5651,9503,100311
312,1241,5587,100312
313,5090,4157,100313
314,7919,6966,100314
315,2447,2497,100315
316,6979,9519,100316
317,7394,2800,100317
318,8132,1595,100318
319,5920,2470,100319
320,4082,8476,100320
321,3275,4284,100321
322,7203,4890,100322
323,2956,5432,100323
324,9236,8482,100324
325,5753,3771,100325
326,8392,1975,100326
327,4329,3667,100327
328,5112,6432,100328
329,6194,5149,100329
330,4620,6395,100330
331,292,3355,100331
332,3236,2321,100332
333,4093,1713,100333
334,7045,8050,100334
335,9208,691,100335
336,4343,3377,100336
337,5156,520,100337
338,950,8811,100338
339,4412,1843,100339
340,5369,2615,100340
341,9414,1344,100341
342,3399,1682,100342
343,8839,3542,100343
344,1183,165,100344
345,3061,4116,100345
346,7357,2503,100346
347,53,8212,100347
348,744,5946,100348
349,3348,8822,100349
350,3196,3044,100350
351,5607,8030,100351
352,8929,9381,100352
353,145,3288,100353
354,3016,6367,100354
355,8694,6924,100355
356,9305,513,100356
357,5763,1023,100357
358,5463,1109,100358
359,990,8380,100359
360,7648,1570,100360
361,1941,78,100361
362,8680,3304,100362
363,7370,46,100363
364,9304,2517,100364
365,5109,1821,100365
366,2547,249,100366
367,4438,6546,100367
368,676,7198,100368
369,7116,5141,100369
370,7352,6158,100370
371,2736,4799,100371
372,4926,171,100372
373,2166,8985,100373
374,3406,6593,100374
375,8684,8221,100375
376,3367,3798,100376
377,9397,8107,100377
378,9663,2768,100378
379,442,6358,100379
380,4608,1807,100380
381,9271,8358,100381
382,5546,477,100382
383,2499,2249,100383
384,5254,2980,100384
385,5639,9741,100385
386,62,387,100386
387,3238,1769,100387
388,2952,5134,100388
389,1862,1522,100389
390,1900,1041,100390
391,7846,7779,100391
392,2989,6717,100392
393,8640,8384,100393
394,7242,6832,100394
395,918,5948,100395
396,1067,4639,100396
397,7457,7155,100397
398,8059,462,100398
399,8641,7010,100399
400,4820,4886,100400
401,2855,8535,100401
402,7502,3792,100402
403,8486,1200,100403
404,1869,2152,100404
405,1390,5664,100405
406,6278,1903,100406
407,1158,8541,100407
408,7199,8743,100408
409,4461,4066,100409
410,9110,4886,100410
411,4381,2443,100411
412,6229,3763,100412
413,227,5251,100413
414,722,5030,100414
415,4228,2132,100415
416,4362,6242,100416
417,6077,4413,100417
418,199,8448,100418
419,7396,5051,100419
420,3910,7124,100420
421,3153,2149,100421
422,83,9568,100422
423,1289,3315,100423
424,5076,6424,100424
425,6921,1192,100425
426,4137,3504,100426
427,2768,7374,100427
428,6621,6197,100428
429,6843,6860,100429
430,3498,4389,100430
431,3677,2160,100431
432,5064,5902,100432
433,3227,3789,100433
434,8168,5228,100434
435,5153,4853,100435
436,7826,3002,100436
437,13,7941,100437
438,4913,9001,100438
439,1014,4264,100439
440,6790,2181,100440
441,348,3591,100441
442,2196,4340,100442
443,4543,8948,100443
444,1672,291,100444
445,86,8158,100445
446,9083,9587,100446
447,7102,7050,100447
448,6198,5455,100448
449,3589,5785,100449
450,6994,1193,100450
451,4744,15,100451
452,281,2429,100452
453,2688,9916,100453
454,5426,9291,100454
455,6809,3916,100455
456,1541,3704,100456
457,7272,3855,100457
458,5848,618,100458
459,4115,8462,100459
460,9855,4924,100460
461,8773,3674,100461
462,7391,1288,100462
463,2780,8504,100463
464,4110,375,100464
465,9054,4893,100465
466,4426,4086,100466
467,9135,6320,100467
468,9081,1033,100468
469,6814,584,100469
470,9980,1453,100470
471,4739,21,100471
472,7539,924,100472
473,5412,7126,100473
474,2253,1218,100474
475,3782,8103,100475
476,9760,4454,100476
477,3678,5247,100477
478,4022,8325,100478
479,8170,198,100479
480,2971,7800,100480
481,1373,8730,100481
482,4027,8228,100482
483,9825,8482,100483
484,6934,2955,100484
485,751,5266,100485
486,965,8526,100486
487,7873,2584,100487
488,1133,2701,100488
489,5713,1537,100489
490,208,6247,100490
491,2470,6567,100491
492,7679,6079,100492
493,3945,6382,100493
494,873,8127,100494
495,7989,3769,100495
496,2521,3865,100496
497,2312,4683,100497
498,2959,2989,100498
499,5273,3185,100499
500,710,5037,100500
501,2180,1695,100501
502,3915,1134,100502
503,3356,3589,100503
504,2985,6896,100504
505,5210,8714,100505
506,6105,3687,100506
507,1062,9041,100507
508,8644,1676,100508
509,8368,6780,100509
510,1385,5061,100510
511,7268,1397,100511
512,8619,9330,100512
513,9533,6081,100513
514,7287,3560,100514
515,2195,7981,100515
516,9869,644,100516
517,1826,4098,100517
518,5792,4362,100518
519,3231,12,100519
520,6613,3491,100520
521,328,2223,100521
522,726,4463,100522
523,2553,627,100523
524,3064,4679,100524
525,4773,8337,100525
526,8955,7021,100526
527,5118,1463,100527
528,7416,8173,100528
529,296,1421,100529
530,4815,4682,100530
531,7423,3748,100531
532,4889,6760,100532
533,9004,3375,100533
534,7060,4846,100534
535,6985,3986,100535
536,7668,9733,100536
537,3330,4864,100537
538,822,3262,100538
539,2734,5429,100539
540,5579,8363,100540
541,9034,1730,100541
542,5642,4236,100542
543,6249,7102,100543
544,6535,9517,100544
545,1134,2601,100545
546,1452,9787,100546
547,1261,7403,100547
548,1940,8193,100548
549,951,4385,100549
550,3089,3280,100550
551,7771,6574,100551
552,6997,7971,100552
553,9260,6765,100553
554,4946,4128,100554
555,9547,7794,100555
556,5398,5176,100556
557,3843,7840,100557
558,508,2497,100558
559,1289,4965,100559
560,4773,2190,100560
561,848,8782,100561
562,1620,6365,100562
563,7920,9695,100563
564,8783,3623,100564
565,8777,9274,100565
566,2691,2560,100566
567,550,5074,100567
568,4604,4542,100568
569,7186,4494,100569
570,949,96,100570
571,184,8871,100571
572,2882,6658,100572
573,6517,5519,100573
574,5944,1477,100574
575,2914,5281,100575
576,8644,8672,100576
577,9404,622,100577
578,9292,9880,100578
579,6763,1774,100579
580,5755,4090,100580
581,2039,1209,100581
582,7931,8602,100582
583,2648,8619,100583
584,2688,5640,100584
585,2307,469,100585
586,2667,5091,100586
587,3254,1095,100587
588,5030,8019,100588
589,5001,5883,100589
590,2743,2142,100590
591,3402,9603,100591
592,1927,1959,100592
593,5210,5162,100593
594,6124,9571,100594
595,1573,5665,100595
596,54,7833,100596
597,5996,617,100597
598,2690,9564,100598
599,5548,2652,100599
600,8208,1040,100600
601,6346,5034,100601
602,8347,3347,100602
603,4969,3499,100603
604,5758,2969,100604
605,1221,5426,100605
606,2254,2767,100606
607,1782,6492,100607
608,1583,2428,100608
609,3571,3852,100609
610,3859,4311,100610
611,5937,5834,100611
612,948,5392,100612
613,6542,1416,100613
614,8192,8715,100614
615,4942,8276,100615
616,3416,8462,100616
617,4520,5188,100617
618,7099,6742,100618
619,784,3275,100619
620,4489,4801,100620
621,9271,8392,100621
622,4728,1740,100622
623,5718,4875,100623
624,5078,7208,100624
625,1418,1984,100625
626,1018,7144,100626
627,8793,5756,100627
628,8296,6130,100628
629,8315,1348,100629
630,7593,9252,100630
631,5509,8075,100631
632,3652,6093,100632
633,9472,3111,100633
634,7321,425,100634
635,856,9713,100635
636,6681,6255,100636
637,4828,4809,100637
638,2276,2279,100638
639,8970,2834,100639
640,2815,5385,100640
641,3154,1099,100641
642,7365,5755,100642
643,1917,3012,100643
644,6212,6078,100644
645,7716,1133,100645
646,1762,1889,100646
647,3966,2148,100647
648,2075,2393,100648
649,3416,2258,100649
650,6171,9498,100650
651,2754,2649,100651
652,3857,2884,100652
653,682,3792,100653
654,8170,2969,100654
655,7505,445,100655
656,5414,8195,100656
657,1469,2432,100657
658,6736,3000,100658
659,4196,7002,100659
660,5011,6211,100660
661,3195,7187,100661
662,9478,2329,100662
663,287,4619,100663
664,3769,8684,100664
665,5906,7149,100665
666,1195,6016,100666
667,3886,5232,100667
668,4379,3687,100668
669,4372,3023,100669
670,3354,6154,100670
671,9793,3131,100671
672,2356,8003,100672
673,2413,1618,100673
674,8113,7757,100674
675,1244,179,100675
676,4051,3824,100676
677,7810,2525,100677
678,6925,1284,100678
679,4209,6093,100679
680,3551,4987,100680
681,1203,2032,100681
682,9333,1573,100682
683,6363,4530,100683
684,6032,8246,100684
685,107,8533,100685
686,8251,6099,100686
687,876,9667,100687
688,5026,9719,100688
689,8990,5318,100689
690,1415,4646,100690
691,7750,6406,100691
692,6294,7534,100692
693,8554,9047,100693
694,3548,1853,100694
695,8236,8877,100695
696,9824,1623,100696
697,4289,1961,100697
698,8935,180,100698
699,1808,4069,100699
700,5689,1516,100700
701,2379,6085,100701
702,2933,1558,100702
703,9323,8623,100703
704,6524,210,100704
705,4925,4134,100705
706,447,2029,100706
707,333,6447,100707
708,8199,8653,100708
709,8753,4714,100709
710,5901,9863,100710
711,3008,987,100711
712,5825,4292,100712
713,8618,6936,100713
714,7512,7886,100714
715,2527,2107,100715
716,7231,7784,100716
717,1992,2140,100717
718,6122,7897,100718
719,9969,5716,100719
720,2125,823,100720
721,612,6696,100721
722,5896,8638,100722
723,8886,8715,100723
724,3039,8124,100724
725,6963,737,100725
726,6451,9472,100726
727,2378,7469,100727
728,2328,6257,100728
729,5699,2638,100729
730,6741,1557,100730
731,2201,3087,100731
732,6787,4844,100732
733,8473,8672,100733
734,5325,7415,100734
735,8624,3702,100735
736,9553,1987,100736
737,3870,1896,100737
738,8211,6115,100738
739,3994,9720,100739
740,6068,2595,100740
741,2253,711,100741
742,4046,5949,100742
743,1021,2797,100743
744,8730,1852,100744
745,334,469,100745
746,6768,3697,100746
747,5746,1001,100747
748,4687,4029,100748
749,5578,5973,100749
750,6087,4271,100750
751,4298,2692,100751
752,8848,4303,100752
753,7840,8281,100753
754,6903,7274,100754
755,5358,4130,100755
756,8254,9344,100756
757,153,8698,100757
758,3494,177,100758
759,4318,961,100759
760,1617,3080,100760
761,3466,864,100761
762,6378,349,100762
763,9887,931,100763
764,9971,8004,100764
765,8747,1963,100765
766,4028,6013,100766
767,8466,7803,100767
768,401,2916,100768
769,6270,131,100769
770,7844,155,100770
771,6264,4336,100771
772,9829,2348,100772
773,2771,2913,100773
774,9023,2955,100774
775,9373,2174,100775
776,1323,714,100776
777,5108,5649,100777
778,4597,3134,100778
779,9177,8049,100779
780,1513,148,100780
781,502,2274,100781
782,3985,2534,100782
783,9046,8120,100783
784,5270,2827,100784
785,9253,799,100785
786,5869,198,100786
787,4061,3481,100787
788,4123,8721,100788
789,6981,1888,100789
790,5352,7261,100790
791,7280,892,100791
792,1930,6976,100792
793,2497,4359,100793
794,5035,9569,100794
795,1115,7457,100795
796,7967,9604,100796
797,3238,9322,100797
798,4637,9799,100798
799,2764,5381,100799
800,6512,6358,100800
801,7773,1345,100801
802,7015,4026,100802
803,2328,678,100803
804,9291,6488,100804
805,1004,6946,100805
806,1634,6592,100806
807,2728,1572,100807
808,6733,5142,100808
809,2734,3869,100809
810,7253,6590,100810
811,327,9625,100811
812,3118,7355,100812
813,4624,2353,100813
814,1331,4880,100814
815,2528,8844,100815
816,7779,3035,100816
817,7947,4762,100817
818,913,6472,100818
819,8428,2135,100819
820,216,7207,100820
821,7373,415,100821
822,5680,9213,100822
823,722,2789,100823
824,5496,3755,100824
825,9176,2338,100825
826,8050,4171,100826
827,6986,6389,100827
828,5250,3105,100828
829,1778,4639,100829
830,475,9511,100830
831,5542,4062,100831
832,5727,9791,100832
833,4175,9763,100833
834,9220,1223,100834
835,6253,6846,100835
836,6492,1471,100836
837,4397,9286,100837
838,2366,5235,100838
839,1053,2541,100839
840,4964,8001,100840
841,9909,8269,100841
842,2671,1923,100842
843,6410,2952,100843
844,6146,5461,100844
845,6390,1930,100845
846,6289,310,100846
847,6973,4456,100847
848,23,4508,100848
849,8370,8420,100849
850,6568,4299,100850
851,2777,568,100851
852,7580,6903,100852
853,6348,957,100853
854,1787,6603,100854
855,2882,9890,100855
856,4045,2411,100856
857,8496,5639,100857
858,4674,6879,100858
859,9636,1008,100859
860,5972,3665,100860
861,9718,5364,100861
862,8480,5611,100862
863,6361,4720,100863
864,835,49,100864
865,5768,4211,100865
866,7910,5380,100866
867,4236,2711,100867
868,1886,3955,100868
869,3152,9336,100869
870,5030,6522,100870
871,2254,9330,100871
872,3490,9393,100872
873,4835,8817,100873
874,8177,2125,100874
875,5955,4088,100875
876,5183,7324,100876
877,4154,2316,100877
878,4461,2997,100878
879,7715,7805,100879
880,5957,2170,100880
881,7727,8298,100881
882,2816,4074,100882
883,225,3171,100883
884,5967,2019,100884
885,3965,2523,100885
886,1938,9481,100886
887,4197,759,100887
888,8684,7816,100888
889,9873,6391,100889
890,9136,6436,100890
891,4467,3445,100891
892,9517,9997,100892
893,1521,8598,100893
894,9185,6475,100894
895,4137,146,100895
896,5206,7052,100896
897,6502,9878,100897
898,8505,832,100898
899,8021,245,100899
900,1994,8148,100900
901,8641,9670,100901
902,2827,6008,100902
903,6303,1513,100903
904,1101,9469,100904
905,107,3028,100905
906,4392,1388,100906
907,6605,4917,100907
908,8340,2894,100908
909,7363,5600,100909
910,2291,7695,100910
911,5248,8989,100911
912,168,7187,100912
913,6084,8426,100913
914,4660,8491,100914
915,3844,1880,100915
916,8842,9607,100916
917,3473,973,100917
918,3323,6948,100918
919,2262,7720,100919
920,4998,5777,100920
921,8409,9361,100921
922,6725,8465,100922
923,6180,2328,100923
924,147,8729,100924
925,9459,9405,100925
926,7030,384,100926
927,2068,5315,100927
928,2004,5670,100928
929,9041,3291,100929
930,9211,6208,100930
931,4496,7735,100931
932,6771,8043,100932
933,6253,2019,100933
934,9218,3926,100934
935,1387,9877,100935
936,3071,5986,100936
937,7969,947,100937
938,203,9078,100938
939,8767,525,100939
940,408,2163,100940
941,2189,658,100941
942,4115,2433,100942
943,7092,2072,100943
944,6042,2637,100944
945,2824,8027,100945
946,826,57,100946
947,9501,9311,100947
948,1163,2321,100948
949,762,7363,100949
950,5601,437,100950
951,2429,6561,100951
952,7715,2532,100952
953,9529,5082,100953
954,7491,6851,100954
955,9164,9337,100955
956,3639,9561,100956
957,3321,8707,100957
958,6873,7308,100958
959,9915,8942,100959
960,8680,7358,100960
961,5674,3858,100961
962,9848,954,100962
963,183,7698,100963
964,8768,436,100964
965,4515,4341,100965
966,7347,9136,100966
967,5803,4652,100967
968,2542,3162,100968
969,638,2701,100969
970,5673,7754,100970
971,4803,1036,100971
972,5443,1097,100972
973,5225,7525,100973
974,380,8235,100974
975,7542,1053,100975
976,4942,9383,100976
977,4729,959,100977
978,4500,9870,100978
979,8233,9339,100979
980,7222,7779,100980
981,7023,5719,100981
982,717,6607,100982
983,6742,7194,100983
984,7374,1798,100984
985,4541,5338,100985
986,8119,1697,100986
987,4264,4108,100987
988,2529,1360,100988
989,7563,7107,100989
990,3917,8667,100990
991,2043,5234,100991
992,9960,6543,100992
993,4370,4442,100993
994,234,7167,100994
995,572,1287,100995
996,2478,7072,100996
997,9027,8828,100997
998,7124,2944,100998
999,1020,8939,100999
1000,8743,4263,101000
1001,6039,929,101001
1002,8204,8361,101002
1003,3114,4216,101003
1004,8594,8230,101004
1005,1743,3306,101005
1006,9340,8276,101006
1007,9728,8829,101007
1008,8756,4829,101008
1009,888,9365,101009
1010,9468,4683,101010
1011,6515,4760,101011
1012,835,6818,101012
1013,6878,4549,101013
1014,6656,916,101014
1015,9084,4048,101015
1016,5178,9534,101016
1017,7993,3078,101017
1018,9403,7371,101018
1019,8157,8024,101019
1020,1531,6777,101020
1021,2277,3971,101021
1022,3465,7904,101022
1023,3774,2336,101023
1024,9809,5755,101024
1025,7406,5272,101025
1026,6189,3810,101026
1027,6965,4892,101027
1028,9725,7829,101028
1029,8539,8849,101029
1030,6566,1956,101030
1031,2366,3188,101031
1032,6971,8188,101032
1033,7641,6379,101033
1034,3510,116,101034
1035,4403,8704,101035
1036,7866,7888,101036
1037,362,9590,101037
1038,1940,2581,101038
1039,1751,2065,101039
1040,5489,7104,101040
1041,3603,4818,101041
1042,9024,2866,101042
1043,2351,9150,101043
1044,6940,4622,101044
1045,8696,1245,101045
1046,5606,3965,101046
1047,7633,2580,101047
1048,8363,5777,101048
1049,7310,8324,101049
1050,6416,8770,101050
1051,4308,5471,101051
1052,1096,8344,101052
1053,8882,3291,101053
1054,895,7189,101054
1055,7372,6482,101055
1056,6890,3000,101056
1057,7218,3225,101057
1058,7606,5730,101058
1059,773,8894,101059
1060,3950,6986,101060
1061,6504,1338,101061
1062,5670,7231,101062
1063,1095,73,101063
1064,6526,7937,101064
1065,895,8730,101065
1066,803,2398,101066
1067,3088,2069,101067
1068,665,3541,101068
1069,1610,1477,101069
1070,74,1669,101070
1071,9774,4636,101071
1072,1803,8302,101072
1073,3172,6853,101073
1074,6758,3103,101074
1075,4943,665,101075
1076,4,7815,101076
1077,2142,9654,101077
1078,1371,914,101078
1079,6093,4758,101079
1080,8134,6370,101080
1081,6752,3970,101081
1082,4606,1180,101082
1083,1574,4705,101083
1084,4132,3382,101084
1085,7830,1019,101085
1086,8809,7246,101086
1087,4296,6670,101087
1088,1068,5194,101088
1089,7640,7858,101089
1090,5653,3143,101090
1091,20,1759,101091
1092,6060,7322,101092
1093,8676,5744,101093
1094,732,3517,101094
1095,1808,2489,101095
1096,7926,7093,101096
1097,7906,6082,101097
1098,6182,4332,101098
1099,3701,5398,101099
1100,1722,4700,101100
1101,9267,5744,101101
1102,8051,1797,101102
1103,9699,8331,101103
1104,7343,4000,101104
1105,7051,2455,101105
1106,1155,5933,101106
1107,3735,4922,101107
1108,1205,7186,101108
1109,7037,5107,101109
1110,8658,653,101110
1111,230,700,101111
1112,4492,6872,101112
1113,1125,6037,101113
1114,9530,8894,101114
1115,1764,6821,101115
1116,520,3969,101116
1117,9789,5561,101117
1118,9092,7994,101118
1119,9887,5012,101119
1120,1459,362,101120
1121,496,9035,101121
1122,1228,9744,101122
1123,6481,7539,101123
1124,2709,8522,101124
1125,2546,2746,101125
1126,2114,2268,101126
1127,4835,9619,101127
1128,6011,4375,101128
1129,2671,6157,101129
1130,7615,8699,101130
1131,5798,9503,101131
1132,3823,3577,101132
1133,5158,1409,101133
1134,532,8206,101134
1135,6903,3672,101135
1136,8127,6398,101136
1137,3834,9721,101137
1138,6245,3389,101138
1139,9529,8878,101139
1140,4760,5677,101140
1141,338,8125,101141
1142,621,8950,101142
1143,2163,2732,101143
1144,9950,8259,101144
1145,6759,9094,101145
1146,1797,9993,101146
1147,2524,6288,101147
1148,459,1196,101148
1149,6066,3235,101149
1150,4120,1037,101150
1151,8466,3931,101151
1152,4771,7864,101152
1153,3922,7881,101153
1154,5225,212,101154
1155,8355,4550,101155
1156,3800,9646,101156
1157,4094,1312,101157
1158,1558,7080,101158
1159,8523,770,101159
1160,6505,696,101160
1161,5891,8815,101161
1162,7563,3758,101162
1163,4952,891,101163
1164,7488,8843,101164
1165,1909,2408,101165
1166,4602,6877,101166
1167,9800,5803,101167
1168,2422,9904,101168
1169,1150,5107,101169
1170,824,8026,101170
1171,2405,1301,101171
1172,4903,8962,101172
1173,4048,2858,101173
1174,5351,8957,101174
1175,6551,436,101175
1176,4028,808,101176
1177,5658,6107,101177
1178,9453,7364,101178
1179,4536,2084,101179
1180,5495,6922,101180
1181,2370,4851,101181
1182,2853,1922,101182
1183,3787,3580,101183
1184,4096,7204,101184
1185,5592,2685,101185
1186,6167,3581,101186
1187,9806,5839,101187
1188,3236,2256,101188
1189,8066,929,101189
1190,6087,3035,101190
1191,7113,8162,101191
1192,4442,6901,101192
1193,3853,8740,101193
1194,786,462,101194
1195,5295,7741,101195
1196,4210,9920,101196
1197,5063,2228,101197
1198,1174,1575,101198
1199,7296,3264,101199
1200,436,1389,101200
1201,5697,9520,101201
1202,8677,5789,101202
1203,2757,4667,101203
1204,5976,177,101204
1205,9054,5984,101205
1206,1640,9027,101206
1207,7018,6354,101207
1208,6398,4152,101208
1209,5044,1965,101209
1210,5046,2046,101210
1211,1897,7937,101211
1212,416,8699,101212
1213,3032,3181,101213
1214,4978,3307,101214
1215,1395,5223,101215
1216,3868,8720,101216
1217,1019,5039,101217
1218,2103,5279,101218
1219,8332,5884,101219
1220,751,262,101220
1221,4511,9204,101221
1222,341,7005,101222
1223,6574,7770,101223
1224,790,85,101224
1225,3134,9627,101225
1226,3487,3164,101226
1227,1991,7954,101227
1228,2465,9150,101228
1229,2899,4318,101229
1230,6672,6282,101230
1231,4006,99,101231
1232,9290,3377,101232
1233,246,5628,101233
1234,9949,8581,101234
1235,5008,8806,101235
1236,8787,9868,101236
1237,5994,6044,101237
1238,1804,2695,101238
1239,6271,140,101239
1240,7660,557,101240
1241,7123,9018,101241
1242,1304,4579,101242
1243,5300,5126,101243
1244,2528,7344,101244
1245,4747,9353,101245
1246,8210,647,101246
1247,9937,4269,101247
1248,4058,1631,101248
1249,952,2088,101249
1250,8364,8590,101250
1251,2233,9272,101251
1252,2099,3943,101252
1253,5635,4068,101253
1254,6124,9031,101254
1255,8382,8607,101255
1256,2315,1095,101256
1257,7377,1364,101257
1258,1724,5528,101258
1259,559,535,101259
1260,3634,431,101260
1261,8042,1465,101261
1262,6409,3249,101262
1263,715,9287,101263
1264,6767,8349,101264
1265,3073,3589,101265
1266,9035,2740,101266
1267,7065,6300,101267
1268,6859,478,101268
